10 76 -> 84 fr=1004 (0.1015), cf=0.631, gamma=6.058, delta=0.085, M=-2.081e+003
5 -> ~87 fr=4762 (0.4814), cf=0.997, gamma=1.113, delta=0.049, M=-6.644e+002
76 -> ~80 fr=4277 (0.4324), cf=0.998, gamma=1.115, delta=0.045, M=-5.923e+002
76 -> ~88 fr=4284 (0.4331), cf=1.000, gamma=1.106, delta=0.042, M=-5.715e+002
1 -> ~86 fr=4411 (0.4459), cf=0.998, gamma=1.105, delta=0.043, M=-5.680e+002
71 -> ~82 fr=3911 (0.3954), cf=1.000, gamma=1.117, delta=0.041, M=-5.592e+002
45 -> ~82 fr=4058 (0.4102), cf=0.998, gamma=1.115, delta=0.042, M=-5.500e+002
69 -> ~82 fr=3632 (0.3672), cf=1.000, gamma=1.116, delta=0.038, M=-5.012e+002
69 -> ~83 fr=3633 (0.3673), cf=1.000, gamma=1.106, delta=0.035, M=-4.647e+002
69 -> ~81 fr=3623 (0.3663), cf=0.997, gamma=1.114, delta=0.038, M=-4.597e+002
50 -> ~83 fr=4905 (0.4959), cf=0.985, gamma=1.090, delta=0.041, M=-4.424e+002
20 -> ~80 fr=4164 (0.4209), cf=0.988, gamma=1.104, delta=0.040, M=-4.246e+002
20 -> ~84 fr=4162 (0.4207), cf=0.987, gamma=1.102, delta=0.039, M=-4.137e+002
66 -> ~84 fr=3041 (0.3074), cf=1.000, gamma=1.116, delta=0.032, M=-4.048e+002
66 -> ~80 fr=3040 (0.3073), cf=1.000, gamma=1.117, delta=0.032, M=-4.023e+002
10 -> ~82 fr=3955 (0.3998), cf=0.988, gamma=1.103, delta=0.037, M=-3.951e+002
25 -> ~84 fr=3019 (0.3052), cf=1.000, gamma=1.116, delta=0.032, M=-3.951e+002
59 -> ~82 fr=2973 (0.3005), cf=1.000, gamma=1.117, delta=0.031, M=-3.950e+002
45 -> ~86 fr=4028 (0.4072), cf=0.991, gamma=1.097, delta=0.036, M=-3.949e+002
41 -> ~83 fr=3590 (0.3629), cf=0.995, gamma=1.101, delta=0.033, M=-3.808e+002
50 -> ~89 fr=4885 (0.4938), cf=0.981, gamma=1.083, delta=0.038, M=-3.785e+002
25 -> ~80 fr=3014 (0.3047), cf=0.998, gamma=1.115, delta=0.031, M=-3.740e+002
25 -> ~86 fr=3019 (0.3052), cf=1.000, gamma=1.107, delta=0.029, M=-3.645e+002
59 -> ~83 fr=2973 (0.3005), cf=1.000, gamma=1.106, delta=0.029, M=-3.616e+002
59 -> ~86 fr=2972 (0.3004), cf=1.000, gamma=1.107, delta=0.029, M=-3.575e+002
35 -> ~86 fr=2905 (0.2937), cf=1.000, gamma=1.107, delta=0.028, M=-3.536e+002
66 -> ~87 fr=3030 (0.3063), cf=0.996, gamma=1.112, delta=0.031, M=-3.524e+002
74 -> ~80 fr=2852 (0.2883), cf=0.998, gamma=1.115, delta=0.030, M=-3.441e+002
74 -> ~86 fr=2858 (0.2889), cf=1.000, gamma=1.107, delta=0.028, M=-3.407e+002
71 -> ~87 fr=3849 (0.3891), cf=0.984, gamma=1.098, delta=0.035, M=-3.404e+002
74 -> ~83 fr=2858 (0.2889), cf=1.000, gamma=1.106, delta=0.028, M=-3.388e+002
41 -> ~80 fr=3560 (0.3599), cf=0.987, gamma=1.103, delta=0.033, M=-3.331e+002
48 -> ~86 fr=2934 (0.2966), cf=0.998, gamma=1.105, delta=0.028, M=-3.327e+002
56 -> ~84 fr=2933 (0.2965), cf=0.995, gamma=1.111, delta=0.030, M=-3.241e+002
76 -> ~86 fr=4207 (0.4253), cf=0.982, gamma=1.087, delta=0.034, M=-3.226e+002
50 -> ~80 fr=4823 (0.4876), cf=0.968, gamma=1.082, delta=0.037, M=-3.181e+002
49 -> ~86 fr=2637 (0.2666), cf=1.000, gamma=1.107, delta=0.026, M=-3.149e+002
6 -> ~84 fr=2619 (0.2648), cf=0.998, gamma=1.114, delta=0.027, M=-3.134e+002
71 -> ~84 fr=3837 (0.3879), cf=0.981, gamma=1.095, delta=0.034, M=-3.129e+002
54 -> ~82 fr=2410 (0.2436), cf=1.000, gamma=1.117, delta=0.025, M=-3.077e+002
79 -> ~81 fr=2397 (0.2423), cf=1.000, gamma=1.117, delta=0.025, M=-3.073e+002
41 -> ~84 fr=3551 (0.3590), cf=0.984, gamma=1.099, delta=0.032, M=-3.062e+002
79 -> ~82 fr=2397 (0.2423), cf=1.000, gamma=1.117, delta=0.025, M=-3.057e+002
79 -> ~84 fr=2397 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.048e+002
26 -> ~81 fr=2390 (0.2416), cf=1.000, gamma=1.117, delta=0.025, M=-3.005e+002
66 -> ~86 fr=3023 (0.3056), cf=0.994, gamma=1.101, delta=0.028, M=-2.988e+002
10 -> ~81 fr=3914 (0.3957), cf=0.978, gamma=1.093, delta=0.034, M=-2.979e+002
49 -> ~82 fr=2627 (0.2656), cf=0.996, gamma=1.112, delta=0.027, M=-2.963e+002
53 -> ~82 fr=2314 (0.2339), cf=1.000, gamma=1.117, delta=0.024, M=-2.935e+002
46 -> ~84 fr=2314 (0.2339), cf=1.000, gamma=1.116, delta=0.024, M=-2.926e+002
26 -> ~87 fr=2387 (0.2413), cf=0.998, gamma=1.114, delta=0.025, M=-2.827e+002
79 -> ~83 fr=2397 (0.2423), cf=1.000, gamma=1.106, delta=0.023, M=-2.800e+002
26 -> ~82 fr=2386 (0.2412), cf=0.998, gamma=1.114, delta=0.025, M=-2.799e+002
20 66 -> ~88 fr=2398 (0.2424), cf=1.000, gamma=1.106, delta=0.023, M=-2.798e+002
5 -> ~81 fr=4612 (0.4662), cf=0.966, gamma=1.079, delta=0.034, M=-2.738e+002
26 -> ~83 fr=2390 (0.2416), cf=1.000, gamma=1.106, delta=0.023, M=-2.733e+002
78 -> ~84 fr=2178 (0.2202), cf=1.000, gamma=1.116, delta=0.023, M=-2.729e+002
30 -> ~84 fr=2177 (0.2201), cf=1.000, gamma=1.116, delta=0.023, M=-2.727e+002
31 -> ~87 fr=2292 (0.2317), cf=0.998, gamma=1.114, delta=0.024, M=-2.690e+002
46 -> ~83 fr=2314 (0.2339), cf=1.000, gamma=1.106, delta=0.023, M=-2.688e+002
50 74 -> ~84 fr=2671 (0.2700), cf=0.992, gamma=1.108, delta=0.026, M=-2.667e+002
29 -> ~80 fr=2470 (0.2497), cf=0.995, gamma=1.112, delta=0.025, M=-2.651e+002
10 -> ~83 fr=3917 (0.3960), cf=0.979, gamma=1.083, delta=0.030, M=-2.617e+002
74 -> ~89 fr=2840 (0.2871), cf=0.993, gamma=1.097, delta=0.025, M=-2.613e+002
22 -> ~83 fr=2453 (0.2480), cf=0.998, gamma=1.104, delta=0.023, M=-2.597e+002
46 -> ~89 fr=2313 (0.2338), cf=1.000, gamma=1.104, delta=0.022, M=-2.570e+002
1 -> ~89 fr=4306 (0.4353), cf=0.975, gamma=1.076, delta=0.031, M=-2.570e+002
76 -> ~87 fr=4156 (0.4201), cf=0.970, gamma=1.083, delta=0.032, M=-2.564e+002
11 50 -> ~86 fr=2264 (0.2289), cf=0.999, gamma=1.106, delta=0.022, M=-2.484e+002
6 -> ~86 fr=2608 (0.2636), cf=0.994, gamma=1.100, delta=0.024, M=-2.481e+002
11 45 -> ~85 fr=2320 (0.2345), cf=0.999, gamma=1.102, delta=0.022, M=-2.469e+002
