10 76 -> 84 fr=1010 (0.1021), cf=0.629, gamma=6.014, delta=0.085, M=-2.089e+003
5 -> ~87 fr=4755 (0.4807), cf=0.996, gamma=1.112, delta=0.048, M=-6.442e+002
76 -> ~80 fr=4305 (0.4352), cf=0.998, gamma=1.114, delta=0.044, M=-5.849e+002
76 -> ~88 fr=4313 (0.4360), cf=1.000, gamma=1.106, delta=0.042, M=-5.755e+002
71 -> ~82 fr=3942 (0.3985), cf=1.000, gamma=1.116, delta=0.041, M=-5.622e+002
1 -> ~86 fr=4395 (0.4443), cf=0.999, gamma=1.104, delta=0.042, M=-5.590e+002
45 -> ~82 fr=4052 (0.4096), cf=0.999, gamma=1.114, delta=0.042, M=-5.504e+002
69 -> ~82 fr=3632 (0.3672), cf=1.000, gamma=1.116, delta=0.038, M=-4.985e+002
69 -> ~83 fr=3633 (0.3673), cf=1.000, gamma=1.107, delta=0.035, M=-4.668e+002
69 -> ~81 fr=3623 (0.3663), cf=0.997, gamma=1.113, delta=0.037, M=-4.540e+002
50 -> ~83 fr=4871 (0.4924), cf=0.984, gamma=1.089, delta=0.040, M=-4.294e+002
20 -> ~80 fr=4159 (0.4204), cf=0.988, gamma=1.102, delta=0.039, M=-4.161e+002
20 -> ~84 fr=4157 (0.4202), cf=0.987, gamma=1.103, delta=0.039, M=-4.152e+002
66 -> ~84 fr=3055 (0.3088), cf=1.000, gamma=1.117, delta=0.032, M=-4.088e+002
66 -> ~80 fr=3054 (0.3087), cf=1.000, gamma=1.115, delta=0.032, M=-3.991e+002
59 -> ~82 fr=2997 (0.3030), cf=1.000, gamma=1.116, delta=0.032, M=-3.968e+002
25 -> ~84 fr=3015 (0.3048), cf=1.000, gamma=1.116, delta=0.032, M=-3.961e+002
10 -> ~82 fr=3933 (0.3976), cf=0.988, gamma=1.102, delta=0.037, M=-3.861e+002
45 -> ~86 fr=4021 (0.4065), cf=0.991, gamma=1.095, delta=0.035, M=-3.848e+002
41 -> ~83 fr=3591 (0.3630), cf=0.994, gamma=1.101, delta=0.033, M=-3.763e+002
50 -> ~89 fr=4847 (0.4900), cf=0.979, gamma=1.084, delta=0.038, M=-3.698e+002
59 -> ~83 fr=2997 (0.3030), cf=1.000, gamma=1.107, delta=0.029, M=-3.668e+002
25 -> ~80 fr=3009 (0.3042), cf=0.998, gamma=1.113, delta=0.031, M=-3.637e+002
25 -> ~86 fr=3015 (0.3048), cf=1.000, gamma=1.105, delta=0.029, M=-3.573e+002
59 -> ~86 fr=2996 (0.3029), cf=1.000, gamma=1.105, delta=0.029, M=-3.546e+002
66 -> ~87 fr=3043 (0.3076), cf=0.996, gamma=1.111, delta=0.031, M=-3.495e+002
35 -> ~86 fr=2894 (0.2926), cf=1.000, gamma=1.105, delta=0.028, M=-3.457e+002
71 -> ~87 fr=3878 (0.3920), cf=0.984, gamma=1.098, delta=0.035, M=-3.389e+002
74 -> ~83 fr=2833 (0.2864), cf=1.000, gamma=1.107, delta=0.028, M=-3.367e+002
41 -> ~80 fr=3565 (0.3604), cf=0.987, gamma=1.102, delta=0.033, M=-3.328e+002
74 -> ~80 fr=2826 (0.2857), cf=0.997, gamma=1.113, delta=0.029, M=-3.312e+002
74 -> ~86 fr=2833 (0.2864), cf=1.000, gamma=1.105, delta=0.027, M=-3.310e+002
48 -> ~86 fr=2961 (0.2993), cf=0.998, gamma=1.103, delta=0.028, M=-3.302e+002
71 -> ~84 fr=3870 (0.3912), cf=0.982, gamma=1.096, delta=0.034, M=-3.243e+002
56 -> ~84 fr=2906 (0.2938), cf=0.995, gamma=1.111, delta=0.029, M=-3.215e+002
6 -> ~84 fr=2635 (0.2664), cf=0.998, gamma=1.115, delta=0.027, M=-3.172e+002
41 -> ~84 fr=3557 (0.3596), cf=0.985, gamma=1.100, delta=0.033, M=-3.159e+002
49 -> ~86 fr=2662 (0.2691), cf=1.000, gamma=1.105, delta=0.026, M=-3.128e+002
50 -> ~80 fr=4796 (0.4848), cf=0.969, gamma=1.081, delta=0.036, M=-3.108e+002
54 -> ~82 fr=2437 (0.2464), cf=1.000, gamma=1.116, delta=0.026, M=-3.101e+002
76 -> ~86 fr=4231 (0.4277), cf=0.981, gamma=1.084, delta=0.033, M=-3.068e+002
79 -> ~84 fr=2391 (0.2417), cf=1.000, gamma=1.117, delta=0.025, M=-3.052e+002
79 -> ~82 fr=2391 (0.2417), cf=1.000, gamma=1.116, delta=0.025, M=-3.033e+002
79 -> ~81 fr=2391 (0.2417), cf=1.000, gamma=1.116, delta=0.025, M=-3.030e+002
26 -> ~81 fr=2415 (0.2441), cf=1.000, gamma=1.116, delta=0.025, M=-3.007e+002
10 -> ~81 fr=3898 (0.3941), cf=0.979, gamma=1.092, delta=0.033, M=-3.000e+002
49 -> ~82 fr=2651 (0.2680), cf=0.996, gamma=1.111, delta=0.027, M=-2.946e+002
53 -> ~82 fr=2317 (0.2342), cf=1.000, gamma=1.116, delta=0.024, M=-2.924e+002
66 -> ~86 fr=3036 (0.3069), cf=0.994, gamma=1.098, delta=0.027, M=-2.912e+002
46 -> ~84 fr=2274 (0.2299), cf=1.000, gamma=1.117, delta=0.024, M=-2.879e+002
26 -> ~87 fr=2412 (0.2438), cf=0.998, gamma=1.114, delta=0.025, M=-2.854e+002
26 -> ~82 fr=2411 (0.2437), cf=0.998, gamma=1.114, delta=0.025, M=-2.820e+002
79 -> ~83 fr=2391 (0.2417), cf=1.000, gamma=1.107, delta=0.023, M=-2.804e+002
20 66 -> ~88 fr=2403 (0.2429), cf=1.000, gamma=1.106, delta=0.023, M=-2.799e+002
26 -> ~83 fr=2415 (0.2441), cf=1.000, gamma=1.107, delta=0.024, M=-2.780e+002
30 -> ~84 fr=2205 (0.2229), cf=1.000, gamma=1.117, delta=0.023, M=-2.779e+002
50 74 -> ~84 fr=2647 (0.2676), cf=0.994, gamma=1.110, delta=0.026, M=-2.765e+002
1 -> ~89 fr=4294 (0.4341), cf=0.976, gamma=1.080, delta=0.032, M=-2.761e+002
78 -> ~84 fr=2166 (0.2190), cf=1.000, gamma=1.117, delta=0.023, M=-2.723e+002
5 -> ~81 fr=4609 (0.4659), cf=0.966, gamma=1.078, delta=0.034, M=-2.671e+002
10 -> ~83 fr=3898 (0.3941), cf=0.979, gamma=1.084, delta=0.030, M=-2.649e+002
46 -> ~83 fr=2274 (0.2299), cf=1.000, gamma=1.107, delta=0.022, M=-2.646e+002
31 -> ~87 fr=2293 (0.2318), cf=0.998, gamma=1.113, delta=0.024, M=-2.641e+002
74 -> ~89 fr=2814 (0.2845), cf=0.993, gamma=1.099, delta=0.026, M=-2.628e+002
22 -> ~83 fr=2438 (0.2465), cf=0.998, gamma=1.104, delta=0.023, M=-2.590e+002
46 -> ~89 fr=2273 (0.2298), cf=1.000, gamma=1.106, delta=0.022, M=-2.582e+002
76 -> ~87 fr=4184 (0.4230), cf=0.970, gamma=1.082, delta=0.032, M=-2.573e+002
6 -> ~86 fr=2627 (0.2656), cf=0.995, gamma=1.100, delta=0.024, M=-2.547e+002
73 -> ~85 fr=2749 (0.2779), cf=0.993, gamma=1.098, delta=0.025, M=-2.545e+002
11 45 -> ~85 fr=2324 (0.2349), cf=0.999, gamma=1.104, delta=0.022, M=-2.534e+002
45 -> ~85 fr=3965 (0.4008), cf=0.977, gamma=1.081, delta=0.030, M=-2.527e+002
29 -> ~80 fr=2432 (0.2459), cf=0.994, gamma=1.109, delta=0.024, M=-2.525e+002
59 69 -> ~87 fr=2005 (0.2027), cf=1.000, gamma=1.116, delta=0.021, M=-2.471e+002
17 -> ~82 fr=2036 (0.2058), cf=0.999, gamma=1.115, delta=0.021, M=-2.417e+002
40 -> ~84 fr=2140 (0.2163), cf=0.997, gamma=1.114, delta=0.022, M=-2.412e+002
11 50 -> ~86 fr=2242 (0.2266), cf=0.999, gamma=1.104, delta=0.021, M=-2.409e+002
40 -> ~86 fr=2145 (0.2168), cf=1.000, gamma=1.105, delta=0.021, M=-2.378e+002
16 -> ~82 fr=1968 (0.1989), cf=0.999, gamma=1.116, delta=0.021, M=-2.371e+002
55 -> ~84 fr=1913 (0.1934), cf=1.000, gamma=1.117, delta=0.020, M=-2.365e+002
40 -> ~80 fr=2139 (0.2162), cf=0.997, gamma=1.112, delta=0.022, M=-2.352e+002
78 -> ~81 fr=2158 (0.2182), cf=0.996, gamma=1.112, delta=0.022, M=-2.345e+002
30 -> ~86 fr=2201 (0.2225), cf=0.998, gamma=1.103, delta=0.021, M=-2.314e+002
21 -> ~82 fr=1863 (0.1883), cf=1.000, gamma=1.116, delta=0.020, M=-2.282e+002
17 -> ~83 fr=2037 (0.2059), cf=1.000, gamma=1.106, delta=0.020, M=-2.278e+002
54 -> ~81 fr=2415 (0.2441), cf=0.991, gamma=1.106, delta=0.023, M=-2.273e+002
16 -> ~87 fr=1966 (0.1987), cf=0.998, gamma=1.114, delta=0.020, M=-2.268e+002
47 -> ~89 fr=1990 (0.2012), cf=1.000, gamma=1.107, delta=0.019, M=-2.268e+002
66 -> ~88 fr=3011 (0.3044), cf=0.986, gamma=1.090, delta=0.025, M=-2.265e+002
39 -> ~80 fr=2446 (0.2473), cf=0.990, gamma=1.105, delta=0.023, M=-2.259e+002
37 -> ~83 fr=1978 (0.2000), cf=1.000, gamma=1.107, delta=0.019, M=-2.257e+002
34 -> ~86 fr=2047 (0.2069), cf=1.000, gamma=1.105, delta=0.020, M=-2.252e+002
37 -> ~89 fr=1978 (0.2000), cf=1.000, gamma=1.107, delta=0.019, M=-2.252e+002
50 -> ~84 fr=4743 (0.4795), cf=0.958, gamma=1.070, delta=0.031, M=-2.250e+002
45 49 -> ~88 fr=1986 (0.2008), cf=1.000, gamma=1.106, delta=0.019, M=-2.250e+002
64 -> ~85 fr=3303 (0.3339), cf=0.981, gamma=1.085, delta=0.026, M=-2.214e+002
16 -> ~83 fr=1968 (0.1989), cf=0.999, gamma=1.106, delta=0.019, M=-2.190e+002
31 -> ~83 fr=2286 (0.2311), cf=0.995, gamma=1.101, delta=0.021, M=-2.183e+002
11 76 -> ~85 fr=1979 (0.2001), cf=0.999, gamma=1.105, delta=0.019, M=-2.181e+002
59 -> ~87 fr=2940 (0.2972), cf=0.981, gamma=1.095, delta=0.026, M=-2.173e+002
21 -> ~87 fr=1861 (0.1881), cf=0.999, gamma=1.115, delta=0.019, M=-2.169e+002
30 -> ~80 fr=2190 (0.2214), cf=0.993, gamma=1.108, delta=0.022, M=-2.162e+002
11 -> ~83 fr=4431 (0.4479), cf=0.966, gamma=1.070, delta=0.029, M=-2.161e+002
16 -> ~86 fr=1968 (0.1989), cf=0.999, gamma=1.105, delta=0.019, M=-2.152e+002
36 -> ~81 fr=1761 (0.1780), cf=1.000, gamma=1.116, delta=0.019, M=-2.141e+002
29 -> ~84 fr=2417 (0.2443), cf=0.988, gamma=1.104, delta=0.023, M=-2.118e+002
79 -> ~89 fr=2373 (0.2399), cf=0.992, gamma=1.098, delta=0.021, M=-2.110e+002
21 -> ~83 fr=1863 (0.1883), cf=1.000, gamma=1.107, delta=0.018, M=-2.110e+002
69 -> ~89 fr=3545 (0.3584), cf=0.976, gamma=1.080, delta=0.027, M=-2.103e+002
36 -> ~84 fr=1760 (0.1779), cf=0.999, gamma=1.116, delta=0.019, M=-2.101e+002
31 -> ~81 fr=2276 (0.2301), cf=0.990, gamma=1.105, delta=0.022, M=-2.086e+002
5 64 -> ~83 fr=1918 (0.1939), cf=0.999, gamma=1.106, delta=0.019, M=-2.078e+002
64 73 -> ~82 fr=1740 (0.1759), cf=0.999, gamma=1.115, delta=0.018, M=-2.060e+002
45 71 -> ~88 fr=2100 (0.2123), cf=0.996, gamma=1.102, delta=0.020, M=-2.059e+002
56 71 -> ~80 fr=1701 (0.1720), cf=1.000, gamma=1.116, delta=0.018, M=-2.058e+002
1 74 -> ~88 fr=1876 (0.1896), cf=0.999, gamma=1.106, delta=0.018, M=-2.056e+002
68 -> ~85 fr=1827 (0.1847), cf=1.000, gamma=1.106, delta=0.018, M=-2.044e+002
79 -> ~86 fr=2372 (0.2398), cf=0.992, gamma=1.096, delta=0.021, M=-2.044e+002
