10 76 -> 84 fr=1014 (0.1025), cf=0.632, gamma=6.013, delta=0.085, M=-2.097e+003
5 -> ~87 fr=4745 (0.4797), cf=0.997, gamma=1.112, delta=0.048, M=-6.516e+002
76 -> ~80 fr=4326 (0.4373), cf=0.998, gamma=1.116, delta=0.045, M=-6.029e+002
76 -> ~88 fr=4333 (0.4380), cf=1.000, gamma=1.104, delta=0.041, M=-5.680e+002
71 -> ~82 fr=3948 (0.3991), cf=1.000, gamma=1.117, delta=0.042, M=-5.662e+002
1 -> ~86 fr=4415 (0.4463), cf=0.998, gamma=1.104, delta=0.042, M=-5.587e+002
45 -> ~82 fr=4083 (0.4128), cf=0.998, gamma=1.115, delta=0.043, M=-5.548e+002
69 -> ~82 fr=3612 (0.3651), cf=1.000, gamma=1.116, delta=0.038, M=-4.976e+002
69 -> ~81 fr=3606 (0.3645), cf=0.998, gamma=1.114, delta=0.037, M=-4.657e+002
69 -> ~83 fr=3613 (0.3652), cf=1.000, gamma=1.106, delta=0.035, M=-4.609e+002
50 -> ~83 fr=4870 (0.4923), cf=0.986, gamma=1.091, delta=0.041, M=-4.503e+002
20 -> ~84 fr=4188 (0.4234), cf=0.988, gamma=1.104, delta=0.040, M=-4.289e+002
20 -> ~80 fr=4186 (0.4232), cf=0.987, gamma=1.103, delta=0.040, M=-4.238e+002
66 -> ~84 fr=3056 (0.3089), cf=1.000, gamma=1.117, delta=0.032, M=-4.110e+002
66 -> ~80 fr=3055 (0.3088), cf=1.000, gamma=1.117, delta=0.032, M=-4.052e+002
25 -> ~84 fr=3041 (0.3074), cf=1.000, gamma=1.117, delta=0.032, M=-4.024e+002
59 -> ~82 fr=2984 (0.3017), cf=1.000, gamma=1.117, delta=0.032, M=-3.968e+002
45 -> ~86 fr=4055 (0.4099), cf=0.991, gamma=1.096, delta=0.036, M=-3.965e+002
10 -> ~82 fr=3924 (0.3967), cf=0.987, gamma=1.102, delta=0.037, M=-3.821e+002
41 -> ~83 fr=3581 (0.3620), cf=0.995, gamma=1.101, delta=0.033, M=-3.789e+002
25 -> ~80 fr=3036 (0.3069), cf=0.998, gamma=1.115, delta=0.032, M=-3.779e+002
50 -> ~89 fr=4838 (0.4891), cf=0.980, gamma=1.083, delta=0.038, M=-3.692e+002
59 -> ~83 fr=2984 (0.3017), cf=1.000, gamma=1.106, delta=0.029, M=-3.629e+002
