10 76 -> 84 fr=994 (0.1005), cf=0.632, gamma=6.120, delta=0.084, M=-2.068e+003
5 -> ~87 fr=4744 (0.4796), cf=0.997, gamma=1.112, delta=0.048, M=-6.488e+002
76 -> ~80 fr=4316 (0.4363), cf=0.998, gamma=1.115, delta=0.045, M=-5.975e+002
71 -> ~82 fr=3927 (0.3970), cf=1.000, gamma=1.119, delta=0.042, M=-5.716e+002
76 -> ~88 fr=4323 (0.4370), cf=1.000, gamma=1.104, delta=0.041, M=-5.682e+002
45 -> ~82 fr=4058 (0.4102), cf=0.998, gamma=1.117, delta=0.043, M=-5.597e+002
1 -> ~86 fr=4424 (0.4472), cf=0.998, gamma=1.102, delta=0.041, M=-5.530e+002
69 -> ~82 fr=3602 (0.3641), cf=1.000, gamma=1.118, delta=0.039, M=-5.041e+002
69 -> ~83 fr=3603 (0.3642), cf=1.000, gamma=1.108, delta=0.035, M=-4.650e+002
69 -> ~81 fr=3594 (0.3633), cf=0.998, gamma=1.112, delta=0.037, M=-4.500e+002
50 -> ~83 fr=4871 (0.4924), cf=0.985, gamma=1.091, delta=0.041, M=-4.458e+002
20 -> ~80 fr=4206 (0.4252), cf=0.988, gamma=1.103, delta=0.040, M=-4.271e+002
66 -> ~84 fr=3082 (0.3116), cf=1.000, gamma=1.115, delta=0.032, M=-4.076e+002
66 -> ~80 fr=3081 (0.3115), cf=1.000, gamma=1.117, delta=0.033, M=-4.073e+002
20 -> ~84 fr=4201 (0.4247), cf=0.986, gamma=1.100, delta=0.039, M=-4.051e+002
59 -> ~82 fr=2965 (0.2997), cf=1.000, gamma=1.119, delta=0.032, M=-4.002e+002
25 -> ~84 fr=3044 (0.3077), cf=1.000, gamma=1.115, delta=0.032, M=-3.954e+002
41 -> ~83 fr=3590 (0.3629), cf=0.995, gamma=1.102, delta=0.034, M=-3.857e+002
10 -> ~82 fr=3887 (0.3929), cf=0.987, gamma=1.104, delta=0.037, M=-3.843e+002
45 -> ~86 fr=4029 (0.4073), cf=0.991, gamma=1.094, delta=0.035, M=-3.833e+002
25 -> ~80 fr=3038 (0.3071), cf=0.998, gamma=1.114, delta=0.032, M=-3.720e+002
59 -> ~83 fr=2965 (0.2997), cf=1.000, gamma=1.108, delta=0.029, M=-3.645e+002
25 -> ~86 fr=3045 (0.3078), cf=1.000, gamma=1.104, delta=0.029, M=-3.636e+002
50 -> ~89 fr=4839 (0.4892), cf=0.979, gamma=1.083, delta=0.038, M=-3.635e+002
66 -> ~87 fr=3071 (0.3105), cf=0.996, gamma=1.112, delta=0.031, M=-3.592e+002
71 -> ~87 fr=3866 (0.3908), cf=0.984, gamma=1.099, delta=0.035, M=-3.460e+002
59 -> ~86 fr=2964 (0.2996), cf=1.000, gamma=1.104, delta=0.028, M=-3.459e+002
35 -> ~86 fr=2897 (0.2929), cf=1.000, gamma=1.104, delta=0.028, M=-3.422e+002
74 -> ~83 fr=2853 (0.2884), cf=1.000, gamma=1.107, delta=0.028, M=-3.419e+002
74 -> ~80 fr=2846 (0.2877), cf=0.997, gamma=1.114, delta=0.029, M=-3.377e+002
56 -> ~84 fr=2937 (0.2969), cf=0.996, gamma=1.111, delta=0.030, M=-3.315e+002
74 -> ~86 fr=2853 (0.2884), cf=1.000, gamma=1.104, delta=0.027, M=-3.300e+002
41 -> ~80 fr=3559 (0.3598), cf=0.986, gamma=1.102, delta=0.033, M=-3.286e+002
48 -> ~86 fr=2932 (0.2964), cf=0.998, gamma=1.102, delta=0.027, M=-3.222e+002
41 -> ~84 fr=3558 (0.3597), cf=0.986, gamma=1.100, delta=0.033, M=-3.196e+002
