23 -> 90 fr=3410 (0.4664), cf=1.000, gamma=2.078, delta=0.242, M=-4.567e+003
22 -> ~90 fr=3793 (0.5188), cf=0.972, gamma=1.874, delta=0.242, M=-4.567e+003
21 26 63 -> 90 fr=2859 (0.3911), cf=0.953, gamma=1.980, delta=0.194, M=-2.650e+003
21 26 63 -> ~89 fr=2859 (0.3911), cf=0.953, gamma=1.980, delta=0.194, M=-2.650e+003
21 25 26 66 -> 90 fr=2827 (0.3867), cf=0.957, gamma=1.988, delta=0.192, M=-2.633e+003
21 25 26 66 -> ~89 fr=2827 (0.3867), cf=0.957, gamma=1.988, delta=0.192, M=-2.633e+003
21 25 26 -> 90 fr=2843 (0.3889), cf=0.952, gamma=1.979, delta=0.192, M=-2.621e+003
21 25 26 -> ~89 fr=2843 (0.3889), cf=0.952, gamma=1.979, delta=0.192, M=-2.621e+003
28 47 -> ~90 fr=3042 (0.4161), cf=0.939, gamma=1.810, delta=0.186, M=-2.376e+003
28 47 -> 89 fr=3042 (0.4161), cf=0.939, gamma=1.810, delta=0.186, M=-2.376e+003
21 26 -> 90 fr=2859 (0.3911), cf=0.901, gamma=1.872, delta=0.182, M=-2.225e+003
21 26 -> ~89 fr=2859 (0.3911), cf=0.901, gamma=1.872, delta=0.182, M=-2.225e+003
28 51 -> ~90 fr=2878 (0.3937), cf=0.937, gamma=1.805, delta=0.176, M=-2.128e+003
28 51 -> 89 fr=2878 (0.3937), cf=0.937, gamma=1.805, delta=0.176, M=-2.128e+003
26 46 -> 90 fr=2002 (0.2738), cf=1.000, gamma=2.078, delta=0.142, M=-1.887e+003
26 46 -> ~89 fr=2002 (0.2738), cf=1.000, gamma=2.078, delta=0.142, M=-1.887e+003
46 66 -> 90 fr=1970 (0.2695), cf=1.000, gamma=2.078, delta=0.140, M=-1.847e+003
46 66 -> ~89 fr=1970 (0.2695), cf=1.000, gamma=2.078, delta=0.140, M=-1.847e+003
21 25 80 -> 90 fr=2244 (0.3069), cf=0.954, gamma=1.984, delta=0.152, M=-1.804e+003
