23 -> 90 fr=3403 (0.4655), cf=1.000, gamma=2.082, delta=0.242, M=-4.563e+003
22 -> ~90 fr=3799 (0.5196), cf=0.972, gamma=1.871, delta=0.242, M=-4.563e+003
21 26 63 -> 90 fr=2847 (0.3894), cf=0.951, gamma=1.980, delta=0.193, M=-2.624e+003
21 26 63 -> ~89 fr=2847 (0.3894), cf=0.951, gamma=1.980, delta=0.193, M=-2.624e+003
21 25 26 66 -> 90 fr=2815 (0.3850), cf=0.955, gamma=1.988, delta=0.191, M=-2.609e+003
21 25 26 66 -> ~89 fr=2815 (0.3850), cf=0.955, gamma=1.988, delta=0.191, M=-2.609e+003
21 25 26 -> 90 fr=2831 (0.3872), cf=0.951, gamma=1.979, delta=0.192, M=-2.595e+003
21 25 26 -> ~89 fr=2831 (0.3872), cf=0.951, gamma=1.979, delta=0.192, M=-2.595e+003
28 47 -> ~90 fr=3046 (0.4166), cf=0.941, gamma=1.810, delta=0.186, M=-2.387e+003
28 47 -> 89 fr=3046 (0.4166), cf=0.941, gamma=1.810, delta=0.186, M=-2.387e+003
21 26 -> 90 fr=2847 (0.3894), cf=0.897, gamma=1.867, delta=0.181, M=-2.186e+003
21 26 -> ~89 fr=2847 (0.3894), cf=0.897, gamma=1.867, delta=0.181, M=-2.186e+003
28 51 -> ~90 fr=2868 (0.3923), cf=0.938, gamma=1.804, delta=0.175, M=-2.116e+003
28 51 -> 89 fr=2868 (0.3923), cf=0.938, gamma=1.804, delta=0.175, M=-2.116e+003
26 46 -> 90 fr=1990 (0.2722), cf=1.000, gamma=2.082, delta=0.141, M=-1.877e+003
26 46 -> ~89 fr=1990 (0.2722), cf=1.000, gamma=2.082, delta=0.141, M=-1.877e+003
46 66 -> 90 fr=1958 (0.2678), cf=1.000, gamma=2.082, delta=0.139, M=-1.837e+003
46 66 -> ~89 fr=1958 (0.2678), cf=1.000, gamma=2.082, delta=0.139, M=-1.837e+003
26 50 -> 90 fr=1925 (0.2633), cf=1.000, gamma=2.082, delta=0.137, M=-1.796e+003
50 66 -> 90 fr=1925 (0.2633), cf=1.000, gamma=2.082, delta=0.137, M=-1.796e+003
