23 -> 90 fr=3421 (0.4679), cf=1.000, gamma=2.071, delta=0.242, M=-4.565e+003
22 -> ~90 fr=3781 (0.5172), cf=0.972, gamma=1.879, delta=0.242, M=-4.565e+003
21 26 63 -> 90 fr=2871 (0.3927), cf=0.954, gamma=1.975, delta=0.194, M=-2.661e+003
21 26 63 -> ~89 fr=2871 (0.3927), cf=0.954, gamma=1.975, delta=0.194, M=-2.661e+003
21 25 26 66 -> 90 fr=2838 (0.3882), cf=0.957, gamma=1.983, delta=0.192, M=-2.639e+003
21 25 26 66 -> ~89 fr=2838 (0.3882), cf=0.957, gamma=1.983, delta=0.192, M=-2.639e+003
21 25 26 -> 90 fr=2855 (0.3905), cf=0.954, gamma=1.975, delta=0.193, M=-2.632e+003
21 25 26 -> ~89 fr=2855 (0.3905), cf=0.954, gamma=1.975, delta=0.193, M=-2.632e+003
28 47 -> ~90 fr=3038 (0.4155), cf=0.939, gamma=1.816, delta=0.187, M=-2.391e+003
28 47 -> 89 fr=3038 (0.4155), cf=0.939, gamma=1.816, delta=0.187, M=-2.391e+003
21 26 -> 90 fr=2871 (0.3927), cf=0.901, gamma=1.866, delta=0.182, M=-2.225e+003
21 26 -> ~89 fr=2871 (0.3927), cf=0.901, gamma=1.866, delta=0.182, M=-2.225e+003
28 51 -> ~90 fr=2873 (0.3930), cf=0.936, gamma=1.810, delta=0.176, M=-2.132e+003
28 51 -> 89 fr=2873 (0.3930), cf=0.936, gamma=1.810, delta=0.176, M=-2.132e+003
26 46 -> 90 fr=2005 (0.2742), cf=1.000, gamma=2.071, delta=0.142, M=-1.880e+003
26 46 -> ~89 fr=2005 (0.2742), cf=1.000, gamma=2.071, delta=0.142, M=-1.880e+003
46 66 -> 90 fr=1972 (0.2697), cf=1.000, gamma=2.071, delta=0.139, M=-1.840e+003
46 66 -> ~89 fr=1972 (0.2697), cf=1.000, gamma=2.071, delta=0.139, M=-1.840e+003
26 50 -> 90 fr=1949 (0.2666), cf=1.000, gamma=2.071, delta=0.138, M=-1.811e+003
50 66 -> 90 fr=1949 (0.2666), cf=1.000, gamma=2.071, delta=0.138, M=-1.811e+003
26 50 -> ~89 fr=1949 (0.2666), cf=1.000, gamma=2.071, delta=0.138, M=-1.811e+003
50 66 -> ~89 fr=1949 (0.2666), cf=1.000, gamma=2.071, delta=0.138, M=-1.811e+003
21 25 80 -> 90 fr=2261 (0.3093), cf=0.953, gamma=1.974, delta=0.153, M=-1.804e+003
21 63 80 -> 90 fr=2261 (0.3093), cf=0.953, gamma=1.974, delta=0.153, M=-1.804e+003
21 25 80 -> ~89 fr=2261 (0.3093), cf=0.953, gamma=1.974, delta=0.153, M=-1.804e+003
21 63 80 -> ~89 fr=2261 (0.3093), cf=0.953, gamma=1.974, delta=0.153, M=-1.804e+003
21 80 -> 90 fr=2261 (0.3093), cf=0.919, gamma=1.904, delta=0.147, M=-1.587e+003
21 80 -> ~89 fr=2261 (0.3093), cf=0.919, gamma=1.904, delta=0.147, M=-1.587e+003
28 71 -> ~90 fr=2671 (0.3653), cf=0.891, gamma=1.723, delta=0.153, M=-1.576e+003
28 71 -> 89 fr=2671 (0.3653), cf=0.891, gamma=1.723, delta=0.153, M=-1.576e+003
21 25 66 -> 90 fr=2932 (0.4010), cf=0.775, gamma=1.605, delta=0.151, M=-1.444e+003
21 25 66 -> ~89 fr=2932 (0.4010), cf=0.775, gamma=1.605, delta=0.151, M=-1.444e+003
46 -> 90 fr=2005 (0.2742), cf=0.939, gamma=1.944, delta=0.133, M=-1.436e+003
21 63 66 -> 90 fr=2924 (0.3999), cf=0.775, gamma=1.604, delta=0.151, M=-1.432e+003
21 63 66 -> ~89 fr=2924 (0.3999), cf=0.775, gamma=1.604, delta=0.151, M=-1.432e+003
26 29 76 -> 90 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 29 76 -> ~89 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 66 76 -> 90 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 66 76 -> ~89 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 29 68 -> 90 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 29 68 -> ~89 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 68 80 -> 90 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 66 68 -> 90 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 68 80 -> ~89 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
26 66 68 -> ~89 fr=1588 (0.2172), cf=1.000, gamma=2.071, delta=0.112, M=-1.397e+003
32 -> 90 fr=1584 (0.2167), cf=1.000, gamma=2.071, delta=0.112, M=-1.393e+003
50 -> 90 fr=1949 (0.2666), cf=0.939, gamma=1.944, delta=0.129, M=-1.382e+003
40 76 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
40 76 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
29 40 68 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
29 40 68 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
21 29 40 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
26 29 40 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
21 29 40 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
26 29 40 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
40 68 80 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
26 40 68 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
40 68 80 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
26 40 68 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.071, delta=0.110, M=-1.368e+003
26 29 -> 90 fr=1902 (0.2602), cf=0.938, gamma=1.942, delta=0.126, M=-1.331e+003
26 29 -> ~89 fr=1902 (0.2602), cf=0.938, gamma=1.942, delta=0.126, M=-1.331e+003
26 76 80 -> 90 fr=1588 (0.2172), cf=0.992, gamma=2.054, delta=0.111, M=-1.329e+003
