8 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.571, delta=0.238, M=-5.769e+001
7 -> ~36 fr=55 (0.6111), cf=1.000, gamma=1.636, delta=0.238, M=-5.769e+001
5 21 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.571, delta=0.231, M=-5.366e+001
2 18 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.571, delta=0.231, M=-5.366e+001
5 16 20 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.571, delta=0.231, M=-5.366e+001
5 18 20 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.571, delta=0.231, M=-5.366e+001
2 5 -> 36 fr=33 (0.3667), cf=1.000, gamma=2.571, delta=0.224, M=-5.031e+001
2 16 -> 36 fr=33 (0.3667), cf=1.000, gamma=2.571, delta=0.224, M=-5.031e+001
5 16 -> 36 fr=34 (0.3778), cf=0.971, gamma=2.498, delta=0.227, M=-5.013e+001
5 20 -> 36 fr=34 (0.3778), cf=0.971, gamma=2.498, delta=0.227, M=-5.013e+001
5 18 -> 36 fr=34 (0.3778), cf=0.971, gamma=2.498, delta=0.227, M=-5.013e+001
2 21 -> 36 fr=34 (0.3778), cf=0.971, gamma=2.498, delta=0.227, M=-5.013e+001
2 9 -> 36 fr=32 (0.3556), cf=1.000, gamma=2.571, delta=0.217, M=-4.735e+001
6 -> ~36 fr=53 (0.5889), cf=0.981, gamma=1.606, delta=0.222, M=-4.725e+001
1 -> ~36 fr=52 (0.5778), cf=0.981, gamma=1.605, delta=0.218, M=-4.476e+001
3 18 20 21 -> 36 fr=35 (0.3889), cf=0.854, gamma=2.195, delta=0.212, M=-4.237e+001
4 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
3 -> ~37 fr=73 (0.8111), cf=1.000, gamma=1.233, delta=0.153, M=-4.138e+001
15 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
1 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
6 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
7 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
16 20 21 -> 36 fr=34 (0.3778), cf=0.872, gamma=2.242, delta=0.209, M=-4.049e+001
3 18 20 -> 36 fr=35 (0.3889), cf=0.814, gamma=2.093, delta=0.203, M=-3.890e+001
11 16 21 -> 36 fr=31 (0.3444), cf=0.939, gamma=2.416, delta=0.202, M=-3.853e+001
1 15 18 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
7 15 18 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
1 6 15 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
1 15 21 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
6 7 15 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
7 15 21 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
