8 -> 36 fr=39 (0.4333), cf=1.000, gamma=2.308, delta=0.246, M=-5.911e+001
7 -> ~36 fr=51 (0.5667), cf=1.000, gamma=1.765, delta=0.246, M=-5.911e+001
5 21 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
2 18 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
5 16 20 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
5 18 20 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
2 5 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.308, delta=0.233, M=-5.188e+001
2 16 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.308, delta=0.233, M=-5.188e+001
5 16 -> 36 fr=38 (0.4222), cf=0.974, gamma=2.249, delta=0.234, M=-5.152e+001
5 20 -> 36 fr=38 (0.4222), cf=0.974, gamma=2.249, delta=0.234, M=-5.152e+001
5 18 -> 36 fr=38 (0.4222), cf=0.974, gamma=2.249, delta=0.234, M=-5.152e+001
2 9 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.308, delta=0.227, M=-4.899e+001
6 -> ~36 fr=49 (0.5444), cf=0.980, gamma=1.729, delta=0.230, M=-4.854e+001
2 21 -> 36 fr=38 (0.4222), cf=0.950, gamma=2.192, delta=0.230, M=-4.854e+001
1 -> ~36 fr=47 (0.5222), cf=0.979, gamma=1.728, delta=0.220, M=-4.361e+001
3 18 20 21 -> 36 fr=39 (0.4333), cf=0.867, gamma=2.000, delta=0.217, M=-4.320e+001
16 20 21 -> 36 fr=38 (0.4222), cf=0.884, gamma=2.039, delta=0.215, M=-4.148e+001
3 18 20 -> 36 fr=39 (0.4333), cf=0.830, gamma=1.915, delta=0.207, M=-3.954e+001
11 16 21 -> 36 fr=34 (0.3778), cf=0.944, gamma=2.179, delta=0.204, M=-3.769e+001
16 20 -> 36 fr=38 (0.4222), cf=0.844, gamma=1.949, delta=0.206, M=-3.767e+001
4 -> 37 fr=14 (0.1556), cf=1.000, gamma=6.429, delta=0.131, M=-3.674e+001
3 -> ~37 fr=76 (0.8444), cf=1.000, gamma=1.184, delta=0.131, M=-3.674e+001
15 26 -> 37 fr=14 (0.1556), cf=1.000, gamma=6.429, delta=0.131, M=-3.674e+001
1 26 -> 37 fr=14 (0.1556), cf=1.000, gamma=6.429, delta=0.131, M=-3.674e+001
6 26 -> 37 fr=14 (0.1556), cf=1.000, gamma=6.429, delta=0.131, M=-3.674e+001
7 26 -> 37 fr=14 (0.1556), cf=1.000, gamma=6.429, delta=0.131, M=-3.674e+001
11 16 -> 36 fr=34 (0.3778), cf=0.919, gamma=2.121, delta=0.200, M=-3.527e+001
3 11 18 21 -> 36 fr=34 (0.3778), cf=0.919, gamma=2.121, delta=0.200, M=-3.527e+001
1 15 18 -> 37 fr=14 (0.1556), cf=0.933, gamma=6.000, delta=0.130, M=-3.403e+001
7 15 18 -> 37 fr=14 (0.1556), cf=0.933, gamma=6.000, delta=0.130, M=-3.403e+001
1 6 15 31 -> 37 fr=14 (0.1556), cf=0.933, gamma=6.000, delta=0.130, M=-3.403e+001
1 15 21 31 -> 37 fr=14 (0.1556), cf=0.933, gamma=6.000, delta=0.130, M=-3.403e+001
6 7 15 31 -> 37 fr=14 (0.1556), cf=0.933, gamma=6.000, delta=0.130, M=-3.403e+001
7 15 21 31 -> 37 fr=14 (0.1556), cf=0.933, gamma=6.000, delta=0.130, M=-3.403e+001
3 18 21 23 -> 36 fr=36 (0.4000), cf=0.857, gamma=1.978, delta=0.198, M=-3.387e+001
16 21 23 -> 36 fr=35 (0.3889), cf=0.875, gamma=2.019, delta=0.196, M=-3.336e+001
19 24 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 24 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
7 24 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 16 19 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 19 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 18 19 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 16 25 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 25 31 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
6 12 18 25 -> 39 fr=12 (0.1333), cf=1.000, gamma=7.500, delta=0.116, M=-3.324e+001
3 11 18 -> 36 fr=34 (0.3778), cf=0.895, gamma=2.065, delta=0.195, M=-3.312e+001
3 20 21 31 -> 36 fr=34 (0.3778), cf=0.895, gamma=2.065, delta=0.195, M=-3.312e+001
3 20 35 -> 36 fr=30 (0.3333), cf=0.968, gamma=2.233, delta=0.184, M=-3.242e+001
15 18 -> 37 fr=14 (0.1556), cf=0.875, gamma=5.625, delta=0.128, M=-3.195e+001
1 15 31 -> 37 fr=14 (0.1556), cf=0.875, gamma=5.625, delta=0.128, M=-3.195e+001
6 15 31 -> 37 fr=14 (0.1556), cf=0.875, gamma=5.625, delta=0.128, M=-3.195e+001
7 15 31 -> 37 fr=14 (0.1556), cf=0.875, gamma=5.625, delta=0.128, M=-3.195e+001
15 21 31 -> 37 fr=14 (0.1556), cf=0.875, gamma=5.625, delta=0.128, M=-3.195e+001
3 20 21 -> 36 fr=39 (0.4333), cf=0.750, gamma=1.731, delta=0.183, M=-3.193e+001
9 18 20 21 -> 36 fr=37 (0.4111), cf=0.804, gamma=1.856, delta=0.190, M=-3.143e+001
1 24 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
16 19 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
19 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
18 19 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
24 25 31 -> 39 fr=12 (0.1333), cf=0.923, gamma=6.923, delta=0.114, M=-3.068e+001
