8 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.368, delta=0.244, M=-5.882e+001
7 -> ~36 fr=52 (0.5778), cf=1.000, gamma=1.731, delta=0.244, M=-5.882e+001
5 16 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.368, delta=0.238, M=-5.485e+001
5 18 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.368, delta=0.238, M=-5.485e+001
5 21 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.368, delta=0.238, M=-5.485e+001
2 18 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.368, delta=0.231, M=-5.156e+001
6 -> ~36 fr=51 (0.5667), cf=0.981, gamma=1.697, delta=0.233, M=-5.123e+001
2 16 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.368, delta=0.225, M=-4.865e+001
2 21 -> 36 fr=36 (0.4000), cf=0.973, gamma=2.304, delta=0.226, M=-4.798e+001
3 18 20 21 -> 36 fr=38 (0.4222), cf=0.905, gamma=2.143, delta=0.225, M=-4.720e+001
2 9 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.368, delta=0.218, M=-4.601e+001
16 20 21 -> 36 fr=37 (0.4111), cf=0.925, gamma=2.191, delta=0.223, M=-4.571e+001
1 -> ~36 fr=50 (0.5556), cf=0.962, gamma=1.664, delta=0.222, M=-4.508e+001
4 -> 37 fr=19 (0.2111), cf=1.000, gamma=4.737, delta=0.167, M=-4.411e+001
3 -> ~37 fr=71 (0.7889), cf=1.000, gamma=1.268, delta=0.167, M=-4.411e+001
15 26 -> 37 fr=19 (0.2111), cf=1.000, gamma=4.737, delta=0.167, M=-4.411e+001
7 26 -> 37 fr=19 (0.2111), cf=1.000, gamma=4.737, delta=0.167, M=-4.411e+001
6 26 -> 37 fr=19 (0.2111), cf=1.000, gamma=4.737, delta=0.167, M=-4.411e+001
1 26 -> 37 fr=19 (0.2111), cf=1.000, gamma=4.737, delta=0.167, M=-4.411e+001
3 18 20 -> 36 fr=38 (0.4222), cf=0.864, gamma=2.045, delta=0.216, M=-4.305e+001
16 20 -> 36 fr=37 (0.4111), cf=0.881, gamma=2.086, delta=0.214, M=-4.130e+001
7 15 18 -> 37 fr=19 (0.2111), cf=0.950, gamma=4.500, delta=0.164, M=-4.112e+001
1 15 18 -> 37 fr=19 (0.2111), cf=0.950, gamma=4.500, delta=0.164, M=-4.112e+001
6 7 15 31 -> 37 fr=19 (0.2111), cf=0.950, gamma=4.500, delta=0.164, M=-4.112e+001
7 15 21 31 -> 37 fr=19 (0.2111), cf=0.950, gamma=4.500, delta=0.164, M=-4.112e+001
1 6 15 31 -> 37 fr=19 (0.2111), cf=0.950, gamma=4.500, delta=0.164, M=-4.112e+001
1 15 21 31 -> 37 fr=19 (0.2111), cf=0.950, gamma=4.500, delta=0.164, M=-4.112e+001
11 16 21 -> 36 fr=33 (0.3667), cf=0.971, gamma=2.299, delta=0.207, M=-4.014e+001
15 18 -> 37 fr=19 (0.2111), cf=0.905, gamma=4.286, delta=0.162, M=-3.876e+001
7 15 31 -> 37 fr=19 (0.2111), cf=0.905, gamma=4.286, delta=0.162, M=-3.876e+001
6 15 31 -> 37 fr=19 (0.2111), cf=0.905, gamma=4.286, delta=0.162, M=-3.876e+001
1 15 31 -> 37 fr=19 (0.2111), cf=0.905, gamma=4.286, delta=0.162, M=-3.876e+001
15 21 31 -> 37 fr=19 (0.2111), cf=0.905, gamma=4.286, delta=0.162, M=-3.876e+001
11 16 -> 36 fr=33 (0.3667), cf=0.943, gamma=2.233, delta=0.202, M=-3.737e+001
3 11 18 21 -> 36 fr=33 (0.3667), cf=0.943, gamma=2.233, delta=0.202, M=-3.737e+001
15 31 -> 37 fr=19 (0.2111), cf=0.864, gamma=4.091, delta=0.160, M=-3.677e+001
7 20 21 31 -> 37 fr=19 (0.2111), cf=0.864, gamma=4.091, delta=0.160, M=-3.677e+001
7 21 23 31 -> 37 fr=19 (0.2111), cf=0.864, gamma=4.091, delta=0.160, M=-3.677e+001
1 21 23 31 -> 37 fr=19 (0.2111), cf=0.864, gamma=4.091, delta=0.160, M=-3.677e+001
1 6 20 21 31 -> 37 fr=19 (0.2111), cf=0.864, gamma=4.091, delta=0.160, M=-3.677e+001
3 18 21 23 -> 36 fr=34 (0.3778), cf=0.895, gamma=2.119, delta=0.200, M=-3.510e+001
23 26 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
6 7 20 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
6 7 23 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
7 18 20 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
7 18 23 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
7 18 20 21 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
7 18 21 23 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
1 6 20 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
1 6 23 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
6 20 21 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
6 21 23 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
1 18 23 31 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
1 18 21 23 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
1 6 18 20 21 -> 37 fr=19 (0.2111), cf=0.826, gamma=3.913, delta=0.157, M=-3.502e+001
16 21 23 -> 36 fr=33 (0.3667), cf=0.917, gamma=2.171, delta=0.198, M=-3.497e+001
3 11 18 -> 36 fr=33 (0.3667), cf=0.917, gamma=2.171, delta=0.198, M=-3.497e+001
3 20 21 31 -> 36 fr=33 (0.3667), cf=0.917, gamma=2.171, delta=0.198, M=-3.497e+001
3 20 21 -> 36 fr=38 (0.4222), cf=0.776, gamma=1.837, delta=0.192, M=-3.473e+001
3 20 35 -> 36 fr=30 (0.3333), cf=0.968, gamma=2.292, delta=0.188, M=-3.387e+001
26 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
7 20 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
7 23 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
6 20 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
6 23 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
1 23 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
6 18 20 21 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
6 18 21 23 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
1 20 21 31 -> 37 fr=19 (0.2111), cf=0.792, gamma=3.750, delta=0.155, M=-3.345e+001
