8 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.368, delta=0.244, M=-5.882e+001
7 -> ~36 fr=52 (0.5778), cf=1.000, gamma=1.731, delta=0.244, M=-5.882e+001
5 21 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.368, delta=0.238, M=-5.485e+001
5 16 20 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.368, delta=0.238, M=-5.485e+001
5 18 20 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.368, delta=0.238, M=-5.485e+001
2 18 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.368, delta=0.231, M=-5.156e+001
5 16 -> 36 fr=37 (0.4111), cf=0.974, gamma=2.306, delta=0.233, M=-5.123e+001
5 20 -> 36 fr=37 (0.4111), cf=0.974, gamma=2.306, delta=0.233, M=-5.123e+001
5 18 -> 36 fr=37 (0.4111), cf=0.974, gamma=2.306, delta=0.233, M=-5.123e+001
2 5 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.368, delta=0.225, M=-4.865e+001
2 16 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.368, delta=0.225, M=-4.865e+001
6 -> ~36 fr=50 (0.5556), cf=0.980, gamma=1.697, delta=0.228, M=-4.828e+001
2 21 -> 36 fr=36 (0.4000), cf=0.973, gamma=2.304, delta=0.226, M=-4.798e+001
3 18 20 21 -> 36 fr=38 (0.4222), cf=0.905, gamma=2.143, delta=0.225, M=-4.720e+001
2 9 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.368, delta=0.218, M=-4.601e+001
16 20 21 -> 36 fr=37 (0.4111), cf=0.925, gamma=2.191, delta=0.223, M=-4.571e+001
3 18 20 -> 36 fr=38 (0.4222), cf=0.864, gamma=2.045, delta=0.216, M=-4.305e+001
4 -> 37 fr=18 (0.2000), cf=1.000, gamma=5.000, delta=0.160, M=-4.278e+001
3 -> ~37 fr=72 (0.8000), cf=1.000, gamma=1.250, delta=0.160, M=-4.278e+001
15 26 -> 37 fr=18 (0.2000), cf=1.000, gamma=5.000, delta=0.160, M=-4.278e+001
6 26 -> 37 fr=18 (0.2000), cf=1.000, gamma=5.000, delta=0.160, M=-4.278e+001
1 26 -> 37 fr=18 (0.2000), cf=1.000, gamma=5.000, delta=0.160, M=-4.278e+001
7 26 -> 37 fr=18 (0.2000), cf=1.000, gamma=5.000, delta=0.160, M=-4.278e+001
1 -> ~36 fr=49 (0.5444), cf=0.961, gamma=1.663, delta=0.217, M=-4.255e+001
16 20 -> 36 fr=37 (0.4111), cf=0.881, gamma=2.086, delta=0.214, M=-4.130e+001
1 15 18 -> 37 fr=18 (0.2000), cf=0.947, gamma=4.737, delta=0.158, M=-3.983e+001
7 15 18 -> 37 fr=18 (0.2000), cf=0.947, gamma=4.737, delta=0.158, M=-3.983e+001
1 6 15 31 -> 37 fr=18 (0.2000), cf=0.947, gamma=4.737, delta=0.158, M=-3.983e+001
6 7 15 31 -> 37 fr=18 (0.2000), cf=0.947, gamma=4.737, delta=0.158, M=-3.983e+001
1 15 21 31 -> 37 fr=18 (0.2000), cf=0.947, gamma=4.737, delta=0.158, M=-3.983e+001
7 15 21 31 -> 37 fr=18 (0.2000), cf=0.947, gamma=4.737, delta=0.158, M=-3.983e+001
11 16 21 -> 36 fr=32 (0.3556), cf=0.970, gamma=2.297, delta=0.201, M=-3.792e+001
15 18 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
6 15 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
1 15 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
7 15 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
15 21 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
1 21 23 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
7 20 21 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
7 21 23 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
1 6 20 21 31 -> 37 fr=18 (0.2000), cf=0.900, gamma=4.500, delta=0.156, M=-3.753e+001
3 20 21 -> 36 fr=38 (0.4222), cf=0.792, gamma=1.875, delta=0.197, M=-3.622e+001
15 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 6 20 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 6 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 7 20 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 7 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 20 21 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
6 21 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
7 18 20 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
1 18 20 23 31 -> 37 fr=18 (0.2000), cf=0.857, gamma=4.286, delta=0.153, M=-3.559e+001
11 16 -> 36 fr=32 (0.3556), cf=0.941, gamma=2.229, delta=0.196, M=-3.519e+001
3 11 18 21 -> 36 fr=32 (0.3556), cf=0.941, gamma=2.229, delta=0.196, M=-3.519e+001
3 18 21 23 -> 36 fr=34 (0.3778), cf=0.895, gamma=2.119, delta=0.200, M=-3.510e+001
19 24 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 24 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
7 24 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 16 19 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 19 31 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 18 19 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 12 16 25 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 12 25 31 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 12 18 25 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
6 12 16 31 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
1 3 6 12 31 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
3 6 7 12 31 -> 39 fr=13 (0.1444), cf=1.000, gamma=6.923, delta=0.124, M=-3.504e+001
16 21 23 -> 36 fr=33 (0.3667), cf=0.917, gamma=2.171, delta=0.198, M=-3.497e+001
23 26 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
6 20 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
6 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 20 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 20 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 20 21 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 18 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 18 21 23 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 18 23 31 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 18 20 21 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
7 18 21 23 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
1 6 18 20 21 -> 37 fr=18 (0.2000), cf=0.818, gamma=4.091, delta=0.151, M=-3.388e+001
9 18 20 21 -> 36 fr=36 (0.4000), cf=0.818, gamma=1.938, delta=0.194, M=-3.288e+001
3 11 18 -> 36 fr=32 (0.3556), cf=0.914, gamma=2.165, delta=0.191, M=-3.284e+001
16 19 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
19 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
18 19 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
6 19 25 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
6 12 25 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
7 12 16 25 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
7 12 25 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
7 12 18 25 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
3 6 12 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
7 12 16 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
3 7 12 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
1 6 9 12 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
6 7 9 12 31 -> 39 fr=13 (0.1444), cf=0.929, gamma=6.429, delta=0.122, M=-3.240e+001
26 31 -> 37 fr=18 (0.2000), cf=0.783, gamma=3.913, delta=0.149, M=-3.236e+001
