8 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.500, delta=0.240, M=-5.811e+001
7 -> ~36 fr=54 (0.6000), cf=1.000, gamma=1.667, delta=0.240, M=-5.811e+001
5 21 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
5 16 20 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
5 18 20 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
2 18 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.500, delta=0.227, M=-5.077e+001
5 16 -> 36 fr=35 (0.3889), cf=0.972, gamma=2.431, delta=0.229, M=-5.054e+001
5 20 -> 36 fr=35 (0.3889), cf=0.972, gamma=2.431, delta=0.229, M=-5.054e+001
5 18 -> 36 fr=35 (0.3889), cf=0.972, gamma=2.431, delta=0.229, M=-5.054e+001
2 5 -> 36 fr=33 (0.3667), cf=1.000, gamma=2.500, delta=0.220, M=-4.783e+001
2 16 -> 36 fr=33 (0.3667), cf=1.000, gamma=2.500, delta=0.220, M=-4.783e+001
6 -> ~36 fr=52 (0.5778), cf=0.981, gamma=1.635, delta=0.224, M=-4.764e+001
2 21 -> 36 fr=34 (0.3778), cf=0.971, gamma=2.429, delta=0.222, M=-4.725e+001
2 9 -> 36 fr=32 (0.3556), cf=1.000, gamma=2.500, delta=0.213, M=-4.515e+001
3 18 20 21 -> 36 fr=36 (0.4000), cf=0.878, gamma=2.195, delta=0.218, M=-4.459e+001
16 20 21 -> 36 fr=35 (0.3889), cf=0.897, gamma=2.244, delta=0.216, M=-4.286e+001
1 -> ~36 fr=51 (0.5667), cf=0.962, gamma=1.604, delta=0.213, M=-4.192e+001
4 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
3 -> ~37 fr=73 (0.8111), cf=1.000, gamma=1.233, delta=0.153, M=-4.138e+001
15 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
6 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
1 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
7 26 -> 37 fr=17 (0.1889), cf=1.000, gamma=5.294, delta=0.153, M=-4.138e+001
3 18 20 -> 36 fr=36 (0.4000), cf=0.837, gamma=2.093, delta=0.209, M=-4.082e+001
16 20 -> 36 fr=35 (0.3889), cf=0.854, gamma=2.134, delta=0.207, M=-3.890e+001
1 15 18 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
7 15 18 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
1 6 15 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
6 7 15 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
1 15 21 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
7 15 21 31 -> 37 fr=17 (0.1889), cf=0.944, gamma=5.000, delta=0.151, M=-3.849e+001
11 16 21 -> 36 fr=31 (0.3444), cf=0.939, gamma=2.348, delta=0.198, M=-3.659e+001
