8 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.500, delta=0.240, M=-5.811e+001
7 -> ~36 fr=54 (0.6000), cf=1.000, gamma=1.667, delta=0.240, M=-5.811e+001
5 21 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
2 18 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
5 16 20 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
5 18 20 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.500, delta=0.233, M=-5.411e+001
2 5 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.500, delta=0.227, M=-5.077e+001
2 16 -> 36 fr=34 (0.3778), cf=1.000, gamma=2.500, delta=0.227, M=-5.077e+001
5 16 -> 36 fr=35 (0.3889), cf=0.972, gamma=2.431, delta=0.229, M=-5.054e+001
5 20 -> 36 fr=35 (0.3889), cf=0.972, gamma=2.431, delta=0.229, M=-5.054e+001
5 18 -> 36 fr=35 (0.3889), cf=0.972, gamma=2.431, delta=0.229, M=-5.054e+001
2 9 -> 36 fr=33 (0.3667), cf=1.000, gamma=2.500, delta=0.220, M=-4.783e+001
6 -> ~36 fr=52 (0.5778), cf=0.981, gamma=1.635, delta=0.224, M=-4.764e+001
2 21 -> 36 fr=35 (0.3889), cf=0.946, gamma=2.365, delta=0.224, M=-4.764e+001
1 -> ~36 fr=50 (0.5556), cf=0.980, gamma=1.634, delta=0.216, M=-4.286e+001
3 18 20 21 -> 36 fr=36 (0.4000), cf=0.857, gamma=2.143, delta=0.213, M=-4.264e+001
16 20 21 -> 36 fr=35 (0.3889), cf=0.875, gamma=2.188, delta=0.211, M=-4.080e+001
3 18 20 -> 36 fr=36 (0.4000), cf=0.818, gamma=2.045, delta=0.204, M=-3.912e+001
11 16 21 -> 36 fr=32 (0.3556), cf=0.941, gamma=2.353, delta=0.204, M=-3.896e+001
4 -> 37 fr=15 (0.1667), cf=1.000, gamma=6.000, delta=0.139, M=-3.836e+001
3 -> ~37 fr=75 (0.8333), cf=1.000, gamma=1.200, delta=0.139, M=-3.836e+001
15 26 -> 37 fr=15 (0.1667), cf=1.000, gamma=6.000, delta=0.139, M=-3.836e+001
1 26 -> 37 fr=15 (0.1667), cf=1.000, gamma=6.000, delta=0.139, M=-3.836e+001
6 26 -> 37 fr=15 (0.1667), cf=1.000, gamma=6.000, delta=0.139, M=-3.836e+001
7 26 -> 37 fr=15 (0.1667), cf=1.000, gamma=6.000, delta=0.139, M=-3.836e+001
16 20 -> 36 fr=35 (0.3889), cf=0.833, gamma=2.083, delta=0.202, M=-3.713e+001
11 16 -> 36 fr=32 (0.3556), cf=0.914, gamma=2.286, delta=0.200, M=-3.658e+001
3 11 18 21 -> 36 fr=32 (0.3556), cf=0.914, gamma=2.286, delta=0.200, M=-3.658e+001
3 18 21 23 -> 36 fr=34 (0.3778), cf=0.850, gamma=2.125, delta=0.200, M=-3.583e+001
1 15 18 -> 37 fr=15 (0.1667), cf=0.938, gamma=5.625, delta=0.137, M=-3.559e+001
7 15 18 -> 37 fr=15 (0.1667), cf=0.938, gamma=5.625, delta=0.137, M=-3.559e+001
1 6 15 31 -> 37 fr=15 (0.1667), cf=0.938, gamma=5.625, delta=0.137, M=-3.559e+001
