8 -> 36 fr=39 (0.4333), cf=1.000, gamma=2.308, delta=0.246, M=-5.911e+001
7 -> ~36 fr=51 (0.5667), cf=1.000, gamma=1.765, delta=0.246, M=-5.911e+001
5 21 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
5 16 20 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
5 18 20 -> 36 fr=38 (0.4222), cf=1.000, gamma=2.308, delta=0.239, M=-5.516e+001
2 18 -> 36 fr=37 (0.4111), cf=1.000, gamma=2.308, delta=0.233, M=-5.188e+001
5 16 -> 36 fr=38 (0.4222), cf=0.974, gamma=2.249, delta=0.234, M=-5.152e+001
5 20 -> 36 fr=38 (0.4222), cf=0.974, gamma=2.249, delta=0.234, M=-5.152e+001
5 18 -> 36 fr=38 (0.4222), cf=0.974, gamma=2.249, delta=0.234, M=-5.152e+001
2 5 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.308, delta=0.227, M=-4.899e+001
2 16 -> 36 fr=36 (0.4000), cf=1.000, gamma=2.308, delta=0.227, M=-4.899e+001
6 -> ~36 fr=49 (0.5444), cf=0.980, gamma=1.729, delta=0.230, M=-4.854e+001
3 18 20 21 -> 36 fr=39 (0.4333), cf=0.907, gamma=2.093, delta=0.226, M=-4.739e+001
2 9 -> 36 fr=35 (0.3889), cf=1.000, gamma=2.308, delta=0.220, M=-4.637e+001
4 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
3 -> ~37 fr=70 (0.7778), cf=1.000, gamma=1.286, delta=0.173, M=-4.538e+001
15 26 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
1 26 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
6 26 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
7 26 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
1 15 18 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
7 15 18 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
1 6 15 31 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
1 15 21 31 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
6 7 15 31 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
7 15 21 31 -> 37 fr=20 (0.2222), cf=1.000, gamma=4.500, delta=0.173, M=-4.538e+001
2 21 -> 36 fr=37 (0.4111), cf=0.949, gamma=2.189, delta=0.223, M=-4.535e+001
16 20 21 -> 36 fr=38 (0.4222), cf=0.905, gamma=2.088, delta=0.220, M=-4.361e+001
3 18 20 -> 36 fr=39 (0.4333), cf=0.867, gamma=2.000, delta=0.217, M=-4.320e+001
15 18 -> 37 fr=20 (0.2222), cf=0.952, gamma=4.286, delta=0.170, M=-4.233e+001
1 15 31 -> 37 fr=20 (0.2222), cf=0.952, gamma=4.286, delta=0.170, M=-4.233e+001
6 15 31 -> 37 fr=20 (0.2222), cf=0.952, gamma=4.286, delta=0.170, M=-4.233e+001
7 15 31 -> 37 fr=20 (0.2222), cf=0.952, gamma=4.286, delta=0.170, M=-4.233e+001
15 21 31 -> 37 fr=20 (0.2222), cf=0.952, gamma=4.286, delta=0.170, M=-4.233e+001
1 -> ~36 fr=47 (0.5222), cf=0.959, gamma=1.693, delta=0.214, M=-4.051e+001
15 31 -> 37 fr=20 (0.2222), cf=0.909, gamma=4.091, delta=0.168, M=-3.994e+001
1 21 23 31 -> 37 fr=20 (0.2222), cf=0.909, gamma=4.091, delta=0.168, M=-3.994e+001
7 20 21 31 -> 37 fr=20 (0.2222), cf=0.909, gamma=4.091, delta=0.168, M=-3.994e+001
7 21 23 31 -> 37 fr=20 (0.2222), cf=0.909, gamma=4.091, delta=0.168, M=-3.994e+001
1 6 20 21 31 -> 37 fr=20 (0.2222), cf=0.909, gamma=4.091, delta=0.168, M=-3.994e+001
16 20 -> 36 fr=38 (0.4222), cf=0.864, gamma=1.993, delta=0.210, M=-3.951e+001
26 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
1 6 20 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
1 6 23 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
6 7 20 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
6 7 23 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
6 20 21 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
6 21 23 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
7 18 20 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
1 18 20 23 31 -> 37 fr=20 (0.2222), cf=0.870, gamma=3.913, delta=0.165, M=-3.790e+001
3 18 21 23 -> 36 fr=36 (0.4000), cf=0.900, gamma=2.077, delta=0.207, M=-3.780e+001
11 16 21 -> 36 fr=34 (0.3778), cf=0.944, gamma=2.179, delta=0.204, M=-3.769e+001
3 11 18 21 -> 36 fr=34 (0.3778), cf=0.944, gamma=2.179, delta=0.204, M=-3.769e+001
3 20 35 -> 36 fr=31 (0.3444), cf=1.000, gamma=2.308, delta=0.195, M=-3.759e+001
6 20 31 -> 37 fr=20 (0.2222), cf=0.833, gamma=3.750, delta=0.163, M=-3.611e+001
6 23 31 -> 37 fr=20 (0.2222), cf=0.833, gamma=3.750, delta=0.163, M=-3.611e+001
7 20 31 -> 37 fr=20 (0.2222), cf=0.833, gamma=3.750, delta=0.163, M=-3.611e+001
1 20 23 31 -> 37 fr=20 (0.2222), cf=0.833, gamma=3.750, delta=0.163, M=-3.611e+001
1 20 21 31 -> 37 fr=20 (0.2222), cf=0.833, gamma=3.750, delta=0.163, M=-3.611e+001
