23 -> 90 fr=3417 (0.4674), cf=1.000, gamma=2.075, delta=0.242, M=-4.571e+003
22 -> ~90 fr=3787 (0.5180), cf=0.973, gamma=1.878, delta=0.242, M=-4.571e+003
21 26 63 -> 90 fr=2874 (0.3931), cf=0.954, gamma=1.978, delta=0.194, M=-2.673e+003
21 26 63 -> ~89 fr=2874 (0.3931), cf=0.954, gamma=1.978, delta=0.194, M=-2.673e+003
21 25 26 66 -> 90 fr=2840 (0.3885), cf=0.958, gamma=1.986, delta=0.193, M=-2.653e+003
21 25 26 66 -> ~89 fr=2840 (0.3885), cf=0.958, gamma=1.986, delta=0.193, M=-2.653e+003
21 25 26 -> 90 fr=2856 (0.3906), cf=0.953, gamma=1.978, delta=0.193, M=-2.640e+003
21 25 26 -> ~89 fr=2856 (0.3906), cf=0.953, gamma=1.978, delta=0.193, M=-2.640e+003
28 47 -> ~90 fr=3042 (0.4161), cf=0.939, gamma=1.814, delta=0.187, M=-2.388e+003
28 47 -> 89 fr=3042 (0.4161), cf=0.939, gamma=1.814, delta=0.187, M=-2.388e+003
21 26 -> 90 fr=2874 (0.3931), cf=0.902, gamma=1.871, delta=0.183, M=-2.248e+003
21 26 -> ~89 fr=2874 (0.3931), cf=0.902, gamma=1.871, delta=0.183, M=-2.248e+003
28 51 -> ~90 fr=2871 (0.3927), cf=0.936, gamma=1.808, delta=0.175, M=-2.126e+003
28 51 -> 89 fr=2871 (0.3927), cf=0.936, gamma=1.808, delta=0.175, M=-2.126e+003
26 46 -> 90 fr=2015 (0.2756), cf=1.000, gamma=2.075, delta=0.143, M=-1.898e+003
26 46 -> ~89 fr=2015 (0.2756), cf=1.000, gamma=2.075, delta=0.143, M=-1.898e+003
46 66 -> 90 fr=1981 (0.2710), cf=1.000, gamma=2.075, delta=0.140, M=-1.856e+003
46 66 -> ~89 fr=1981 (0.2710), cf=1.000, gamma=2.075, delta=0.140, M=-1.856e+003
26 50 -> 90 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
50 66 -> 90 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
26 50 -> ~89 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
50 66 -> ~89 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
21 25 80 -> 90 fr=2257 (0.3087), cf=0.954, gamma=1.978, delta=0.153, M=-1.807e+003
21 63 80 -> 90 fr=2257 (0.3087), cf=0.954, gamma=1.978, delta=0.153, M=-1.807e+003
21 25 80 -> ~89 fr=2257 (0.3087), cf=0.954, gamma=1.978, delta=0.153, M=-1.807e+003
21 63 80 -> ~89 fr=2257 (0.3087), cf=0.954, gamma=1.978, delta=0.153, M=-1.807e+003
21 80 -> 90 fr=2257 (0.3087), cf=0.920, gamma=1.909, delta=0.147, M=-1.595e+003
21 80 -> ~89 fr=2257 (0.3087), cf=0.920, gamma=1.909, delta=0.147, M=-1.595e+003
28 71 -> ~90 fr=2668 (0.3649), cf=0.892, gamma=1.721, delta=0.153, M=-1.569e+003
28 71 -> 89 fr=2668 (0.3649), cf=0.892, gamma=1.721, delta=0.153, M=-1.569e+003
46 -> 90 fr=2015 (0.2756), cf=0.939, gamma=1.948, delta=0.134, M=-1.453e+003
21 25 66 -> 90 fr=2933 (0.4012), cf=0.773, gamma=1.604, delta=0.151, M=-1.443e+003
21 25 66 -> ~89 fr=2933 (0.4012), cf=0.773, gamma=1.604, delta=0.151, M=-1.443e+003
21 63 66 -> 90 fr=2925 (0.4001), cf=0.773, gamma=1.603, delta=0.151, M=-1.431e+003
21 63 66 -> ~89 fr=2925 (0.4001), cf=0.773, gamma=1.603, delta=0.151, M=-1.431e+003
26 29 76 -> 90 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 29 76 -> ~89 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 66 76 -> 90 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 66 76 -> ~89 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 29 68 -> 90 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 29 68 -> ~89 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 68 80 -> 90 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 66 68 -> 90 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 68 80 -> ~89 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
26 66 68 -> ~89 fr=1581 (0.2162), cf=1.000, gamma=2.075, delta=0.112, M=-1.393e+003
50 -> 90 fr=1952 (0.2670), cf=0.939, gamma=1.948, delta=0.130, M=-1.390e+003
32 -> 90 fr=1573 (0.2152), cf=1.000, gamma=2.075, delta=0.111, M=-1.384e+003
40 76 -> 90 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
40 76 -> ~89 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
29 40 68 -> 90 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
29 40 68 -> ~89 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
21 29 40 -> 90 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
26 29 40 -> 90 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
21 29 40 -> ~89 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
26 29 40 -> ~89 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
40 68 80 -> 90 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
26 40 68 -> 90 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
40 68 80 -> ~89 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
26 40 68 -> ~89 fr=1553 (0.2124), cf=1.000, gamma=2.075, delta=0.110, M=-1.363e+003
26 76 80 -> 90 fr=1581 (0.2162), cf=0.992, gamma=2.059, delta=0.111, M=-1.330e+003
26 76 80 -> ~89 fr=1581 (0.2162), cf=0.992, gamma=2.059, delta=0.111, M=-1.330e+003
