23 -> 90 fr=3416 (0.4672), cf=1.000, gamma=2.075, delta=0.242, M=-4.568e+003
22 -> ~90 fr=3787 (0.5180), cf=0.972, gamma=1.877, delta=0.242, M=-4.568e+003
21 26 63 -> 90 fr=2861 (0.3913), cf=0.953, gamma=1.977, delta=0.193, M=-2.644e+003
21 26 63 -> ~89 fr=2861 (0.3913), cf=0.953, gamma=1.977, delta=0.193, M=-2.644e+003
21 25 26 66 -> 90 fr=2829 (0.3870), cf=0.957, gamma=1.986, delta=0.192, M=-2.633e+003
21 25 26 66 -> ~89 fr=2829 (0.3870), cf=0.957, gamma=1.986, delta=0.192, M=-2.633e+003
21 25 26 -> 90 fr=2844 (0.3890), cf=0.952, gamma=1.976, delta=0.192, M=-2.613e+003
21 25 26 -> ~89 fr=2844 (0.3890), cf=0.952, gamma=1.976, delta=0.192, M=-2.613e+003
28 47 -> ~90 fr=3042 (0.4161), cf=0.938, gamma=1.811, delta=0.186, M=-2.375e+003
28 47 -> 89 fr=3042 (0.4161), cf=0.938, gamma=1.811, delta=0.186, M=-2.375e+003
21 26 -> 90 fr=2861 (0.3913), cf=0.902, gamma=1.871, delta=0.182, M=-2.227e+003
21 26 -> ~89 fr=2861 (0.3913), cf=0.902, gamma=1.871, delta=0.182, M=-2.227e+003
28 51 -> ~90 fr=2880 (0.3939), cf=0.936, gamma=1.807, delta=0.176, M=-2.134e+003
28 51 -> 89 fr=2880 (0.3939), cf=0.936, gamma=1.807, delta=0.176, M=-2.134e+003
26 46 -> 90 fr=1984 (0.2714), cf=1.000, gamma=2.075, delta=0.141, M=-1.859e+003
26 46 -> ~89 fr=1984 (0.2714), cf=1.000, gamma=2.075, delta=0.141, M=-1.859e+003
46 66 -> 90 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
46 66 -> ~89 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
