23 -> 90 fr=3411 (0.4666), cf=1.000, gamma=2.075, delta=0.242, M=-4.550e+003
22 -> ~90 fr=3787 (0.5180), cf=0.971, gamma=1.875, delta=0.242, M=-4.550e+003
21 26 63 -> 90 fr=2871 (0.3927), cf=0.951, gamma=1.974, delta=0.194, M=-2.648e+003
21 26 63 -> ~89 fr=2871 (0.3927), cf=0.951, gamma=1.974, delta=0.194, M=-2.648e+003
21 25 26 66 -> 90 fr=2838 (0.3882), cf=0.955, gamma=1.981, delta=0.192, M=-2.625e+003
21 25 26 66 -> ~89 fr=2838 (0.3882), cf=0.955, gamma=1.981, delta=0.192, M=-2.625e+003
21 25 26 -> 90 fr=2856 (0.3906), cf=0.951, gamma=1.973, delta=0.193, M=-2.620e+003
21 25 26 -> ~89 fr=2856 (0.3906), cf=0.951, gamma=1.973, delta=0.193, M=-2.620e+003
28 47 -> ~90 fr=3032 (0.4147), cf=0.940, gamma=1.816, delta=0.186, M=-2.382e+003
28 47 -> 89 fr=3032 (0.4147), cf=0.940, gamma=1.816, delta=0.186, M=-2.382e+003
21 26 -> 90 fr=2871 (0.3927), cf=0.897, gamma=1.862, delta=0.182, M=-2.209e+003
21 26 -> ~89 fr=2871 (0.3927), cf=0.897, gamma=1.862, delta=0.182, M=-2.209e+003
28 51 -> ~90 fr=2860 (0.3912), cf=0.936, gamma=1.807, delta=0.175, M=-2.108e+003
28 51 -> 89 fr=2860 (0.3912), cf=0.936, gamma=1.807, delta=0.175, M=-2.108e+003
26 46 -> 90 fr=2012 (0.2752), cf=1.000, gamma=2.075, delta=0.143, M=-1.894e+003
26 46 -> ~89 fr=2012 (0.2752), cf=1.000, gamma=2.075, delta=0.143, M=-1.894e+003
46 66 -> 90 fr=1979 (0.2707), cf=1.000, gamma=2.075, delta=0.140, M=-1.853e+003
46 66 -> ~89 fr=1979 (0.2707), cf=1.000, gamma=2.075, delta=0.140, M=-1.853e+003
26 50 -> 90 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
50 66 -> 90 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
26 50 -> ~89 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
50 66 -> ~89 fr=1952 (0.2670), cf=1.000, gamma=2.075, delta=0.138, M=-1.820e+003
21 25 80 -> 90 fr=2256 (0.3086), cf=0.952, gamma=1.976, delta=0.152, M=-1.797e+003
21 63 80 -> 90 fr=2256 (0.3086), cf=0.952, gamma=1.976, delta=0.152, M=-1.797e+003
21 25 80 -> ~89 fr=2256 (0.3086), cf=0.952, gamma=1.976, delta=0.152, M=-1.797e+003
21 63 80 -> ~89 fr=2256 (0.3086), cf=0.952, gamma=1.976, delta=0.152, M=-1.797e+003
21 80 -> 90 fr=2256 (0.3086), cf=0.917, gamma=1.903, delta=0.146, M=-1.578e+003
21 80 -> ~89 fr=2256 (0.3086), cf=0.917, gamma=1.903, delta=0.146, M=-1.578e+003
28 71 -> ~90 fr=2656 (0.3633), cf=0.891, gamma=1.719, delta=0.152, M=-1.551e+003
28 71 -> 89 fr=2656 (0.3633), cf=0.891, gamma=1.719, delta=0.152, M=-1.551e+003
46 -> 90 fr=2012 (0.2752), cf=0.938, gamma=1.945, delta=0.134, M=-1.442e+003
21 25 66 -> 90 fr=2931 (0.4009), cf=0.771, gamma=1.599, delta=0.150, M=-1.426e+003
21 25 66 -> ~89 fr=2931 (0.4009), cf=0.771, gamma=1.599, delta=0.150, M=-1.426e+003
21 63 66 -> 90 fr=2923 (0.3998), cf=0.770, gamma=1.598, delta=0.150, M=-1.414e+003
21 63 66 -> ~89 fr=2923 (0.3998), cf=0.770, gamma=1.598, delta=0.150, M=-1.414e+003
26 29 76 -> 90 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 29 76 -> ~89 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 66 76 -> 90 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 66 76 -> ~89 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 29 68 -> 90 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 29 68 -> ~89 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 68 80 -> 90 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 66 68 -> 90 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
26 68 80 -> ~89 fr=1582 (0.2164), cf=1.000, gamma=2.075, delta=0.112, M=-1.394e+003
