23 -> 90 fr=3418 (0.4675), cf=1.000, gamma=2.075, delta=0.242, M=-4.575e+003
22 -> ~90 fr=3787 (0.5180), cf=0.973, gamma=1.878, delta=0.242, M=-4.575e+003
21 26 63 -> 90 fr=2875 (0.3932), cf=0.953, gamma=1.977, delta=0.194, M=-2.669e+003
21 26 63 -> ~89 fr=2875 (0.3932), cf=0.953, gamma=1.977, delta=0.194, M=-2.669e+003
21 25 26 66 -> 90 fr=2841 (0.3886), cf=0.956, gamma=1.984, delta=0.193, M=-2.643e+003
21 25 26 66 -> ~89 fr=2841 (0.3886), cf=0.956, gamma=1.984, delta=0.193, M=-2.643e+003
21 25 26 -> 90 fr=2858 (0.3909), cf=0.953, gamma=1.976, delta=0.193, M=-2.638e+003
21 25 26 -> ~89 fr=2858 (0.3909), cf=0.953, gamma=1.976, delta=0.193, M=-2.638e+003
28 47 -> ~90 fr=3046 (0.4166), cf=0.941, gamma=1.817, delta=0.187, M=-2.408e+003
28 47 -> 89 fr=3046 (0.4166), cf=0.941, gamma=1.817, delta=0.187, M=-2.408e+003
21 26 -> 90 fr=2875 (0.3932), cf=0.900, gamma=1.867, delta=0.183, M=-2.235e+003
21 26 -> ~89 fr=2875 (0.3932), cf=0.900, gamma=1.867, delta=0.183, M=-2.235e+003
28 51 -> ~90 fr=2867 (0.3921), cf=0.937, gamma=1.809, delta=0.175, M=-2.125e+003
28 51 -> 89 fr=2867 (0.3921), cf=0.937, gamma=1.809, delta=0.175, M=-2.125e+003
26 46 -> 90 fr=2009 (0.2748), cf=1.000, gamma=2.075, delta=0.142, M=-1.890e+003
26 46 -> ~89 fr=2009 (0.2748), cf=1.000, gamma=2.075, delta=0.142, M=-1.890e+003
46 66 -> 90 fr=1975 (0.2701), cf=1.000, gamma=2.075, delta=0.140, M=-1.848e+003
46 66 -> ~89 fr=1975 (0.2701), cf=1.000, gamma=2.075, delta=0.140, M=-1.848e+003
21 25 80 -> 90 fr=2264 (0.3097), cf=0.956, gamma=1.984, delta=0.154, M=-1.833e+003
21 63 80 -> 90 fr=2264 (0.3097), cf=0.956, gamma=1.984, delta=0.154, M=-1.833e+003
21 25 80 -> ~89 fr=2264 (0.3097), cf=0.956, gamma=1.984, delta=0.154, M=-1.833e+003
21 63 80 -> ~89 fr=2264 (0.3097), cf=0.956, gamma=1.984, delta=0.154, M=-1.833e+003
26 50 -> 90 fr=1940 (0.2654), cf=1.000, gamma=2.075, delta=0.137, M=-1.805e+003
50 66 -> 90 fr=1940 (0.2654), cf=1.000, gamma=2.075, delta=0.137, M=-1.805e+003
26 50 -> ~89 fr=1940 (0.2654), cf=1.000, gamma=2.075, delta=0.137, M=-1.805e+003
50 66 -> ~89 fr=1940 (0.2654), cf=1.000, gamma=2.075, delta=0.137, M=-1.805e+003
21 80 -> 90 fr=2264 (0.3097), cf=0.922, gamma=1.913, delta=0.148, M=-1.615e+003
21 80 -> ~89 fr=2264 (0.3097), cf=0.922, gamma=1.913, delta=0.148, M=-1.615e+003
28 71 -> ~90 fr=2667 (0.3648), cf=0.892, gamma=1.723, delta=0.153, M=-1.572e+003
28 71 -> 89 fr=2667 (0.3648), cf=0.892, gamma=1.723, delta=0.153, M=-1.572e+003
46 -> 90 fr=2009 (0.2748), cf=0.941, gamma=1.951, delta=0.134, M=-1.455e+003
21 25 66 -> 90 fr=2932 (0.4010), cf=0.772, gamma=1.602, delta=0.151, M=-1.437e+003
21 25 66 -> ~89 fr=2932 (0.4010), cf=0.772, gamma=1.602, delta=0.151, M=-1.437e+003
21 63 66 -> 90 fr=2925 (0.4001), cf=0.772, gamma=1.602, delta=0.150, M=-1.426e+003
21 63 66 -> ~89 fr=2925 (0.4001), cf=0.772, gamma=1.602, delta=0.150, M=-1.426e+003
26 29 76 -> 90 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 29 76 -> ~89 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 66 76 -> 90 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 66 76 -> ~89 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 29 68 -> 90 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 29 68 -> ~89 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 68 80 -> 90 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 66 68 -> 90 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 68 80 -> ~89 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
26 66 68 -> ~89 fr=1597 (0.2184), cf=1.000, gamma=2.075, delta=0.113, M=-1.410e+003
32 -> 90 fr=1592 (0.2178), cf=1.000, gamma=2.075, delta=0.113, M=-1.405e+003
40 76 -> 90 fr=1570 (0.2147), cf=1.000, gamma=2.075, delta=0.111, M=-1.381e+003
40 76 -> ~89 fr=1570 (0.2147), cf=1.000, gamma=2.075, delta=0.111, M=-1.381e+003
29 40 68 -> 90 fr=1570 (0.2147), cf=1.000, gamma=2.075, delta=0.111, M=-1.381e+003
29 40 68 -> ~89 fr=1570 (0.2147), cf=1.000, gamma=2.075, delta=0.111, M=-1.381e+003
21 29 40 -> 90 fr=1570 (0.2147), cf=1.000, gamma=2.075, delta=0.111, M=-1.381e+003
26 29 40 -> 90 fr=1570 (0.2147), cf=1.000, gamma=2.075, delta=0.111, M=-1.381e+003
