23 -> 90 fr=3416 (0.4672), cf=1.000, gamma=2.075, delta=0.242, M=-4.568e+003
22 -> ~90 fr=3787 (0.5180), cf=0.972, gamma=1.877, delta=0.242, M=-4.568e+003
21 26 63 -> 90 fr=2876 (0.3934), cf=0.952, gamma=1.974, delta=0.194, M=-2.660e+003
21 26 63 -> ~89 fr=2876 (0.3934), cf=0.952, gamma=1.974, delta=0.194, M=-2.660e+003
21 25 26 66 -> 90 fr=2843 (0.3889), cf=0.956, gamma=1.983, delta=0.193, M=-2.643e+003
21 25 26 66 -> ~89 fr=2843 (0.3889), cf=0.956, gamma=1.983, delta=0.193, M=-2.643e+003
21 25 26 -> 90 fr=2859 (0.3911), cf=0.951, gamma=1.974, delta=0.193, M=-2.629e+003
21 25 26 -> ~89 fr=2859 (0.3911), cf=0.951, gamma=1.974, delta=0.193, M=-2.629e+003
28 47 -> ~90 fr=3039 (0.4157), cf=0.940, gamma=1.814, delta=0.187, M=-2.386e+003
28 47 -> 89 fr=3039 (0.4157), cf=0.940, gamma=1.814, delta=0.187, M=-2.386e+003
21 26 -> 90 fr=2876 (0.3934), cf=0.902, gamma=1.872, delta=0.183, M=-2.254e+003
21 26 -> ~89 fr=2876 (0.3934), cf=0.902, gamma=1.872, delta=0.183, M=-2.254e+003
28 51 -> ~90 fr=2866 (0.3920), cf=0.938, gamma=1.811, delta=0.175, M=-2.131e+003
28 51 -> 89 fr=2866 (0.3920), cf=0.938, gamma=1.811, delta=0.175, M=-2.131e+003
26 46 -> 90 fr=2012 (0.2752), cf=1.000, gamma=2.075, delta=0.143, M=-1.894e+003
26 46 -> ~89 fr=2012 (0.2752), cf=1.000, gamma=2.075, delta=0.143, M=-1.894e+003
46 66 -> 90 fr=1979 (0.2707), cf=1.000, gamma=2.075, delta=0.140, M=-1.853e+003
46 66 -> ~89 fr=1979 (0.2707), cf=1.000, gamma=2.075, delta=0.140, M=-1.853e+003
26 50 -> 90 fr=1960 (0.2681), cf=1.000, gamma=2.075, delta=0.139, M=-1.830e+003
50 66 -> 90 fr=1960 (0.2681), cf=1.000, gamma=2.075, delta=0.139, M=-1.830e+003
26 50 -> ~89 fr=1960 (0.2681), cf=1.000, gamma=2.075, delta=0.139, M=-1.830e+003
50 66 -> ~89 fr=1960 (0.2681), cf=1.000, gamma=2.075, delta=0.139, M=-1.830e+003
21 25 80 -> 90 fr=2259 (0.3090), cf=0.956, gamma=1.984, delta=0.153, M=-1.829e+003
21 63 80 -> 90 fr=2259 (0.3090), cf=0.956, gamma=1.984, delta=0.153, M=-1.829e+003
21 25 80 -> ~89 fr=2259 (0.3090), cf=0.956, gamma=1.984, delta=0.153, M=-1.829e+003
21 63 80 -> ~89 fr=2259 (0.3090), cf=0.956, gamma=1.984, delta=0.153, M=-1.829e+003
21 80 -> 90 fr=2259 (0.3090), cf=0.924, gamma=1.918, delta=0.148, M=-1.622e+003
21 80 -> ~89 fr=2259 (0.3090), cf=0.924, gamma=1.918, delta=0.148, M=-1.622e+003
28 71 -> ~90 fr=2667 (0.3648), cf=0.892, gamma=1.723, delta=0.153, M=-1.572e+003
28 71 -> 89 fr=2667 (0.3648), cf=0.892, gamma=1.723, delta=0.153, M=-1.572e+003
46 -> 90 fr=2012 (0.2752), cf=0.943, gamma=1.957, delta=0.135, M=-1.474e+003
21 25 66 -> 90 fr=2934 (0.4013), cf=0.771, gamma=1.600, delta=0.151, M=-1.432e+003
21 25 66 -> ~89 fr=2934 (0.4013), cf=0.771, gamma=1.600, delta=0.151, M=-1.432e+003
21 63 66 -> 90 fr=2926 (0.4002), cf=0.771, gamma=1.599, delta=0.150, M=-1.420e+003
21 63 66 -> ~89 fr=2926 (0.4002), cf=0.771, gamma=1.599, delta=0.150, M=-1.420e+003
50 -> 90 fr=1960 (0.2681), cf=0.938, gamma=1.947, delta=0.130, M=-1.394e+003
26 29 76 -> 90 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 29 76 -> ~89 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 66 76 -> 90 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 66 76 -> ~89 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 29 68 -> 90 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 29 68 -> ~89 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 68 80 -> 90 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 66 68 -> 90 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 68 80 -> ~89 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
26 66 68 -> ~89 fr=1579 (0.2160), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
