10 15 28 -> 70 fr=373 (0.4616), cf=1.000, gamma=1.312, delta=0.110, M=-1.444e+002
15 28 -> 70 fr=373 (0.4616), cf=0.995, gamma=1.305, delta=0.108, M=-1.348e+002
18 28 -> 70 fr=355 (0.4394), cf=1.000, gamma=1.312, delta=0.104, M=-1.342e+002
15 -> ~73 fr=770 (0.9530), cf=0.997, gamma=1.044, delta=0.040, M=-1.254e+002
10 28 -> 70 fr=373 (0.4616), cf=0.976, gamma=1.281, delta=0.101, M=-1.112e+002
20 28 -> 70 fr=302 (0.3738), cf=1.000, gamma=1.312, delta=0.089, M=-1.071e+002
28 -> 70 fr=373 (0.4616), cf=0.971, gamma=1.274, delta=0.099, M=-1.057e+002
5 18 -> 70 fr=248 (0.3069), cf=0.996, gamma=1.306, delta=0.072, M=-7.849e+001
5 -> ~69 fr=392 (0.4851), cf=1.000, gamma=1.124, delta=0.053, M=-6.421e+001
15 21 -> 70 fr=605 (0.7488), cf=0.818, gamma=1.072, delta=0.051, M=-6.326e+001
28 -> ~69 fr=384 (0.4752), cf=1.000, gamma=1.124, delta=0.052, M=-6.231e+001
18 -> ~72 fr=498 (0.6163), cf=0.998, gamma=1.078, delta=0.045, M=-5.677e+001
18 48 -> 70 fr=301 (0.3725), cf=0.915, gamma=1.200, delta=0.062, M=-4.168e+001
28 -> ~72 fr=384 (0.4752), cf=1.000, gamma=1.080, delta=0.035, M=-4.083e+001
20 -> ~73 fr=522 (0.6460), cf=1.000, gamma=1.047, delta=0.029, M=-3.890e+001
18 56 -> 70 fr=388 (0.4802), cf=0.878, gamma=1.151, delta=0.063, M=-3.878e+001
18 -> ~73 fr=499 (0.6176), cf=1.000, gamma=1.047, delta=0.028, M=-3.593e+001
18 -> 70 fr=428 (0.5297), cf=0.858, gamma=1.125, delta=0.059, M=-3.439e+001
21 29 -> ~69 fr=194 (0.2401), cf=1.000, gamma=1.124, delta=0.026, M=-2.611e+001
21 -> ~69 fr=706 (0.8738), cf=0.910, gamma=1.022, delta=0.019, M=-2.526e+001
21 48 56 -> 70 fr=370 (0.4579), cf=0.856, gamma=1.123, delta=0.050, M=-2.520e+001
20 29 -> 70 fr=83 (0.1027), cf=1.000, gamma=1.312, delta=0.024, M=-2.395e+001
10 32 56 -> 70 fr=102 (0.1262), cf=0.981, gamma=1.286, delta=0.028, M=-2.385e+001
32 56 -> 70 fr=106 (0.1312), cf=0.972, gamma=1.276, delta=0.028, M=-2.272e+001
4 -> ~72 fr=234 (0.2896), cf=1.000, gamma=1.080, delta=0.022, M=-2.147e+001
10 32 -> 70 fr=108 (0.1337), cf=0.964, gamma=1.265, delta=0.028, M=-2.124e+001
21 48 -> 70 fr=411 (0.5087), cf=0.837, gamma=1.098, delta=0.045, M=-2.116e+001
48 56 -> 70 fr=373 (0.4616), cf=0.846, gamma=1.109, delta=0.046, M=-2.094e+001
32 -> 70 fr=113 (0.1399), cf=0.958, gamma=1.256, delta=0.029, M=-2.077e+001
29 -> ~72 fr=208 (0.2574), cf=1.000, gamma=1.080, delta=0.019, M=-1.866e+001
46 -> ~69 fr=356 (0.4406), cf=0.954, gamma=1.073, delta=0.030, M=-1.786e+001
48 58 -> ~69 fr=365 (0.4517), cf=0.951, gamma=1.068, delta=0.029, M=-1.656e+001
48 -> ~69 fr=470 (0.5817), cf=0.936, gamma=1.052, delta=0.029, M=-1.609e+001
48 -> 70 fr=414 (0.5124), cf=0.825, gamma=1.082, delta=0.039, M=-1.607e+001
17 -> ~69 fr=123 (0.1522), cf=1.000, gamma=1.124, delta=0.017, M=-1.564e+001
10 15 64 -> 69 fr=89 (0.1101), cf=0.130, gamma=1.180, delta=0.017, M=-1.564e+001
52 -> ~69 fr=107 (0.1324), cf=1.000, gamma=1.124, delta=0.015, M=-1.345e+001
10 15 -> 69 fr=89 (0.1101), cf=0.126, gamma=1.146, delta=0.014, M=-1.291e+001
4 -> ~73 fr=234 (0.2896), cf=1.000, gamma=1.047, delta=0.013, M=-1.264e+001
29 58 -> ~69 fr=165 (0.2042), cf=0.976, gamma=1.097, delta=0.018, M=-1.219e+001
26 -> ~69 fr=93 (0.1151), cf=1.000, gamma=1.124, delta=0.013, M=-1.157e+001
10 64 -> 69 fr=89 (0.1101), cf=0.124, gamma=1.130, delta=0.013, M=-1.157e+001
36 -> ~72 fr=135 (0.1671), cf=1.000, gamma=1.080, delta=0.012, M=-1.143e+001
10 -> ~70 fr=189 (0.2339), cf=0.255, gamma=1.073, delta=0.016, M=-1.135e+001
17 -> ~72 fr=123 (0.1522), cf=1.000, gamma=1.080, delta=0.011, M=-1.032e+001
20 29 -> ~69 fr=83 (0.1027), cf=1.000, gamma=1.124, delta=0.011, M=-1.025e+001
46 56 -> 70 fr=254 (0.3144), cf=0.838, gamma=1.100, delta=0.028, M=-9.994e+000
32 -> ~72 fr=118 (0.1460), cf=1.000, gamma=1.080, delta=0.011, M=-9.868e+000
21 -> ~68 fr=773 (0.9567), cf=0.996, gamma=1.005, delta=0.005, M=-9.632e+000
52 -> ~72 fr=107 (0.1324), cf=1.000, gamma=1.080, delta=0.010, M=-8.876e+000
32 56 -> ~69 fr=107 (0.1324), cf=0.982, gamma=1.103, delta=0.012, M=-8.775e+000
15 64 -> 69 fr=89 (0.1101), cf=0.121, gamma=1.095, delta=0.010, M=-8.563e+000
29 58 64 -> 70 fr=129 (0.1597), cf=0.872, gamma=1.143, delta=0.020, M=-8.405e+000
29 -> ~69 fr=198 (0.2450), cf=0.952, gamma=1.070, delta=0.016, M=-8.014e+000
36 56 -> 70 fr=108 (0.1337), cf=0.878, gamma=1.152, delta=0.018, M=-7.740e+000
20 -> ~68 fr=522 (0.6460), cf=1.000, gamma=1.009, delta=0.006, M=-7.318e+000
34 58 -> 70 fr=87 (0.1077), cf=0.888, gamma=1.164, delta=0.015, M=-7.176e+000
34 -> ~73 fr=142 (0.1757), cf=1.000, gamma=1.047, delta=0.008, M=-7.130e+000
29 58 -> 70 fr=144 (0.1782), cf=0.852, gamma=1.118, delta=0.019, M=-6.882e+000
52 -> 70 fr=94 (0.1163), cf=0.879, gamma=1.152, delta=0.015, M=-6.829e+000
18 -> ~68 fr=499 (0.6176), cf=1.000, gamma=1.009, delta=0.005, M=-6.771e+000
36 -> ~73 fr=135 (0.1671), cf=1.000, gamma=1.047, delta=0.007, M=-6.743e+000
29 64 -> 70 fr=158 (0.1955), cf=0.845, gamma=1.108, delta=0.019, M=-6.656e+000
32 -> ~69 fr=114 (0.1411), cf=0.966, gamma=1.086, delta=0.011, M=-6.565e+000
36 -> 70 fr=116 (0.1436), cf=0.859, gamma=1.127, delta=0.016, M=-6.283e+000
5 10 64 -> 70 fr=297 (0.3676), cf=0.809, gamma=1.062, delta=0.021, M=-5.932e+000
48 56 -> ~72 fr=419 (0.5186), cf=0.950, gamma=1.026, delta=0.013, M=-5.847e+000
32 -> ~73 fr=118 (0.1460), cf=1.000, gamma=1.047, delta=0.007, M=-5.821e+000
56 58 -> ~69 fr=489 (0.6052), cf=0.912, gamma=1.025, delta=0.015, M=-5.648e+000
29 -> 70 fr=173 (0.2141), cf=0.832, gamma=1.091, delta=0.018, M=-5.636e+000
58 -> ~69 fr=567 (0.7017), cf=0.907, gamma=1.019, delta=0.013, M=-5.595e+000
5 64 -> 70 fr=303 (0.3750), cf=0.806, gamma=1.057, delta=0.020, M=-5.474e+000
47 -> ~68 fr=435 (0.5384), cf=1.000, gamma=1.009, delta=0.005, M=-5.441e+000
10 28 -> ~73 fr=373 (0.4616), cf=0.976, gamma=1.022, delta=0.010, M=-5.422e+000
46 56 -> ~72 fr=290 (0.3589), cf=0.957, gamma=1.034, delta=0.012, M=-5.280e+000
46 -> 70 fr=300 (0.3713), cf=0.804, gamma=1.055, delta=0.019, M=-5.134e+000
34 -> 70 fr=120 (0.1485), cf=0.845, gamma=1.108, delta=0.015, M=-5.130e+000
64 -> ~73 fr=738 (0.9134), cf=0.961, gamma=1.006, delta=0.005, M=-5.041e+000
5 20 -> 70 fr=193 (0.2389), cf=0.821, gamma=1.077, delta=0.017, M=-4.989e+000
48 56 -> ~73 fr=429 (0.5309), cf=0.973, gamma=1.018, delta=0.009, M=-4.942e+000
50 58 -> ~73 fr=101 (0.1250), cf=1.000, gamma=1.047, delta=0.006, M=-4.922e+000
5 10 -> 70 fr=307 (0.3800), cf=0.802, gamma=1.051, delta=0.019, M=-4.827e+000
48 -> ~73 fr=487 (0.6027), cf=0.970, gamma=1.015, delta=0.009, M=-4.742e+000
50 -> ~73 fr=135 (0.1671), cf=0.993, gamma=1.039, delta=0.006, M=-4.636e+000
28 -> ~68 fr=384 (0.4752), cf=1.000, gamma=1.009, delta=0.004, M=-4.538e+000
5 10 -> ~68 fr=383 (0.4740), cf=1.000, gamma=1.009, delta=0.004, M=-4.521e+000
26 -> ~73 fr=93 (0.1151), cf=1.000, gamma=1.047, delta=0.005, M=-4.507e+000
5 -> 70 fr=313 (0.3874), cf=0.798, gamma=1.047, delta=0.018, M=-4.434e+000
47 -> ~73 fr=422 (0.5223), cf=0.970, gamma=1.015, delta=0.008, M=-3.812e+000
56 -> ~72 fr=661 (0.8181), cf=0.934, gamma=1.009, delta=0.007, M=-3.692e+000
28 -> ~73 fr=373 (0.4616), cf=0.971, gamma=1.017, delta=0.008, M=-3.627e+000
56 -> ~69 fr=636 (0.7871), cf=0.898, gamma=1.010, delta=0.007, M=-3.339e+000
61 -> ~72 fr=164 (0.2030), cf=0.959, gamma=1.036, delta=0.007, M=-3.271e+000
