16 124 -> ~157 fr=182 (0.5778), cf=0.919, gamma=1.385, delta=0.161, M=-8.403e+001
16 124 -> 156 fr=182 (0.5778), cf=0.919, gamma=1.385, delta=0.161, M=-8.403e+001
2 16 -> ~157 fr=197 (0.6254), cf=0.876, gamma=1.320, delta=0.151, M=-8.287e+001
2 16 -> 156 fr=197 (0.6254), cf=0.876, gamma=1.320, delta=0.151, M=-8.287e+001
11 16 -> ~157 fr=181 (0.5746), cf=0.914, gamma=1.378, delta=0.158, M=-8.049e+001
11 16 -> 156 fr=181 (0.5746), cf=0.914, gamma=1.378, delta=0.158, M=-8.049e+001
13 -> 157 fr=60 (0.1905), cf=0.938, gamma=2.786, delta=0.122, M=-6.794e+001
16 121 -> ~157 fr=155 (0.4921), cf=0.939, gamma=1.416, delta=0.145, M=-6.711e+001
16 121 -> 156 fr=155 (0.4921), cf=0.939, gamma=1.416, delta=0.145, M=-6.711e+001
7 11 -> ~157 fr=156 (0.4952), cf=0.929, gamma=1.400, delta=0.141, M=-6.358e+001
7 11 -> 156 fr=156 (0.4952), cf=0.929, gamma=1.400, delta=0.141, M=-6.358e+001
2 11 124 141 150 -> ~157 fr=146 (0.4635), cf=0.948, gamma=1.429, delta=0.139, M=-6.358e+001
2 11 124 141 150 -> 156 fr=146 (0.4635), cf=0.948, gamma=1.429, delta=0.139, M=-6.358e+001
2 11 124 141 -> ~157 fr=153 (0.4857), cf=0.933, gamma=1.406, delta=0.140, M=-6.298e+001
2 11 124 141 -> 156 fr=153 (0.4857), cf=0.933, gamma=1.406, delta=0.140, M=-6.298e+001
16 131 -> ~157 fr=150 (0.4762), cf=0.938, gamma=1.413, delta=0.139, M=-6.248e+001
16 131 -> 156 fr=150 (0.4762), cf=0.938, gamma=1.413, delta=0.139, M=-6.248e+001
121 131 141 -> ~157 fr=147 (0.4667), cf=0.942, gamma=1.420, delta=0.138, M=-6.210e+001
121 131 141 -> 156 fr=147 (0.4667), cf=0.942, gamma=1.420, delta=0.138, M=-6.210e+001
11 124 141 150 -> ~157 fr=146 (0.4635), cf=0.942, gamma=1.420, delta=0.137, M=-6.123e+001
11 124 141 150 -> 156 fr=146 (0.4635), cf=0.942, gamma=1.420, delta=0.137, M=-6.123e+001
2 11 141 -> ~157 fr=160 (0.5079), cf=0.914, gamma=1.378, delta=0.139, M=-6.114e+001
2 11 141 -> 156 fr=160 (0.5079), cf=0.914, gamma=1.378, delta=0.139, M=-6.114e+001
22 -> 157 fr=54 (0.1714), cf=0.947, gamma=2.815, delta=0.111, M=-6.097e+001
