11 33 41 45 -> 48 fr=90 (0.3333), cf=0.918, gamma=1.687, delta=0.136, M=-5.073e+001
33 41 45 -> 48 fr=91 (0.3370), cf=0.910, gamma=1.671, delta=0.135, M=-4.973e+001
11 41 45 -> 48 fr=90 (0.3333), cf=0.909, gamma=1.670, delta=0.134, M=-4.873e+001
41 45 -> 48 fr=91 (0.3370), cf=0.892, gamma=1.639, delta=0.131, M=-4.598e+001
11 33 45 -> 48 fr=116 (0.4296), cf=0.800, gamma=1.469, delta=0.137, M=-4.539e+001
33 45 -> 48 fr=117 (0.4333), cf=0.796, gamma=1.462, delta=0.137, M=-4.525e+001
11 31 33 41 -> 48 fr=96 (0.3556), cf=0.865, gamma=1.589, delta=0.132, M=-4.416e+001
31 33 41 -> 48 fr=97 (0.3593), cf=0.858, gamma=1.577, delta=0.131, M=-4.358e+001
11 45 -> 48 fr=116 (0.4296), cf=0.789, gamma=1.449, delta=0.133, M=-4.282e+001
11 31 41 -> 48 fr=96 (0.3556), cf=0.857, gamma=1.574, delta=0.130, M=-4.260e+001
31 41 -> 48 fr=97 (0.3593), cf=0.851, gamma=1.563, delta=0.129, M=-4.205e+001
10 47 -> ~48 fr=62 (0.2296), cf=0.899, gamma=1.972, delta=0.113, M=-4.164e+001
11 30 33 41 -> 48 fr=111 (0.4111), cf=0.782, gamma=1.436, delta=0.125, M=-3.745e+001
11 33 41 -> 48 fr=112 (0.4148), cf=0.778, gamma=1.429, delta=0.124, M=-3.729e+001
10 32 -> ~48 fr=60 (0.2222), cf=0.870, gamma=1.909, delta=0.106, M=-3.605e+001
30 33 41 -> 48 fr=113 (0.4185), cf=0.769, gamma=1.412, delta=0.122, M=-3.600e+001
33 41 -> 48 fr=114 (0.4222), cf=0.765, gamma=1.405, delta=0.122, M=-3.589e+001
11 30 41 -> 48 fr=111 (0.4111), cf=0.766, gamma=1.406, delta=0.119, M=-3.401e+001
11 41 -> 48 fr=112 (0.4148), cf=0.762, gamma=1.399, delta=0.118, M=-3.389e+001
11 30 31 33 -> 48 fr=123 (0.4556), cf=0.724, gamma=1.329, delta=0.113, M=-3.266e+001
30 31 33 -> 48 fr=124 (0.4593), cf=0.717, gamma=1.317, delta=0.110, M=-3.175e+001
30 41 -> 48 fr=113 (0.4185), cf=0.748, gamma=1.375, delta=0.114, M=-3.165e+001
11 31 33 -> 48 fr=124 (0.4593), cf=0.713, gamma=1.309, delta=0.108, M=-3.077e+001
31 33 -> 48 fr=125 (0.4630), cf=0.706, gamma=1.297, delta=0.106, M=-2.993e+001
32 39 -> ~48 fr=50 (0.1852), cf=0.862, gamma=1.892, delta=0.087, M=-2.796e+001
11 30 31 -> 48 fr=123 (0.4556), cf=0.703, gamma=1.291, delta=0.103, M=-2.783e+001
30 31 -> 48 fr=124 (0.4593), cf=0.697, gamma=1.280, delta=0.100, M=-2.702e+001
11 31 -> 48 fr=124 (0.4593), cf=0.693, gamma=1.272, delta=0.098, M=-2.612e+001
6 39 -> ~48 fr=64 (0.2370), cf=0.744, gamma=1.634, delta=0.092, M=-2.364e+001
33 38 -> 48 fr=95 (0.3519), cf=0.742, gamma=1.363, delta=0.094, M=-2.170e+001
38 -> 48 fr=95 (0.3519), cf=0.736, gamma=1.353, delta=0.092, M=-2.081e+001
31 41 -> ~50 fr=114 (0.4222), cf=1.000, gamma=1.134, delta=0.050, M=-1.906e+001
5 9 30 -> 48 fr=29 (0.1074), cf=1.000, gamma=1.837, delta=0.049, M=-1.903e+001
5 11 21 30 33 -> 48 fr=57 (0.2111), cf=0.826, gamma=1.517, delta=0.072, M=-1.772e+001
1 9 33 -> 48 fr=47 (0.1741), cf=0.870, gamma=1.599, delta=0.065, M=-1.772e+001
5 11 30 33 -> 48 fr=62 (0.2296), cf=0.805, gamma=1.479, delta=0.074, M=-1.751e+001
5 21 30 33 -> 48 fr=58 (0.2148), cf=0.817, gamma=1.500, delta=0.072, M=-1.722e+001
5 11 33 -> 48 fr=63 (0.2333), cf=0.797, gamma=1.465, delta=0.074, M=-1.708e+001
5 9 -> 48 fr=30 (0.1111), cf=0.968, gamma=1.777, delta=0.049, M=-1.695e+001
9 11 30 33 -> 48 fr=59 (0.2185), cf=0.808, gamma=1.484, delta=0.071, M=-1.675e+001
31 33 45 -> ~51 fr=120 (0.4444), cf=0.992, gamma=1.120, delta=0.048, M=-1.651e+001
1 9 -> 48 fr=47 (0.1741), cf=0.855, gamma=1.570, delta=0.063, M=-1.640e+001
9 11 33 -> 48 fr=60 (0.2222), cf=0.800, gamma=1.469, delta=0.071, M=-1.631e+001
9 30 33 -> 48 fr=60 (0.2222), cf=0.800, gamma=1.469, delta=0.071, M=-1.631e+001
5 21 33 -> 48 fr=58 (0.2148), cf=0.806, gamma=1.480, delta=0.070, M=-1.616e+001
33 41 45 -> ~50 fr=100 (0.3704), cf=1.000, gamma=1.134, delta=0.044, M=-1.601e+001
9 33 -> 48 fr=61 (0.2259), cf=0.792, gamma=1.455, delta=0.071, M=-1.590e+001
41 45 -> ~51 fr=102 (0.3778), cf=1.000, gamma=1.130, delta=0.043, M=-1.587e+001
