11 30 33 41 45 -> 48 fr=85 (0.3137), cf=0.924, gamma=1.703, delta=0.130, M=-4.819e+001
11 33 41 45 -> 48 fr=86 (0.3173), cf=0.915, gamma=1.687, delta=0.129, M=-4.712e+001
11 30 41 45 -> 48 fr=86 (0.3173), cf=0.915, gamma=1.687, delta=0.129, M=-4.712e+001
30 33 41 45 -> 48 fr=85 (0.3137), cf=0.914, gamma=1.685, delta=0.128, M=-4.616e+001
11 41 45 -> 48 fr=87 (0.3210), cf=0.906, gamma=1.671, delta=0.129, M=-4.615e+001
1 33 41 45 -> 48 fr=70 (0.2583), cf=0.972, gamma=1.792, delta=0.114, M=-4.602e+001
30 31 33 45 -> 48 fr=97 (0.3579), cf=0.866, gamma=1.597, delta=0.134, M=-4.556e+001
33 41 45 -> 48 fr=86 (0.3173), cf=0.905, gamma=1.669, delta=0.127, M=-4.518e+001
31 33 45 -> 48 fr=98 (0.3616), cf=0.860, gamma=1.585, delta=0.133, M=-4.498e+001
30 31 41 -> 48 fr=98 (0.3616), cf=0.860, gamma=1.585, delta=0.133, M=-4.498e+001
31 41 -> 48 fr=99 (0.3653), cf=0.853, gamma=1.573, delta=0.133, M=-4.444e+001
30 31 45 -> 48 fr=98 (0.3616), cf=0.852, gamma=1.571, delta=0.131, M=-4.344e+001
30 41 45 -> 48 fr=86 (0.3173), cf=0.896, gamma=1.652, delta=0.125, M=-4.334e+001
11 30 33 45 -> 48 fr=110 (0.4059), cf=0.809, gamma=1.491, delta=0.134, M=-4.312e+001
31 45 -> 48 fr=99 (0.3653), cf=0.846, gamma=1.560, delta=0.131, M=-4.293e+001
41 45 -> 48 fr=87 (0.3210), cf=0.888, gamma=1.637, delta=0.125, M=-4.252e+001
10 47 -> ~48 fr=63 (0.2325), cf=0.900, gamma=1.967, delta=0.114, M=-4.231e+001
30 33 45 -> 48 fr=110 (0.4059), cf=0.803, gamma=1.480, delta=0.132, M=-4.182e+001
11 33 45 -> 48 fr=111 (0.4096), cf=0.799, gamma=1.472, delta=0.131, M=-4.160e+001
33 45 -> 48 fr=111 (0.4096), cf=0.793, gamma=1.462, delta=0.129, M=-4.034e+001
11 30 45 -> 48 fr=111 (0.4096), cf=0.793, gamma=1.462, delta=0.129, M=-4.034e+001
10 32 -> ~48 fr=64 (0.2362), cf=0.877, gamma=1.916, delta=0.113, M=-3.981e+001
11 45 -> 48 fr=112 (0.4133), cf=0.783, gamma=1.444, delta=0.127, M=-3.894e+001
11 30 33 41 -> 48 fr=110 (0.4059), cf=0.786, gamma=1.448, delta=0.126, M=-3.808e+001
30 45 -> 48 fr=111 (0.4096), cf=0.782, gamma=1.441, delta=0.125, M=-3.790e+001
11 33 41 -> 48 fr=111 (0.4096), cf=0.776, gamma=1.431, delta=0.123, M=-3.673e+001
45 -> 48 fr=112 (0.4133), cf=0.772, gamma=1.424, delta=0.123, M=-3.659e+001
30 33 41 -> 48 fr=112 (0.4133), cf=0.772, gamma=1.424, delta=0.123, M=-3.659e+001
11 30 41 -> 48 fr=111 (0.4096), cf=0.771, gamma=1.421, delta=0.121, M=-3.558e+001
33 41 -> 48 fr=113 (0.4170), cf=0.764, gamma=1.408, delta=0.121, M=-3.534e+001
11 41 -> 48 fr=112 (0.4133), cf=0.762, gamma=1.405, delta=0.119, M=-3.434e+001
30 31 33 -> 48 fr=124 (0.4576), cf=0.725, gamma=1.337, delta=0.115, M=-3.429e+001
30 41 -> 48 fr=114 (0.4207), cf=0.750, gamma=1.383, delta=0.116, M=-3.308e+001
38 41 -> 48 fr=74 (0.2731), cf=0.881, gamma=1.624, delta=0.105, M=-3.284e+001
30 31 -> 48 fr=126 (0.4649), cf=0.712, gamma=1.312, delta=0.111, M=-3.254e+001
31 33 -> 48 fr=125 (0.4613), cf=0.710, gamma=1.309, delta=0.109, M=-3.141e+001
11 33 38 -> 48 fr=97 (0.3579), cf=0.764, gamma=1.408, delta=0.104, M=-2.641e+001
33 38 -> 48 fr=98 (0.3616), cf=0.760, gamma=1.401, delta=0.103, M=-2.619e+001
11 38 -> 48 fr=97 (0.3579), cf=0.758, gamma=1.397, delta=0.102, M=-2.541e+001
38 -> 48 fr=98 (0.3616), cf=0.754, gamma=1.390, delta=0.101, M=-2.520e+001
6 39 -> ~48 fr=63 (0.2325), cf=0.741, gamma=1.620, delta=0.089, M=-2.247e+001
30 31 41 -> ~50 fr=114 (0.4207), cf=1.000, gamma=1.134, delta=0.050, M=-1.896e+001
5 9 30 -> 48 fr=28 (0.1033), cf=1.000, gamma=1.844, delta=0.047, M=-1.843e+001
9 11 30 33 -> 48 fr=58 (0.2140), cf=0.817, gamma=1.506, delta=0.072, M=-1.741e+001
1 11 16 -> ~50 fr=133 (0.4908), cf=0.985, gamma=1.117, delta=0.051, M=-1.738e+001
16 30 41 -> ~50 fr=120 (0.4428), cf=0.992, gamma=1.125, delta=0.049, M=-1.708e+001
9 11 33 -> 48 fr=59 (0.2177), cf=0.808, gamma=1.490, delta=0.072, M=-1.694e+001
9 30 33 -> 48 fr=59 (0.2177), cf=0.808, gamma=1.490, delta=0.072, M=-1.694e+001
9 11 30 -> 48 fr=59 (0.2177), cf=0.808, gamma=1.490, delta=0.072, M=-1.694e+001
9 33 -> 48 fr=60 (0.2214), cf=0.800, gamma=1.475, delta=0.071, M=-1.651e+001
9 11 -> 48 fr=60 (0.2214), cf=0.800, gamma=1.475, delta=0.071, M=-1.651e+001
9 30 -> 48 fr=60 (0.2214), cf=0.800, gamma=1.475, delta=0.071, M=-1.651e+001
5 9 -> 48 fr=29 (0.1070), cf=0.967, gamma=1.782, delta=0.047, M=-1.638e+001
9 -> 48 fr=61 (0.2251), cf=0.792, gamma=1.460, delta=0.071, M=-1.610e+001
5 11 21 30 33 -> 48 fr=54 (0.1993), cf=0.818, gamma=1.508, delta=0.067, M=-1.609e+001
31 41 -> ~50 fr=115 (0.4244), cf=0.991, gamma=1.124, delta=0.047, M=-1.598e+001
5 11 30 33 -> 48 fr=59 (0.2177), cf=0.797, gamma=1.470, delta=0.070, M=-1.592e+001
6 21 42 -> ~48 fr=34 (0.1255), cf=0.829, gamma=1.812, delta=0.056, M=-1.576e+001
6 42 -> ~48 fr=37 (0.1365), cf=0.804, gamma=1.758, delta=0.059, M=-1.565e+001
5 11 33 -> 48 fr=60 (0.2214), cf=0.789, gamma=1.455, delta=0.069, M=-1.552e+001
1 16 -> ~50 fr=134 (0.4945), cf=0.978, gamma=1.109, delta=0.049, M=-1.527e+001
21 31 33 45 -> ~51 fr=99 (0.3653), cf=1.000, gamma=1.129, delta=0.042, M=-1.519e+001
5 21 30 33 -> 48 fr=54 (0.1993), cf=0.806, gamma=1.486, delta=0.065, M=-1.504e+001
