10 76 -> 84 fr=1004 (0.1014), cf=0.632, gamma=6.071, delta=0.085, M=-2.086e+003
5 -> ~87 fr=4764 (0.4814), cf=0.996, gamma=1.112, delta=0.048, M=-6.471e+002
76 -> ~80 fr=4296 (0.4341), cf=0.998, gamma=1.114, delta=0.044, M=-5.885e+002
76 -> ~88 fr=4304 (0.4349), cf=1.000, gamma=1.106, delta=0.042, M=-5.807e+002
71 -> ~82 fr=3956 (0.3997), cf=1.000, gamma=1.116, delta=0.042, M=-5.650e+002
1 -> ~86 fr=4396 (0.4442), cf=0.998, gamma=1.105, delta=0.042, M=-5.607e+002
45 -> ~82 fr=4044 (0.4086), cf=0.998, gamma=1.114, delta=0.042, M=-5.445e+002
69 -> ~82 fr=3646 (0.3684), cf=1.000, gamma=1.116, delta=0.038, M=-5.012e+002
69 -> ~83 fr=3647 (0.3685), cf=1.000, gamma=1.106, delta=0.035, M=-4.657e+002
69 -> ~81 fr=3638 (0.3676), cf=0.998, gamma=1.113, delta=0.037, M=-4.609e+002
50 -> ~83 fr=4869 (0.4920), cf=0.985, gamma=1.090, delta=0.041, M=-4.390e+002
20 -> ~84 fr=4185 (0.4229), cf=0.988, gamma=1.102, delta=0.039, M=-4.220e+002
20 -> ~80 fr=4182 (0.4226), cf=0.987, gamma=1.102, delta=0.039, M=-4.131e+002
66 -> ~84 fr=3052 (0.3084), cf=1.000, gamma=1.116, delta=0.032, M=-4.059e+002
25 -> ~84 fr=3031 (0.3063), cf=1.000, gamma=1.116, delta=0.032, M=-4.025e+002
66 -> ~80 fr=3051 (0.3083), cf=1.000, gamma=1.116, delta=0.032, M=-3.992e+002
59 -> ~82 fr=2975 (0.3006), cf=1.000, gamma=1.116, delta=0.031, M=-3.934e+002
10 -> ~82 fr=3924 (0.3965), cf=0.988, gamma=1.103, delta=0.037, M=-3.926e+002
45 -> ~86 fr=4013 (0.4055), cf=0.991, gamma=1.096, delta=0.035, M=-3.859e+002
41 -> ~83 fr=3616 (0.3654), cf=0.994, gamma=1.100, delta=0.033, M=-3.769e+002
50 -> ~89 fr=4842 (0.4892), cf=0.980, gamma=1.084, delta=0.038, M=-3.722e+002
25 -> ~80 fr=3024 (0.3055), cf=0.998, gamma=1.113, delta=0.031, M=-3.666e+002
25 -> ~86 fr=3030 (0.3062), cf=1.000, gamma=1.106, delta=0.029, M=-3.634e+002
59 -> ~83 fr=2975 (0.3006), cf=1.000, gamma=1.106, delta=0.029, M=-3.609e+002
59 -> ~86 fr=2974 (0.3005), cf=1.000, gamma=1.106, delta=0.029, M=-3.551e+002
66 -> ~87 fr=3041 (0.3073), cf=0.996, gamma=1.112, delta=0.031, M=-3.534e+002
35 -> ~86 fr=2892 (0.2922), cf=1.000, gamma=1.106, delta=0.028, M=-3.491e+002
71 -> ~87 fr=3894 (0.3935), cf=0.984, gamma=1.098, delta=0.035, M=-3.468e+002
74 -> ~86 fr=2837 (0.2867), cf=1.000, gamma=1.106, delta=0.027, M=-3.352e+002
74 -> ~83 fr=2837 (0.2867), cf=1.000, gamma=1.106, delta=0.027, M=-3.348e+002
48 -> ~86 fr=2952 (0.2983), cf=0.998, gamma=1.104, delta=0.028, M=-3.327e+002
56 -> ~84 fr=2925 (0.2955), cf=0.996, gamma=1.112, delta=0.030, M=-3.326e+002
41 -> ~80 fr=3588 (0.3625), cf=0.987, gamma=1.101, delta=0.033, M=-3.321e+002
74 -> ~80 fr=2829 (0.2858), cf=0.997, gamma=1.112, delta=0.029, M=-3.284e+002
71 -> ~84 fr=3883 (0.3923), cf=0.982, gamma=1.096, delta=0.034, M=-3.214e+002
6 -> ~84 fr=2637 (0.2664), cf=0.998, gamma=1.114, delta=0.027, M=-3.198e+002
50 -> ~80 fr=4792 (0.4842), cf=0.970, gamma=1.082, delta=0.037, M=-3.180e+002
49 -> ~86 fr=2655 (0.2683), cf=1.000, gamma=1.106, delta=0.026, M=-3.152e+002
41 -> ~84 fr=3580 (0.3617), cf=0.985, gamma=1.099, delta=0.033, M=-3.122e+002
54 -> ~82 fr=2439 (0.2464), cf=1.000, gamma=1.116, delta=0.026, M=-3.105e+002
76 -> ~86 fr=4219 (0.4263), cf=0.980, gamma=1.084, delta=0.033, M=-3.060e+002
79 -> ~84 fr=2405 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-3.055e+002
79 -> ~82 fr=2405 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-3.055e+002
79 -> ~81 fr=2405 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-3.051e+002
66 -> ~86 fr=3036 (0.3068), cf=0.995, gamma=1.101, delta=0.028, M=-3.044e+002
26 -> ~81 fr=2397 (0.2422), cf=1.000, gamma=1.116, delta=0.025, M=-2.982e+002
49 -> ~82 fr=2644 (0.2672), cf=0.996, gamma=1.112, delta=0.027, M=-2.937e+002
53 -> ~82 fr=2325 (0.2349), cf=1.000, gamma=1.116, delta=0.024, M=-2.937e+002
46 -> ~84 fr=2307 (0.2331), cf=1.000, gamma=1.116, delta=0.024, M=-2.911e+002
10 -> ~81 fr=3882 (0.3922), cf=0.978, gamma=1.091, delta=0.033, M=-2.898e+002
26 -> ~82 fr=2394 (0.2419), cf=0.998, gamma=1.114, delta=0.025, M=-2.838e+002
26 -> ~87 fr=2394 (0.2419), cf=0.998, gamma=1.114, delta=0.025, M=-2.832e+002
20 66 -> ~88 fr=2410 (0.2435), cf=1.000, gamma=1.106, delta=0.023, M=-2.810e+002
79 -> ~83 fr=2405 (0.2430), cf=1.000, gamma=1.106, delta=0.023, M=-2.803e+002
30 -> ~84 fr=2198 (0.2221), cf=1.000, gamma=1.116, delta=0.023, M=-2.753e+002
26 -> ~83 fr=2397 (0.2422), cf=1.000, gamma=1.106, delta=0.023, M=-2.735e+002
5 -> ~81 fr=4620 (0.4668), cf=0.966, gamma=1.078, delta=0.034, M=-2.722e+002
78 -> ~84 fr=2165 (0.2188), cf=1.000, gamma=1.116, delta=0.023, M=-2.706e+002
46 -> ~89 fr=2307 (0.2331), cf=1.000, gamma=1.106, delta=0.022, M=-2.671e+002
46 -> ~83 fr=2307 (0.2331), cf=1.000, gamma=1.106, delta=0.022, M=-2.671e+002
74 -> ~89 fr=2819 (0.2848), cf=0.993, gamma=1.099, delta=0.026, M=-2.647e+002
50 74 -> ~84 fr=2653 (0.2681), cf=0.992, gamma=1.107, delta=0.026, M=-2.636e+002
1 -> ~89 fr=4290 (0.4335), cf=0.974, gamma=1.078, delta=0.031, M=-2.622e+002
31 -> ~87 fr=2276 (0.2300), cf=0.998, gamma=1.113, delta=0.023, M=-2.621e+002
76 -> ~87 fr=4177 (0.4220), cf=0.970, gamma=1.083, delta=0.032, M=-2.620e+002
11 45 -> ~85 fr=2313 (0.2337), cf=0.999, gamma=1.105, delta=0.022, M=-2.572e+002
22 -> ~83 fr=2438 (0.2463), cf=0.998, gamma=1.103, delta=0.023, M=-2.569e+002
29 -> ~80 fr=2458 (0.2484), cf=0.994, gamma=1.110, delta=0.025, M=-2.566e+002
10 -> ~83 fr=3884 (0.3924), cf=0.978, gamma=1.082, delta=0.030, M=-2.560e+002
45 -> ~85 fr=3957 (0.3998), cf=0.977, gamma=1.081, delta=0.030, M=-2.509e+002
59 69 -> ~87 fr=1996 (0.2017), cf=1.000, gamma=1.116, delta=0.021, M=-2.462e+002
6 -> ~86 fr=2624 (0.2651), cf=0.994, gamma=1.099, delta=0.024, M=-2.451e+002
11 50 -> ~86 fr=2248 (0.2271), cf=0.999, gamma=1.105, delta=0.022, M=-2.444e+002
17 -> ~82 fr=2057 (0.2078), cf=0.999, gamma=1.115, delta=0.021, M=-2.402e+002
40 -> ~86 fr=2143 (0.2165), cf=1.000, gamma=1.106, delta=0.021, M=-2.401e+002
73 -> ~85 fr=2738 (0.2766), cf=0.991, gamma=1.097, delta=0.024, M=-2.399e+002
66 -> ~88 fr=3013 (0.3044), cf=0.987, gamma=1.092, delta=0.026, M=-2.383e+002
16 -> ~82 fr=1961 (0.1981), cf=0.999, gamma=1.116, delta=0.021, M=-2.363e+002
55 -> ~84 fr=1921 (0.1941), cf=1.000, gamma=1.116, delta=0.020, M=-2.363e+002
40 -> ~84 fr=2137 (0.2159), cf=0.997, gamma=1.113, delta=0.022, M=-2.355e+002
40 -> ~80 fr=2136 (0.2158), cf=0.996, gamma=1.112, delta=0.022, M=-2.316e+002
78 -> ~81 fr=2156 (0.2178), cf=0.996, gamma=1.111, delta=0.022, M=-2.309e+002
34 -> ~86 fr=2062 (0.2083), cf=1.000, gamma=1.106, delta=0.020, M=-2.296e+002
30 -> ~86 fr=2193 (0.2216), cf=0.998, gamma=1.104, delta=0.021, M=-2.290e+002
17 -> ~83 fr=2059 (0.2080), cf=1.000, gamma=1.106, delta=0.020, M=-2.290e+002
54 -> ~81 fr=2417 (0.2442), cf=0.991, gamma=1.106, delta=0.023, M=-2.277e+002
21 -> ~82 fr=1850 (0.1869), cf=1.000, gamma=1.116, delta=0.019, M=-2.265e+002
11 76 -> ~85 fr=1991 (0.2012), cf=1.000, gamma=1.106, delta=0.019, M=-2.257e+002
37 -> ~89 fr=1988 (0.2009), cf=1.000, gamma=1.106, delta=0.019, M=-2.254e+002
37 -> ~83 fr=1988 (0.2009), cf=1.000, gamma=1.106, delta=0.019, M=-2.254e+002
39 -> ~80 fr=2455 (0.2481), cf=0.990, gamma=1.105, delta=0.024, M=-2.249e+002
47 -> ~89 fr=1978 (0.1999), cf=1.000, gamma=1.106, delta=0.019, M=-2.241e+002
45 49 -> ~88 fr=1965 (0.1985), cf=1.000, gamma=1.106, delta=0.019, M=-2.224e+002
16 -> ~87 fr=1958 (0.1978), cf=0.998, gamma=1.114, delta=0.020, M=-2.219e+002
11 -> ~83 fr=4440 (0.4486), cf=0.967, gamma=1.070, delta=0.029, M=-2.199e+002
64 -> ~85 fr=3294 (0.3328), cf=0.981, gamma=1.085, delta=0.026, M=-2.192e+002
16 -> ~86 fr=1961 (0.1981), cf=0.999, gamma=1.106, delta=0.019, M=-2.167e+002
16 -> ~83 fr=1961 (0.1981), cf=0.999, gamma=1.106, delta=0.019, M=-2.165e+002
21 -> ~87 fr=1848 (0.1867), cf=0.999, gamma=1.115, delta=0.019, M=-2.155e+002
31 -> ~83 fr=2269 (0.2293), cf=0.995, gamma=1.100, delta=0.021, M=-2.143e+002
36 -> ~81 fr=1753 (0.1771), cf=1.000, gamma=1.116, delta=0.018, M=-2.131e+002
59 -> ~87 fr=2917 (0.2947), cf=0.981, gamma=1.094, delta=0.025, M=-2.128e+002
30 -> ~80 fr=2182 (0.2205), cf=0.993, gamma=1.108, delta=0.021, M=-2.126e+002
79 -> ~89 fr=2387 (0.2412), cf=0.993, gamma=1.098, delta=0.022, M=-2.115e+002
45 71 -> ~88 fr=2108 (0.2130), cf=0.997, gamma=1.103, delta=0.020, M=-2.105e+002
31 -> ~81 fr=2260 (0.2284), cf=0.991, gamma=1.106, delta=0.022, M=-2.092e+002
50 -> ~84 fr=4727 (0.4776), cf=0.956, gamma=1.068, delta=0.030, M=-2.089e+002
29 -> ~84 fr=2441 (0.2466), cf=0.987, gamma=1.102, delta=0.023, M=-2.086e+002
69 -> ~89 fr=3558 (0.3595), cf=0.976, gamma=1.079, delta=0.026, M=-2.083e+002
56 71 -> ~80 fr=1715 (0.1733), cf=1.000, gamma=1.116, delta=0.018, M=-2.080e+002
21 -> ~83 fr=1850 (0.1869), cf=1.000, gamma=1.106, delta=0.018, M=-2.079e+002
36 -> ~84 fr=1752 (0.1770), cf=0.999, gamma=1.116, delta=0.018, M=-2.078e+002
13 -> ~80 fr=2453 (0.2479), cf=0.987, gamma=1.102, delta=0.023, M=-2.075e+002
5 64 -> ~83 fr=1920 (0.1940), cf=0.999, gamma=1.105, delta=0.018, M=-2.065e+002
68 -> ~85 fr=1837 (0.1856), cf=1.000, gamma=1.106, delta=0.018, M=-2.062e+002
79 -> ~86 fr=2385 (0.2410), cf=0.992, gamma=1.097, delta=0.021, M=-2.060e+002
