10 76 -> 84 fr=1002 (0.1013), cf=0.631, gamma=6.059, delta=0.085, M=-2.073e+003
5 -> ~87 fr=4752 (0.4802), cf=0.997, gamma=1.113, delta=0.049, M=-6.568e+002
76 -> ~80 fr=4307 (0.4352), cf=0.998, gamma=1.114, delta=0.044, M=-5.863e+002
76 -> ~88 fr=4315 (0.4360), cf=1.000, gamma=1.106, delta=0.042, M=-5.762e+002
1 -> ~86 fr=4404 (0.4450), cf=0.998, gamma=1.104, delta=0.042, M=-5.617e+002
71 -> ~82 fr=3936 (0.3977), cf=1.000, gamma=1.116, delta=0.041, M=-5.613e+002
45 -> ~82 fr=4033 (0.4075), cf=0.999, gamma=1.115, delta=0.042, M=-5.471e+002
69 -> ~82 fr=3645 (0.3683), cf=1.000, gamma=1.116, delta=0.038, M=-5.075e+002
69 -> ~81 fr=3638 (0.3676), cf=0.998, gamma=1.114, delta=0.038, M=-4.695e+002
69 -> ~83 fr=3645 (0.3683), cf=1.000, gamma=1.106, delta=0.035, M=-4.654e+002
50 -> ~83 fr=4902 (0.4954), cf=0.985, gamma=1.089, delta=0.041, M=-4.376e+002
20 -> ~80 fr=4190 (0.4234), cf=0.989, gamma=1.103, delta=0.040, M=-4.331e+002
20 -> ~84 fr=4180 (0.4224), cf=0.986, gamma=1.101, delta=0.039, M=-4.058e+002
66 -> ~84 fr=3047 (0.3079), cf=1.000, gamma=1.116, delta=0.032, M=-4.051e+002
66 -> ~80 fr=3046 (0.3078), cf=1.000, gamma=1.116, delta=0.032, M=-3.984e+002
25 -> ~84 fr=3036 (0.3068), cf=1.000, gamma=1.116, delta=0.032, M=-3.972e+002
59 -> ~82 fr=2971 (0.3002), cf=1.000, gamma=1.116, delta=0.031, M=-3.928e+002
10 -> ~82 fr=3943 (0.3984), cf=0.987, gamma=1.102, delta=0.037, M=-3.829e+002
41 -> ~83 fr=3599 (0.3637), cf=0.995, gamma=1.100, delta=0.033, M=-3.776e+002
45 -> ~86 fr=3998 (0.4040), cf=0.990, gamma=1.095, delta=0.035, M=-3.748e+002
25 -> ~80 fr=3031 (0.3063), cf=0.998, gamma=1.114, delta=0.031, M=-3.720e+002
50 -> ~89 fr=4872 (0.4923), cf=0.979, gamma=1.083, delta=0.038, M=-3.647e+002
25 -> ~86 fr=3036 (0.3068), cf=1.000, gamma=1.106, delta=0.029, M=-3.639e+002
59 -> ~83 fr=2971 (0.3002), cf=1.000, gamma=1.106, delta=0.029, M=-3.604e+002
59 -> ~86 fr=2970 (0.3001), cf=1.000, gamma=1.106, delta=0.029, M=-3.542e+002
35 -> ~86 fr=2893 (0.2923), cf=1.000, gamma=1.106, delta=0.028, M=-3.489e+002
66 -> ~87 fr=3035 (0.3067), cf=0.996, gamma=1.112, delta=0.031, M=-3.489e+002
