8 36 -> 48 fr=23 (0.1186), cf=0.958, gamma=7.151, delta=0.102, M=-5.717e+001
18 36 -> 48 fr=23 (0.1186), cf=0.920, gamma=6.865, delta=0.101, M=-5.466e+001
8 18 -> 48 fr=23 (0.1186), cf=0.821, gamma=6.129, delta=0.099, M=-4.892e+001
34 -> ~48 fr=160 (0.8247), cf=0.988, gamma=1.141, delta=0.102, M=-4.830e+001
8 9 -> 48 fr=20 (0.1031), cf=0.800, gamma=5.969, delta=0.086, M=-3.895e+001
3 16 -> 42 fr=51 (0.2629), cf=0.654, gamma=2.013, delta=0.132, M=-3.502e+001
3 12 -> 42 fr=46 (0.2371), cf=0.667, gamma=2.053, delta=0.122, M=-3.035e+001
12 16 -> 42 fr=44 (0.2268), cf=0.667, gamma=2.053, delta=0.116, M=-2.823e+001
3 34 -> 42 fr=54 (0.2784), cf=0.519, gamma=1.599, delta=0.104, M=-2.265e+001
2 12 29 -> 43 fr=25 (0.1289), cf=0.862, gamma=2.424, delta=0.076, M=-2.029e+001
29 34 -> 43 fr=33 (0.1701), cf=0.717, gamma=2.017, delta=0.086, M=-1.845e+001
7 17 29 -> 43 fr=20 (0.1031), cf=0.909, gamma=2.556, delta=0.063, M=-1.790e+001
2 7 17 -> 43 fr=20 (0.1031), cf=0.909, gamma=2.556, delta=0.063, M=-1.790e+001
2 17 -> 43 fr=24 (0.1237), cf=0.828, gamma=2.327, delta=0.071, M=-1.768e+001
7 -> ~48 fr=109 (0.5619), cf=0.982, gamma=1.134, delta=0.066, M=-1.761e+001
12 -> ~48 fr=108 (0.5567), cf=0.982, gamma=1.134, delta=0.066, M=-1.730e+001
2 -> ~42 fr=59 (0.3041), cf=0.922, gamma=1.365, delta=0.081, M=-1.685e+001
2 29 -> 43 fr=26 (0.1340), cf=0.765, gamma=2.150, delta=0.072, M=-1.615e+001
12 29 -> 43 fr=28 (0.1443), cf=0.737, gamma=2.072, delta=0.075, M=-1.612e+001
7 29 -> 43 fr=27 (0.1392), cf=0.750, gamma=2.109, delta=0.073, M=-1.612e+001
29 -> 43 fr=33 (0.1701), cf=0.673, gamma=1.894, delta=0.080, M=-1.576e+001
2 12 -> 43 fr=28 (0.1443), cf=0.718, gamma=2.019, delta=0.073, M=-1.515e+001
2 34 -> 43 fr=31 (0.1598), cf=0.674, gamma=1.895, delta=0.075, M=-1.461e+001
7 17 -> 43 fr=27 (0.1392), cf=0.711, gamma=1.998, delta=0.070, M=-1.416e+001
8 38 -> ~43 fr=38 (0.1959), cf=0.950, gamma=1.474, delta=0.063, M=-1.402e+001
16 -> ~48 fr=96 (0.4948), cf=0.980, gamma=1.131, delta=0.057, M=-1.381e+001
17 -> 43 fr=33 (0.1701), cf=0.635, gamma=1.784, delta=0.075, M=-1.346e+001
3 38 -> ~43 fr=64 (0.3299), cf=0.831, gamma=1.290, delta=0.074, M=-1.199e+001
18 36 -> ~43 fr=25 (0.1289), cf=1.000, gamma=1.552, delta=0.046, M=-1.195e+001
12 16 -> ~43 fr=56 (0.2887), cf=0.848, gamma=1.317, delta=0.069, M=-1.148e+001
2 7 -> 43 fr=24 (0.1237), cf=0.686, gamma=1.928, delta=0.060, M=-1.135e+001
2 28 -> 43 fr=23 (0.1186), cf=0.697, gamma=1.960, delta=0.058, M=-1.128e+001
30 38 -> ~43 fr=50 (0.2577), cf=0.862, gamma=1.338, delta=0.065, M=-1.101e+001
12 -> ~46 fr=110 (0.5670), cf=1.000, gamma=1.066, delta=0.035, M=-1.052e+001
9 18 38 -> ~43 fr=22 (0.1134), cf=1.000, gamma=1.552, delta=0.040, M=-1.040e+001
30 34 -> 42 fr=34 (0.1753), cf=0.523, gamma=1.611, delta=0.066, M=-1.028e+001
8 36 -> ~42 fr=24 (0.1237), cf=1.000, gamma=1.481, delta=0.040, M=-1.019e+001
3 12 -> ~43 fr=57 (0.2938), cf=0.826, gamma=1.282, delta=0.065, M=-9.860e+000
3 -> ~43 fr=87 (0.4485), cf=0.757, gamma=1.174, delta=0.067, M=-9.457e+000
16 -> ~46 fr=98 (0.5052), cf=1.000, gamma=1.066, delta=0.031, M=-8.812e+000
17 -> ~48 fr=52 (0.2680), cf=1.000, gamma=1.155, delta=0.036, M=-8.798e+000
9 18 -> ~43 fr=26 (0.1340), cf=0.929, gamma=1.441, delta=0.041, M=-8.218e+000
28 30 -> 42 fr=22 (0.1134), cf=0.579, gamma=1.783, delta=0.050, M=-8.177e+000
30 -> ~43 fr=67 (0.3454), cf=0.779, gamma=1.209, delta=0.060, M=-7.950e+000
17 38 -> ~42 fr=31 (0.1598), cf=0.912, gamma=1.350, delta=0.041, M=-7.530e+000
3 20 -> ~48 fr=57 (0.2938), cf=0.983, gamma=1.135, delta=0.035, M=-7.356e+000
30 -> ~46 fr=86 (0.4433), cf=1.000, gamma=1.066, delta=0.027, M=-7.316e+000
12 -> ~47 fr=110 (0.5670), cf=1.000, gamma=1.043, delta=0.023, M=-6.894e+000
32 34 -> ~43 fr=22 (0.1134), cf=0.917, gamma=1.423, delta=0.034, M=-6.481e+000
3 -> ~48 fr=107 (0.5515), cf=0.930, gamma=1.074, delta=0.038, M=-6.430e+000
28 -> ~48 fr=79 (0.4072), cf=0.952, gamma=1.099, delta=0.037, M=-6.416e+000
18 38 -> ~43 fr=28 (0.1443), cf=0.875, gamma=1.358, delta=0.038, M=-6.396e+000
20 -> ~48 fr=76 (0.3918), cf=0.950, gamma=1.097, delta=0.035, M=-5.901e+000
2 -> 43 fr=32 (0.1649), cf=0.500, gamma=1.406, delta=0.048, M=-5.866e+000
27 -> ~48 fr=35 (0.1804), cf=1.000, gamma=1.155, delta=0.024, M=-5.582e+000
2 29 -> ~48 fr=34 (0.1753), cf=1.000, gamma=1.155, delta=0.023, M=-5.405e+000
28 29 38 -> ~42 fr=25 (0.1289), cf=0.893, gamma=1.322, delta=0.031, M=-5.340e+000
41 -> ~48 fr=55 (0.2835), cf=0.965, gamma=1.114, delta=0.029, M=-5.259e+000
20 28 -> 43 fr=20 (0.1031), cf=0.556, gamma=1.562, delta=0.037, M=-5.203e+000
9 38 -> ~43 fr=27 (0.1392), cf=0.844, gamma=1.309, delta=0.033, M=-5.008e+000
16 38 -> ~43 fr=50 (0.2577), cf=0.769, gamma=1.194, delta=0.042, M=-4.961e+000
29 -> ~44 fr=49 (0.2526), cf=1.000, gamma=1.090, delta=0.021, M=-4.881e+000
30 -> ~47 fr=86 (0.4433), cf=1.000, gamma=1.043, delta=0.018, M=-4.805e+000
41 -> 43 fr=28 (0.1443), cf=0.491, gamma=1.381, delta=0.040, M=-4.694e+000
29 38 -> ~42 fr=32 (0.1649), cf=0.842, gamma=1.247, delta=0.033, M=-4.640e+000
28 -> ~47 fr=83 (0.4278), cf=1.000, gamma=1.043, delta=0.018, M=-4.579e+000
7 -> ~47 fr=110 (0.5670), cf=0.991, gamma=1.034, delta=0.018, M=-4.454e+000
9 -> ~44 fr=42 (0.2165), cf=1.000, gamma=1.090, delta=0.018, M=-4.086e+000
29 -> ~48 fr=47 (0.2423), cf=0.959, gamma=1.108, delta=0.024, M=-4.038e+000
6 -> ~48 fr=26 (0.1340), cf=1.000, gamma=1.155, delta=0.018, M=-4.028e+000
16 -> ~43 fr=70 (0.3608), cf=0.714, gamma=1.109, delta=0.035, M=-3.571e+000
38 -> ~43 fr=92 (0.4742), cf=0.692, gamma=1.074, delta=0.032, M=-3.470e+000
