8 36 -> 48 fr=21 (0.1094), cf=0.955, gamma=7.331, delta=0.094, M=-5.138e+001
18 36 -> 48 fr=21 (0.1094), cf=0.913, gamma=7.012, delta=0.094, M=-4.896e+001
8 18 -> 48 fr=21 (0.1094), cf=0.808, gamma=6.203, delta=0.092, M=-4.347e+001
34 -> ~48 fr=158 (0.8229), cf=0.981, gamma=1.128, delta=0.094, M=-4.154e+001
3 16 -> 42 fr=53 (0.2760), cf=0.679, gamma=2.071, delta=0.143, M=-4.023e+001
3 12 -> 42 fr=46 (0.2396), cf=0.667, gamma=2.032, delta=0.122, M=-2.986e+001
3 34 -> 42 fr=55 (0.2865), cf=0.524, gamma=1.596, delta=0.107, M=-2.372e+001
2 12 29 -> 43 fr=24 (0.1250), cf=0.889, gamma=2.547, delta=0.076, M=-2.135e+001
29 34 -> 43 fr=32 (0.1667), cf=0.727, gamma=2.084, delta=0.087, M=-1.910e+001
2 38 -> ~42 fr=44 (0.2292), cf=0.978, gamma=1.455, delta=0.072, M=-1.750e+001
2 17 -> 43 fr=22 (0.1146), cf=0.846, gamma=2.425, delta=0.067, M=-1.737e+001
2 29 -> 43 fr=25 (0.1302), cf=0.781, gamma=2.239, delta=0.072, M=-1.678e+001
12 29 -> 43 fr=27 (0.1406), cf=0.750, gamma=2.149, delta=0.075, M=-1.671e+001
29 -> 43 fr=32 (0.1667), cf=0.681, gamma=1.951, delta=0.081, M=-1.631e+001
12 -> ~48 fr=106 (0.5521), cf=0.981, gamma=1.128, delta=0.063, M=-1.611e+001
7 -> ~48 fr=105 (0.5469), cf=0.981, gamma=1.128, delta=0.062, M=-1.581e+001
2 12 -> 43 fr=27 (0.1406), cf=0.730, gamma=2.091, delta=0.073, M=-1.569e+001
7 17 -> 43 fr=26 (0.1354), cf=0.743, gamma=2.129, delta=0.072, M=-1.565e+001
2 34 -> 43 fr=29 (0.1510), cf=0.659, gamma=1.889, delta=0.071, M=-1.332e+001
17 -> 43 fr=32 (0.1667), cf=0.627, gamma=1.798, delta=0.074, M=-1.321e+001
8 38 -> ~43 fr=37 (0.1927), cf=0.949, gamma=1.457, delta=0.060, M=-1.311e+001
3 38 -> ~43 fr=67 (0.3490), cf=0.837, gamma=1.286, delta=0.078, M=-1.280e+001
8 24 -> ~43 fr=25 (0.1302), cf=1.000, gamma=1.536, delta=0.045, M=-1.167e+001
12 -> ~46 fr=108 (0.5625), cf=1.000, gamma=1.073, delta=0.038, M=-1.131e+001
3 16 -> ~48 fr=77 (0.4010), cf=0.987, gamma=1.135, delta=0.048, M=-1.112e+001
16 -> ~48 fr=95 (0.4948), cf=0.969, gamma=1.115, delta=0.051, M=-1.096e+001
2 7 -> 43 fr=22 (0.1146), cf=0.688, gamma=1.970, delta=0.056, M=-1.081e+001
12 16 38 -> ~43 fr=39 (0.2031), cf=0.907, gamma=1.393, delta=0.057, M=-1.074e+001
18 36 -> ~43 fr=23 (0.1198), cf=1.000, gamma=1.536, delta=0.042, M=-1.066e+001
17 38 -> ~42 fr=33 (0.1719), cf=0.943, gamma=1.403, delta=0.049, M=-1.007e+001
2 28 -> 43 fr=21 (0.1094), cf=0.677, gamma=1.941, delta=0.053, M=-9.924e+000
12 16 -> ~43 fr=56 (0.2917), cf=0.836, gamma=1.284, delta=0.064, M=-9.911e+000
30 38 -> ~43 fr=51 (0.2656), cf=0.850, gamma=1.306, delta=0.062, M=-9.865e+000
16 -> ~46 fr=98 (0.5104), cf=1.000, gamma=1.073, delta=0.035, M=-9.738e+000
30 34 -> 42 fr=33 (0.1719), cf=0.524, gamma=1.596, delta=0.064, M=-9.647e+000
3 -> ~43 fr=89 (0.4635), cf=0.761, gamma=1.168, delta=0.067, M=-9.590e+000
8 36 -> ~42 fr=22 (0.1146), cf=1.000, gamma=1.488, delta=0.038, M=-9.398e+000
20 28 34 -> 43 fr=21 (0.1094), cf=0.656, gamma=1.881, delta=0.051, M=-9.170e+000
9 18 38 -> ~43 fr=20 (0.1042), cf=1.000, gamma=1.536, delta=0.036, M=-9.165e+000
17 -> ~48 fr=51 (0.2656), cf=1.000, gamma=1.150, delta=0.035, M=-8.348e+000
28 30 -> 42 fr=22 (0.1146), cf=0.579, gamma=1.764, delta=0.050, M=-7.996e+000
30 -> ~46 fr=85 (0.4427), cf=1.000, gamma=1.073, delta=0.030, M=-7.944e+000
7 28 34 -> 43 fr=27 (0.1406), cf=0.563, gamma=1.612, delta=0.053, M=-7.842e+000
20 28 -> 43 fr=21 (0.1094), cf=0.618, gamma=1.770, delta=0.048, M=-7.829e+000
12 -> ~47 fr=108 (0.5625), cf=1.000, gamma=1.049, delta=0.026, M=-7.694e+000
7 28 -> 43 fr=28 (0.1458), cf=0.549, gamma=1.573, delta=0.053, M=-7.566e+000
32 34 -> ~43 fr=24 (0.1250), cf=0.923, gamma=1.418, delta=0.037, M=-7.103e+000
9 18 -> ~43 fr=24 (0.1250), cf=0.923, gamma=1.418, delta=0.037, M=-7.103e+000
3 20 -> ~48 fr=57 (0.2969), cf=0.983, gamma=1.130, delta=0.034, M=-7.095e+000
7 34 -> 43 fr=46 (0.2396), cf=0.455, gamma=1.305, delta=0.056, M=-7.057e+000
30 -> ~43 fr=66 (0.3438), cf=0.776, gamma=1.193, delta=0.056, M=-7.047e+000
20 -> ~48 fr=76 (0.3958), cf=0.962, gamma=1.106, delta=0.038, M=-7.022e+000
3 -> ~48 fr=109 (0.5677), cf=0.932, gamma=1.071, delta=0.038, M=-6.371e+000
2 -> 43 fr=30 (0.1563), cf=0.500, gamma=1.433, delta=0.047, M=-5.882e+000
16 38 -> ~43 fr=52 (0.2708), cf=0.788, gamma=1.210, delta=0.047, M=-5.876e+000
29 38 -> ~42 fr=32 (0.1667), cf=0.865, gamma=1.287, delta=0.037, M=-5.701e+000
30 -> ~47 fr=85 (0.4427), cf=1.000, gamma=1.049, delta=0.021, M=-5.417e+000
9 38 -> ~43 fr=26 (0.1354), cf=0.867, gamma=1.331, delta=0.034, M=-5.409e+000
