11 30 33 45 -> 48 fr=113 (0.4154), cf=0.813, gamma=1.546, delta=0.147, M=-5.203e+001
30 33 45 -> 48 fr=114 (0.4191), cf=0.809, gamma=1.538, delta=0.147, M=-5.191e+001
11 33 41 45 -> 48 fr=90 (0.3309), cf=0.900, gamma=1.712, delta=0.138, M=-5.111e+001
11 30 41 45 -> 48 fr=90 (0.3309), cf=0.900, gamma=1.712, delta=0.138, M=-5.111e+001
1 33 41 45 -> 48 fr=72 (0.2647), cf=0.973, gamma=1.851, delta=0.122, M=-5.085e+001
11 33 45 -> 48 fr=114 (0.4191), cf=0.803, gamma=1.527, delta=0.145, M=-5.053e+001
33 45 -> 48 fr=115 (0.4228), cf=0.799, gamma=1.519, delta=0.144, M=-5.046e+001
11 41 45 -> 48 fr=91 (0.3346), cf=0.892, gamma=1.697, delta=0.137, M=-5.031e+001
11 30 45 -> 48 fr=114 (0.4191), cf=0.797, gamma=1.516, delta=0.143, M=-4.919e+001
30 41 45 -> 48 fr=91 (0.3346), cf=0.883, gamma=1.680, delta=0.135, M=-4.852e+001
41 45 -> 48 fr=92 (0.3382), cf=0.876, gamma=1.667, delta=0.135, M=-4.785e+001
11 45 -> 48 fr=115 (0.4228), cf=0.788, gamma=1.498, delta=0.141, M=-4.782e+001
30 45 -> 48 fr=115 (0.4228), cf=0.788, gamma=1.498, delta=0.141, M=-4.782e+001
31 45 -> 48 fr=100 (0.3676), cf=0.840, gamma=1.598, delta=0.138, M=-4.689e+001
30 31 41 -> 48 fr=97 (0.3566), cf=0.836, gamma=1.591, delta=0.132, M=-4.370e+001
31 41 -> 48 fr=98 (0.3603), cf=0.831, gamma=1.580, delta=0.132, M=-4.331e+001
10 47 -> ~48 fr=66 (0.2426), cf=0.904, gamma=1.906, delta=0.115, M=-4.246e+001
11 30 33 41 -> 48 fr=109 (0.4007), cf=0.752, gamma=1.430, delta=0.120, M=-3.508e+001
30 33 41 -> 48 fr=112 (0.4118), cf=0.742, gamma=1.411, delta=0.120, M=-3.501e+001
33 41 -> 48 fr=113 (0.4154), cf=0.734, gamma=1.396, delta=0.118, M=-3.398e+001
11 30 41 -> 48 fr=110 (0.4044), cf=0.738, gamma=1.404, delta=0.116, M=-3.294e+001
30 31 33 -> 48 fr=119 (0.4375), cf=0.708, gamma=1.347, delta=0.113, M=-3.250e+001
30 41 -> 48 fr=114 (0.4191), cf=0.722, gamma=1.372, delta=0.114, M=-3.201e+001
11 41 -> 48 fr=111 (0.4081), cf=0.730, gamma=1.389, delta=0.114, M=-3.192e+001
30 31 -> 48 fr=121 (0.4449), cf=0.691, gamma=1.315, delta=0.107, M=-3.001e+001
31 33 -> 48 fr=120 (0.4412), cf=0.694, gamma=1.319, delta=0.107, M=-2.983e+001
