30 31 33 45 -> 48 fr=104 (0.3824), cf=0.874, gamma=1.585, delta=0.141, M=-5.025e+001
31 33 45 -> 48 fr=105 (0.3860), cf=0.868, gamma=1.574, delta=0.141, M=-4.964e+001
1 33 41 45 -> 48 fr=74 (0.2721), cf=0.974, gamma=1.766, delta=0.118, M=-4.806e+001
30 31 45 -> 48 fr=105 (0.3860), cf=0.861, gamma=1.561, delta=0.139, M=-4.802e+001
11 30 33 41 45 -> 48 fr=91 (0.3346), cf=0.910, gamma=1.650, delta=0.132, M=-4.789e+001
31 45 -> 48 fr=106 (0.3897), cf=0.855, gamma=1.550, delta=0.138, M=-4.749e+001
10 47 -> ~48 fr=64 (0.2353), cf=0.914, gamma=2.038, delta=0.120, M=-4.701e+001
11 33 41 45 -> 48 fr=92 (0.3382), cf=0.902, gamma=1.636, delta=0.131, M=-4.696e+001
30 33 41 45 -> 48 fr=92 (0.3382), cf=0.902, gamma=1.636, delta=0.131, M=-4.696e+001
11 30 41 45 -> 48 fr=92 (0.3382), cf=0.902, gamma=1.636, delta=0.131, M=-4.696e+001
11 30 33 45 -> 48 fr=116 (0.4265), cf=0.817, gamma=1.481, delta=0.139, M=-4.666e+001
11 33 45 -> 48 fr=117 (0.4301), cf=0.813, gamma=1.473, delta=0.138, M=-4.643e+001
30 33 45 -> 48 fr=117 (0.4301), cf=0.813, gamma=1.473, delta=0.138, M=-4.643e+001
33 45 -> 48 fr=118 (0.4338), cf=0.808, gamma=1.466, delta=0.138, M=-4.621e+001
1 11 41 45 -> 48 fr=75 (0.2757), cf=0.962, gamma=1.744, delta=0.118, M=-4.620e+001
11 41 45 -> 48 fr=93 (0.3419), cf=0.894, gamma=1.622, delta=0.131, M=-4.609e+001
11 30 45 -> 48 fr=117 (0.4301), cf=0.807, gamma=1.463, delta=0.136, M=-4.508e+001
11 45 -> 48 fr=118 (0.4338), cf=0.803, gamma=1.456, delta=0.136, M=-4.488e+001
30 41 45 -> 48 fr=93 (0.3419), cf=0.886, gamma=1.606, delta=0.129, M=-4.433e+001
1 41 45 -> 48 fr=75 (0.2757), cf=0.949, gamma=1.722, delta=0.116, M=-4.370e+001
41 45 -> 48 fr=94 (0.3456), cf=0.879, gamma=1.593, delta=0.129, M=-4.358e+001
30 45 -> 48 fr=118 (0.4338), cf=0.797, gamma=1.446, delta=0.134, M=-4.358e+001
30 31 41 -> 48 fr=103 (0.3787), cf=0.844, gamma=1.531, delta=0.131, M=-4.292e+001
31 41 -> 48 fr=104 (0.3824), cf=0.839, gamma=1.521, delta=0.131, M=-4.246e+001
30 31 33 -> 48 fr=129 (0.4743), cf=0.733, gamma=1.329, delta=0.117, M=-3.641e+001
30 33 41 -> 48 fr=116 (0.4265), cf=0.768, gamma=1.393, delta=0.120, M=-3.542e+001
33 41 -> 48 fr=117 (0.4301), cf=0.760, gamma=1.378, delta=0.118, M=-3.419e+001
31 33 -> 48 fr=130 (0.4779), cf=0.718, gamma=1.302, delta=0.111, M=-3.342e+001
30 31 -> 48 fr=131 (0.4816), cf=0.712, gamma=1.291, delta=0.109, M=-3.258e+001
11 30 41 -> 48 fr=114 (0.4191), cf=0.760, gamma=1.378, delta=0.115, M=-3.237e+001
30 41 -> 48 fr=118 (0.4338), cf=0.747, gamma=1.354, delta=0.113, M=-3.197e+001
11 41 -> 48 fr=115 (0.4228), cf=0.752, gamma=1.363, delta=0.113, M=-3.120e+001
6 11 39 -> ~48 fr=58 (0.2132), cf=0.744, gamma=1.658, delta=0.085, M=-2.154e+001
6 39 -> ~48 fr=59 (0.2169), cf=0.738, gamma=1.644, delta=0.085, M=-2.141e+001
5 11 21 30 33 -> 48 fr=64 (0.2353), cf=0.842, gamma=1.527, delta=0.081, M=-2.133e+001
5 11 30 33 -> 48 fr=69 (0.2537), cf=0.821, gamma=1.490, delta=0.083, M=-2.099e+001
5 38 -> 48 fr=43 (0.1581), cf=0.935, gamma=1.695, delta=0.065, M=-2.098e+001
5 21 30 33 -> 48 fr=65 (0.2390), cf=0.833, gamma=1.511, delta=0.081, M=-2.075e+001
30 31 41 -> ~50 fr=122 (0.4485), cf=1.000, gamma=1.133, delta=0.053, M=-2.071e+001
5 9 30 -> 48 fr=32 (0.1176), cf=1.000, gamma=1.813, delta=0.053, M=-2.071e+001
5 11 33 -> 48 fr=70 (0.2574), cf=0.814, gamma=1.476, delta=0.083, M=-2.051e+001
33 38 -> 48 fr=95 (0.3493), cf=0.742, gamma=1.346, delta=0.090, M=-2.022e+001
