31 33 45 -> 48 fr=104 (0.3824), cf=0.889, gamma=1.601, delta=0.144, M=-5.270e+001
31 45 -> 48 fr=105 (0.3860), cf=0.882, gamma=1.589, delta=0.143, M=-5.199e+001
11 33 41 45 -> 48 fr=92 (0.3382), cf=0.920, gamma=1.657, delta=0.134, M=-5.001e+001
11 30 33 45 -> 48 fr=116 (0.4265), cf=0.835, gamma=1.503, delta=0.143, M=-4.972e+001
1 33 41 45 -> 48 fr=73 (0.2684), cf=0.986, gamma=1.777, delta=0.117, M=-4.964e+001
11 33 45 -> 48 fr=117 (0.4301), cf=0.830, gamma=1.495, delta=0.142, M=-4.940e+001
30 33 45 -> 48 fr=117 (0.4301), cf=0.830, gamma=1.495, delta=0.142, M=-4.940e+001
33 45 -> 48 fr=118 (0.4338), cf=0.825, gamma=1.486, delta=0.142, M=-4.911e+001
11 41 45 -> 48 fr=93 (0.3419), cf=0.912, gamma=1.642, delta=0.134, M=-4.898e+001
11 30 45 -> 48 fr=117 (0.4301), cf=0.824, gamma=1.484, delta=0.140, M=-4.796e+001
10 47 -> ~48 fr=64 (0.2353), cf=0.914, gamma=2.055, delta=0.121, M=-4.771e+001
11 45 -> 48 fr=118 (0.4338), cf=0.819, gamma=1.476, delta=0.140, M=-4.769e+001
30 45 -> 48 fr=118 (0.4338), cf=0.814, gamma=1.466, delta=0.138, M=-4.630e+001
41 45 -> 48 fr=94 (0.3456), cf=0.895, gamma=1.613, delta=0.131, M=-4.618e+001
45 -> 48 fr=119 (0.4375), cf=0.810, gamma=1.458, delta=0.137, M=-4.608e+001
31 41 -> 48 fr=104 (0.3824), cf=0.860, gamma=1.548, delta=0.135, M=-4.596e+001
33 41 -> 48 fr=118 (0.4338), cf=0.771, gamma=1.389, delta=0.122, M=-3.628e+001
30 31 33 -> 48 fr=127 (0.4669), cf=0.738, gamma=1.330, delta=0.116, M=-3.482e+001
11 41 -> 48 fr=116 (0.4265), cf=0.763, gamma=1.375, delta=0.116, M=-3.318e+001
31 33 -> 48 fr=128 (0.4706), cf=0.727, gamma=1.310, delta=0.111, M=-3.280e+001
30 31 -> 48 fr=129 (0.4743), cf=0.721, gamma=1.298, delta=0.109, M=-3.187e+001
6 11 39 -> ~48 fr=60 (0.2206), cf=0.741, gamma=1.665, delta=0.088, M=-2.277e+001
33 38 -> 48 fr=97 (0.3566), cf=0.758, gamma=1.365, delta=0.095, M=-2.271e+001
6 39 -> ~48 fr=61 (0.2243), cf=0.735, gamma=1.652, delta=0.089, M=-2.266e+001
38 -> 48 fr=97 (0.3566), cf=0.752, gamma=1.354, delta=0.093, M=-2.177e+001
31 41 -> ~50 fr=121 (0.4449), cf=1.000, gamma=1.133, delta=0.052, M=-2.047e+001
5 9 30 -> 48 fr=29 (0.1066), cf=1.000, gamma=1.801, delta=0.047, M=-1.840e+001
5 11 21 30 33 -> 48 fr=60 (0.2206), cf=0.833, gamma=1.501, delta=0.074, M=-1.837e+001
5 11 30 33 -> 48 fr=65 (0.2390), cf=0.813, gamma=1.464, delta=0.076, M=-1.804e+001
5 21 30 33 -> 48 fr=61 (0.2243), cf=0.824, gamma=1.485, delta=0.073, M=-1.783e+001
5 11 33 -> 48 fr=66 (0.2426), cf=0.805, gamma=1.450, delta=0.075, M=-1.758e+001
1 5 21 33 -> 48 fr=40 (0.1471), cf=0.909, gamma=1.638, delta=0.057, M=-1.693e+001
1 5 11 21 -> 48 fr=40 (0.1471), cf=0.909, gamma=1.638, delta=0.057, M=-1.693e+001
5 21 33 -> 48 fr=61 (0.2243), cf=0.813, gamma=1.465, delta=0.071, M=-1.674e+001
6 42 -> ~48 fr=34 (0.1250), cf=0.829, gamma=1.864, delta=0.058, M=-1.671e+001
41 45 -> ~51 fr=105 (0.3860), cf=1.000, gamma=1.129, delta=0.044, M=-1.632e+001
5 9 -> 48 fr=30 (0.1103), cf=0.968, gamma=1.743, delta=0.047, M=-1.631e+001
33 41 45 -> ~50 fr=102 (0.3750), cf=1.000, gamma=1.133, delta=0.044, M=-1.626e+001
11 41 45 -> ~50 fr=102 (0.3750), cf=1.000, gamma=1.133, delta=0.044, M=-1.626e+001
5 11 21 30 -> 48 fr=60 (0.2206), cf=0.811, gamma=1.461, delta=0.070, M=-1.616e+001
21 31 45 -> ~51 fr=104 (0.3824), cf=1.000, gamma=1.129, delta=0.044, M=-1.611e+001
1 5 16 21 -> 48 fr=33 (0.1213), cf=0.943, gamma=1.698, delta=0.050, M=-1.610e+001
1 5 11 16 -> 48 fr=33 (0.1213), cf=0.943, gamma=1.698, delta=0.050, M=-1.610e+001
5 11 16 30 -> 48 fr=48 (0.1765), cf=0.857, gamma=1.544, delta=0.062, M=-1.605e+001
5 11 30 -> 48 fr=65 (0.2390), cf=0.793, gamma=1.428, delta=0.072, M=-1.600e+001
31 45 -> ~51 fr=118 (0.4338), cf=0.992, gamma=1.119, delta=0.046, M=-1.589e+001
16 21 41 -> ~50 fr=115 (0.4228), cf=0.991, gamma=1.124, delta=0.046, M=-1.589e+001
1 5 11 -> 48 fr=43 (0.1581), cf=0.878, gamma=1.581, delta=0.058, M=-1.574e+001
8 11 30 -> 48 fr=38 (0.1397), cf=0.905, gamma=1.630, delta=0.054, M=-1.569e+001
16 41 -> ~50 fr=126 (0.4632), cf=0.984, gamma=1.116, delta=0.048, M=-1.568e+001
5 11 -> 48 fr=66 (0.2426), cf=0.786, gamma=1.415, delta=0.071, M=-1.561e+001
5 30 33 -> 48 fr=66 (0.2426), cf=0.786, gamma=1.415, delta=0.071, M=-1.561e+001
1 5 21 -> 48 fr=40 (0.1471), cf=0.889, gamma=1.601, delta=0.055, M=-1.537e+001
5 33 -> 48 fr=67 (0.2463), cf=0.779, gamma=1.403, delta=0.071, M=-1.524e+001
1 11 45 -> ~50 fr=97 (0.3566), cf=1.000, gamma=1.133, delta=0.042, M=-1.524e+001
21 33 41 -> ~50 fr=134 (0.4926), cf=0.978, gamma=1.109, delta=0.048, M=-1.515e+001
11 21 41 -> ~50 fr=134 (0.4926), cf=0.978, gamma=1.109, delta=0.048, M=-1.515e+001
1 33 45 -> ~50 fr=95 (0.3493), cf=1.000, gamma=1.133, delta=0.041, M=-1.484e+001
1 8 11 21 -> 48 fr=31 (0.1140), cf=0.939, gamma=1.692, delta=0.047, M=-1.483e+001
5 21 30 -> 48 fr=61 (0.2243), cf=0.792, gamma=1.427, delta=0.067, M=-1.473e+001
9 30 33 -> 48 fr=59 (0.2169), cf=0.797, gamma=1.436, delta=0.066, M=-1.460e+001
