30 33 41 45 -> 48 fr=93 (0.3394), cf=0.921, gamma=1.705, delta=0.140, M=-5.449e+001
33 41 45 -> 48 fr=94 (0.3431), cf=0.913, gamma=1.690, delta=0.140, M=-5.349e+001
11 30 41 45 -> 48 fr=93 (0.3394), cf=0.912, gamma=1.688, delta=0.138, M=-5.244e+001
30 41 45 -> 48 fr=94 (0.3431), cf=0.904, gamma=1.673, delta=0.138, M=-5.153e+001
11 41 45 -> 48 fr=94 (0.3431), cf=0.904, gamma=1.673, delta=0.138, M=-5.153e+001
41 45 -> 48 fr=95 (0.3467), cf=0.896, gamma=1.659, delta=0.138, M=-5.068e+001
30 33 45 -> 48 fr=118 (0.4307), cf=0.808, gamma=1.496, delta=0.143, M=-4.984e+001
33 45 -> 48 fr=119 (0.4343), cf=0.799, gamma=1.479, delta=0.141, M=-4.837e+001
10 47 -> ~48 fr=65 (0.2372), cf=0.915, gamma=1.991, delta=0.118, M=-4.590e+001
11 30 45 -> 48 fr=118 (0.4307), cf=0.792, gamma=1.466, delta=0.137, M=-4.585e+001
30 31 45 -> 48 fr=103 (0.3759), cf=0.844, gamma=1.563, delta=0.135, M=-4.578e+001
30 45 -> 48 fr=119 (0.4343), cf=0.788, gamma=1.459, delta=0.137, M=-4.576e+001
31 45 -> 48 fr=104 (0.3796), cf=0.839, gamma=1.553, delta=0.135, M=-4.535e+001
11 45 -> 48 fr=119 (0.4343), cf=0.783, gamma=1.449, delta=0.135, M=-4.450e+001
30 31 41 -> 48 fr=100 (0.3650), cf=0.847, gamma=1.569, delta=0.132, M=-4.420e+001
31 41 -> 48 fr=101 (0.3686), cf=0.842, gamma=1.558, delta=0.132, M=-4.373e+001
30 33 41 -> 48 fr=115 (0.4197), cf=0.767, gamma=1.419, delta=0.124, M=-3.764e+001
33 41 -> 48 fr=116 (0.4234), cf=0.758, gamma=1.404, delta=0.122, M=-3.644e+001
11 30 41 -> 48 fr=113 (0.4124), cf=0.764, gamma=1.414, delta=0.121, M=-3.558e+001
