10 76 -> 84 fr=1004 (0.1015), cf=0.628, gamma=6.033, delta=0.085, M=-2.078e+003
5 -> ~87 fr=4755 (0.4809), cf=0.997, gamma=1.112, delta=0.049, M=-6.536e+002
76 -> ~80 fr=4320 (0.4369), cf=0.998, gamma=1.114, delta=0.045, M=-5.890e+002
76 -> ~88 fr=4328 (0.4377), cf=1.000, gamma=1.106, delta=0.042, M=-5.788e+002
1 -> ~86 fr=4402 (0.4452), cf=0.999, gamma=1.105, delta=0.042, M=-5.668e+002
71 -> ~82 fr=3962 (0.4007), cf=1.000, gamma=1.116, delta=0.042, M=-5.664e+002
45 -> ~82 fr=4040 (0.4086), cf=0.999, gamma=1.115, delta=0.042, M=-5.485e+002
69 -> ~82 fr=3624 (0.3665), cf=1.000, gamma=1.116, delta=0.038, M=-4.975e+002
69 -> ~83 fr=3625 (0.3666), cf=1.000, gamma=1.106, delta=0.035, M=-4.622e+002
50 -> ~83 fr=4877 (0.4933), cf=0.986, gamma=1.091, delta=0.041, M=-4.532e+002
69 -> ~81 fr=3615 (0.3656), cf=0.997, gamma=1.113, delta=0.037, M=-4.530e+002
20 -> ~80 fr=4187 (0.4235), cf=0.988, gamma=1.103, delta=0.040, M=-4.300e+002
20 -> ~84 fr=4180 (0.4228), cf=0.987, gamma=1.101, delta=0.039, M=-4.110e+002
66 -> ~84 fr=3046 (0.3081), cf=1.000, gamma=1.116, delta=0.032, M=-4.050e+002
10 -> ~82 fr=3929 (0.3974), cf=0.989, gamma=1.104, delta=0.037, M=-4.017e+002
66 -> ~80 fr=3045 (0.3080), cf=1.000, gamma=1.116, delta=0.032, M=-3.983e+002
45 -> ~86 fr=4012 (0.4058), cf=0.992, gamma=1.097, delta=0.036, M=-3.973e+002
25 -> ~84 fr=3034 (0.3069), cf=1.000, gamma=1.116, delta=0.032, M=-3.969e+002
59 -> ~82 fr=2973 (0.3007), cf=1.000, gamma=1.116, delta=0.031, M=-3.932e+002
41 -> ~83 fr=3602 (0.3643), cf=0.995, gamma=1.101, delta=0.033, M=-3.815e+002
25 -> ~80 fr=3028 (0.3063), cf=0.998, gamma=1.113, delta=0.031, M=-3.674e+002
50 -> ~89 fr=4842 (0.4897), cf=0.979, gamma=1.083, delta=0.038, M=-3.661e+002
25 -> ~86 fr=3034 (0.3069), cf=1.000, gamma=1.106, delta=0.029, M=-3.641e+002
59 -> ~83 fr=2973 (0.3007), cf=1.000, gamma=1.106, delta=0.029, M=-3.607e+002
59 -> ~86 fr=2972 (0.3006), cf=1.000, gamma=1.106, delta=0.029, M=-3.549e+002
66 -> ~87 fr=3035 (0.3070), cf=0.996, gamma=1.112, delta=0.031, M=-3.526e+002
35 -> ~86 fr=2884 (0.2917), cf=1.000, gamma=1.106, delta=0.028, M=-3.480e+002
71 -> ~87 fr=3897 (0.3942), cf=0.984, gamma=1.098, delta=0.035, M=-3.405e+002
74 -> ~86 fr=2848 (0.2881), cf=1.000, gamma=1.106, delta=0.028, M=-3.368e+002
74 -> ~83 fr=2848 (0.2881), cf=1.000, gamma=1.106, delta=0.028, M=-3.364e+002
41 -> ~80 fr=3574 (0.3615), cf=0.987, gamma=1.102, delta=0.033, M=-3.350e+002
74 -> ~80 fr=2841 (0.2873), cf=0.997, gamma=1.113, delta=0.029, M=-3.341e+002
48 -> ~86 fr=2936 (0.2970), cf=0.998, gamma=1.104, delta=0.028, M=-3.304e+002
56 -> ~84 fr=2926 (0.2959), cf=0.996, gamma=1.111, delta=0.030, M=-3.293e+002
6 -> ~84 fr=2653 (0.2683), cf=0.999, gamma=1.115, delta=0.028, M=-3.269e+002
41 -> ~84 fr=3570 (0.3611), cf=0.986, gamma=1.101, delta=0.033, M=-3.250e+002
71 -> ~84 fr=3888 (0.3932), cf=0.981, gamma=1.095, delta=0.034, M=-3.202e+002
49 -> ~86 fr=2673 (0.2704), cf=1.000, gamma=1.106, delta=0.026, M=-3.177e+002
50 -> ~80 fr=4794 (0.4849), cf=0.969, gamma=1.082, delta=0.037, M=-3.168e+002
76 -> ~86 fr=4245 (0.4294), cf=0.981, gamma=1.085, delta=0.034, M=-3.121e+002
54 -> ~82 fr=2416 (0.2444), cf=1.000, gamma=1.116, delta=0.025, M=-3.072e+002
79 -> ~84 fr=2396 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.042e+002
79 -> ~82 fr=2396 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.042e+002
49 -> ~82 fr=2664 (0.2694), cf=0.997, gamma=1.112, delta=0.027, M=-3.039e+002
79 -> ~81 fr=2396 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.039e+002
26 -> ~81 fr=2407 (0.2435), cf=1.000, gamma=1.116, delta=0.025, M=-2.997e+002
66 -> ~86 fr=3028 (0.3063), cf=0.994, gamma=1.100, delta=0.028, M=-2.970e+002
53 -> ~82 fr=2335 (0.2362), cf=1.000, gamma=1.116, delta=0.025, M=-2.952e+002
10 -> ~81 fr=3885 (0.3929), cf=0.978, gamma=1.092, delta=0.033, M=-2.924e+002
26 -> ~87 fr=2405 (0.2432), cf=0.999, gamma=1.115, delta=0.025, M=-2.893e+002
46 -> ~84 fr=2286 (0.2312), cf=1.000, gamma=1.116, delta=0.024, M=-2.881e+002
26 -> ~82 fr=2403 (0.2430), cf=0.998, gamma=1.114, delta=0.025, M=-2.810e+002
20 66 -> ~88 fr=2409 (0.2437), cf=1.000, gamma=1.106, delta=0.023, M=-2.809e+002
26 -> ~83 fr=2408 (0.2436), cf=1.000, gamma=1.106, delta=0.023, M=-2.807e+002
79 -> ~83 fr=2396 (0.2423), cf=1.000, gamma=1.106, delta=0.023, M=-2.791e+002
30 -> ~84 fr=2212 (0.2237), cf=1.000, gamma=1.116, delta=0.023, M=-2.774e+002
1 -> ~89 fr=4302 (0.4351), cf=0.976, gamma=1.080, delta=0.032, M=-2.767e+002
5 -> ~81 fr=4609 (0.4662), cf=0.966, gamma=1.078, delta=0.034, M=-2.707e+002
78 -> ~84 fr=2163 (0.2188), cf=1.000, gamma=1.116, delta=0.023, M=-2.703e+002
50 74 -> ~84 fr=2655 (0.2685), cf=0.993, gamma=1.108, delta=0.026, M=-2.698e+002
31 -> ~87 fr=2300 (0.2326), cf=0.998, gamma=1.114, delta=0.024, M=-2.697e+002
45 -> ~85 fr=3960 (0.4005), cf=0.979, gamma=1.083, delta=0.031, M=-2.665e+002
76 -> ~87 fr=4202 (0.4250), cf=0.971, gamma=1.083, delta=0.033, M=-2.658e+002
46 -> ~83 fr=2286 (0.2312), cf=1.000, gamma=1.106, delta=0.022, M=-2.643e+002
22 -> ~83 fr=2442 (0.2470), cf=0.998, gamma=1.104, delta=0.023, M=-2.614e+002
29 -> ~80 fr=2440 (0.2468), cf=0.995, gamma=1.111, delta=0.025, M=-2.605e+002
74 -> ~89 fr=2828 (0.2860), cf=0.993, gamma=1.098, delta=0.026, M=-2.602e+002
46 -> ~89 fr=2285 (0.2311), cf=1.000, gamma=1.106, delta=0.022, M=-2.585e+002
10 -> ~83 fr=3885 (0.3929), cf=0.978, gamma=1.082, delta=0.030, M=-2.543e+002
6 -> ~86 fr=2640 (0.2670), cf=0.994, gamma=1.100, delta=0.024, M=-2.502e+002
40 -> ~84 fr=2128 (0.2152), cf=0.999, gamma=1.115, delta=0.022, M=-2.502e+002
11 50 -> ~86 fr=2235 (0.2261), cf=0.999, gamma=1.105, delta=0.022, M=-2.473e+002
59 69 -> ~87 fr=1996 (0.2019), cf=1.000, gamma=1.116, delta=0.021, M=-2.462e+002
73 -> ~85 fr=2709 (0.2740), cf=0.992, gamma=1.097, delta=0.024, M=-2.416e+002
17 -> ~82 fr=2032 (0.2055), cf=0.999, gamma=1.115, delta=0.021, M=-2.413e+002
40 -> ~86 fr=2130 (0.2154), cf=1.000, gamma=1.106, delta=0.021, M=-2.384e+002
16 -> ~82 fr=1968 (0.1990), cf=0.999, gamma=1.116, delta=0.021, M=-2.373e+002
55 -> ~84 fr=1913 (0.1935), cf=1.000, gamma=1.116, delta=0.020, M=-2.352e+002
30 -> ~86 fr=2208 (0.2233), cf=0.998, gamma=1.104, delta=0.021, M=-2.350e+002
40 -> ~80 fr=2124 (0.2148), cf=0.997, gamma=1.112, delta=0.022, M=-2.335e+002
66 -> ~88 fr=3005 (0.3039), cf=0.987, gamma=1.091, delta=0.025, M=-2.327e+002
78 -> ~81 fr=2154 (0.2179), cf=0.996, gamma=1.111, delta=0.022, M=-2.306e+002
54 -> ~81 fr=2396 (0.2423), cf=0.992, gamma=1.107, delta=0.023, M=-2.303e+002
34 -> ~86 fr=2050 (0.2073), cf=1.000, gamma=1.106, delta=0.020, M=-2.281e+002
16 -> ~87 fr=1966 (0.1988), cf=0.998, gamma=1.114, delta=0.020, M=-2.272e+002
39 -> ~80 fr=2452 (0.2480), cf=0.990, gamma=1.105, delta=0.024, M=-2.272e+002
21 -> ~82 fr=1852 (0.1873), cf=1.000, gamma=1.116, delta=0.019, M=-2.268e+002
17 -> ~83 fr=2033 (0.2056), cf=1.000, gamma=1.106, delta=0.020, M=-2.257e+002
47 -> ~89 fr=1987 (0.2010), cf=1.000, gamma=1.106, delta=0.019, M=-2.253e+002
45 49 -> ~88 fr=1981 (0.2004), cf=1.000, gamma=1.106, delta=0.019, M=-2.245e+002
37 -> ~89 fr=1975 (0.1998), cf=1.000, gamma=1.106, delta=0.019, M=-2.237e+002
37 -> ~83 fr=1975 (0.1998), cf=1.000, gamma=1.106, delta=0.019, M=-2.237e+002
16 -> ~83 fr=1969 (0.1992), cf=1.000, gamma=1.106, delta=0.019, M=-2.230e+002
30 -> ~80 fr=2198 (0.2223), cf=0.994, gamma=1.109, delta=0.022, M=-2.207e+002
31 -> ~83 fr=2293 (0.2319), cf=0.995, gamma=1.101, delta=0.021, M=-2.205e+002
11 -> ~83 fr=4400 (0.4450), cf=0.967, gamma=1.070, delta=0.029, M=-2.179e+002
16 -> ~86 fr=1968 (0.1990), cf=0.999, gamma=1.106, delta=0.019, M=-2.176e+002
50 -> ~84 fr=4735 (0.4789), cf=0.958, gamma=1.069, delta=0.031, M=-2.169e+002
11 76 -> ~85 fr=1964 (0.1986), cf=0.999, gamma=1.106, delta=0.019, M=-2.169e+002
21 -> ~87 fr=1850 (0.1871), cf=0.999, gamma=1.115, delta=0.019, M=-2.158e+002
59 -> ~87 fr=2916 (0.2949), cf=0.981, gamma=1.095, delta=0.025, M=-2.147e+002
36 -> ~81 fr=1741 (0.1761), cf=1.000, gamma=1.116, delta=0.018, M=-2.115e+002
31 -> ~81 fr=2282 (0.2308), cf=0.990, gamma=1.105, delta=0.022, M=-2.096e+002
5 64 -> ~83 fr=1899 (0.1921), cf=0.999, gamma=1.106, delta=0.018, M=-2.086e+002
45 71 -> ~88 fr=2090 (0.2114), cf=0.997, gamma=1.102, delta=0.020, M=-2.083e+002
21 -> ~83 fr=1852 (0.1873), cf=1.000, gamma=1.106, delta=0.018, M=-2.081e+002
68 -> ~85 fr=1851 (0.1872), cf=1.000, gamma=1.106, delta=0.018, M=-2.080e+002
79 -> ~86 fr=2377 (0.2404), cf=0.992, gamma=1.098, delta=0.021, M=-2.078e+002
69 -> ~89 fr=3537 (0.3577), cf=0.976, gamma=1.079, delta=0.026, M=-2.075e+002
56 71 -> ~80 fr=1709 (0.1729), cf=1.000, gamma=1.116, delta=0.018, M=-2.072e+002
13 -> ~80 fr=2431 (0.2459), cf=0.987, gamma=1.102, delta=0.023, M=-2.070e+002
36 -> ~84 fr=1740 (0.1760), cf=0.999, gamma=1.116, delta=0.018, M=-2.062e+002
29 -> ~84 fr=2421 (0.2449), cf=0.987, gamma=1.102, delta=0.023, M=-2.060e+002
20 25 -> ~89 fr=1874 (0.1895), cf=0.999, gamma=1.106, delta=0.018, M=-2.055e+002
1 74 -> ~88 fr=1906 (0.1928), cf=0.999, gamma=1.105, delta=0.018, M=-2.048e+002
79 -> ~89 fr=2376 (0.2403), cf=0.992, gamma=1.097, delta=0.021, M=-2.047e+002
20 74 -> ~85 fr=1821 (0.1842), cf=1.000, gamma=1.106, delta=0.018, M=-2.042e+002
68 -> ~82 fr=1846 (0.1867), cf=0.997, gamma=1.113, delta=0.019, M=-2.034e+002
68 -> ~83 fr=1850 (0.1871), cf=0.999, gamma=1.106, delta=0.018, M=-2.025e+002
64 -> ~85 fr=3275 (0.3312), cf=0.978, gamma=1.082, delta=0.025, M=-2.019e+002
5 22 -> ~82 fr=1662 (0.1681), cf=1.000, gamma=1.116, delta=0.017, M=-2.011e+002
64 73 -> ~82 fr=1692 (0.1711), cf=0.999, gamma=1.116, delta=0.018, M=-1.997e+002
21 -> ~81 fr=1846 (0.1867), cf=0.997, gamma=1.112, delta=0.019, M=-1.995e+002
5 31 -> ~82 fr=1757 (0.1777), cf=0.998, gamma=1.114, delta=0.018, M=-1.994e+002
68 -> ~80 fr=1845 (0.1866), cf=0.997, gamma=1.112, delta=0.019, M=-1.994e+002
