10 76 -> 84 fr=1007 (0.1018), cf=0.629, gamma=6.048, delta=0.085, M=-2.097e+003
5 -> ~87 fr=4746 (0.4800), cf=0.996, gamma=1.112, delta=0.048, M=-6.442e+002
76 -> ~80 fr=4313 (0.4362), cf=0.998, gamma=1.114, delta=0.045, M=-5.920e+002
76 -> ~88 fr=4320 (0.4369), cf=1.000, gamma=1.106, delta=0.042, M=-5.772e+002
1 -> ~86 fr=4412 (0.4462), cf=0.998, gamma=1.105, delta=0.042, M=-5.639e+002
71 -> ~82 fr=3949 (0.3994), cf=1.000, gamma=1.116, delta=0.042, M=-5.638e+002
45 -> ~82 fr=4057 (0.4103), cf=0.998, gamma=1.114, delta=0.042, M=-5.471e+002
69 -> ~82 fr=3615 (0.3656), cf=1.000, gamma=1.116, delta=0.038, M=-4.958e+002
69 -> ~83 fr=3616 (0.3657), cf=1.000, gamma=1.106, delta=0.035, M=-4.606e+002
69 -> ~81 fr=3607 (0.3648), cf=0.998, gamma=1.113, delta=0.037, M=-4.556e+002
50 -> ~83 fr=4870 (0.4925), cf=0.986, gamma=1.091, delta=0.041, M=-4.519e+002
20 -> ~84 fr=4189 (0.4236), cf=0.988, gamma=1.103, delta=0.039, M=-4.255e+002
20 -> ~80 fr=4189 (0.4236), cf=0.988, gamma=1.103, delta=0.039, M=-4.249e+002
66 -> ~84 fr=3056 (0.3091), cf=1.000, gamma=1.116, delta=0.032, M=-4.066e+002
66 -> ~80 fr=3055 (0.3090), cf=1.000, gamma=1.116, delta=0.032, M=-3.999e+002
25 -> ~84 fr=3023 (0.3057), cf=1.000, gamma=1.116, delta=0.032, M=-3.951e+002
59 -> ~82 fr=2960 (0.2994), cf=1.000, gamma=1.116, delta=0.031, M=-3.910e+002
10 -> ~82 fr=3939 (0.3984), cf=0.988, gamma=1.102, delta=0.037, M=-3.874e+002
45 -> ~86 fr=4025 (0.4071), cf=0.990, gamma=1.096, delta=0.036, M=-3.851e+002
41 -> ~83 fr=3593 (0.3634), cf=0.995, gamma=1.101, delta=0.033, M=-3.834e+002
50 -> ~89 fr=4838 (0.4893), cf=0.980, gamma=1.084, delta=0.038, M=-3.717e+002
25 -> ~80 fr=3018 (0.3052), cf=0.998, gamma=1.114, delta=0.031, M=-3.699e+002
25 -> ~86 fr=3023 (0.3057), cf=1.000, gamma=1.106, delta=0.029, M=-3.624e+002
66 -> ~87 fr=3047 (0.3082), cf=0.997, gamma=1.113, delta=0.031, M=-3.624e+002
59 -> ~83 fr=2960 (0.2994), cf=1.000, gamma=1.106, delta=0.029, M=-3.587e+002
59 -> ~86 fr=2959 (0.2993), cf=1.000, gamma=1.106, delta=0.029, M=-3.529e+002
35 -> ~86 fr=2896 (0.2929), cf=1.000, gamma=1.106, delta=0.028, M=-3.497e+002
71 -> ~87 fr=3887 (0.3931), cf=0.984, gamma=1.099, delta=0.035, M=-3.463e+002
74 -> ~86 fr=2820 (0.2852), cf=1.000, gamma=1.106, delta=0.027, M=-3.327e+002
