10 76 -> 84 fr=1005 (0.1016), cf=0.633, gamma=6.083, delta=0.085, M=-2.096e+003
5 -> ~87 fr=4760 (0.4813), cf=0.996, gamma=1.112, delta=0.048, M=-6.470e+002
76 -> ~80 fr=4294 (0.4342), cf=0.998, gamma=1.114, delta=0.044, M=-5.842e+002
76 -> ~88 fr=4302 (0.4350), cf=1.000, gamma=1.106, delta=0.042, M=-5.737e+002
1 -> ~86 fr=4407 (0.4456), cf=0.999, gamma=1.105, delta=0.042, M=-5.674e+002
71 -> ~82 fr=3941 (0.3985), cf=1.000, gamma=1.116, delta=0.041, M=-5.621e+002
45 -> ~82 fr=4051 (0.4096), cf=0.998, gamma=1.114, delta=0.042, M=-5.458e+002
69 -> ~82 fr=3622 (0.3662), cf=1.000, gamma=1.116, delta=0.038, M=-4.969e+002
69 -> ~83 fr=3623 (0.3663), cf=1.000, gamma=1.106, delta=0.035, M=-4.616e+002
69 -> ~81 fr=3614 (0.3654), cf=0.998, gamma=1.113, delta=0.037, M=-4.572e+002
50 -> ~83 fr=4893 (0.4947), cf=0.985, gamma=1.090, delta=0.041, M=-4.457e+002
20 -> ~80 fr=4182 (0.4229), cf=0.988, gamma=1.102, delta=0.039, M=-4.215e+002
20 -> ~84 fr=4181 (0.4228), cf=0.987, gamma=1.102, delta=0.039, M=-4.187e+002
66 -> ~84 fr=3055 (0.3089), cf=1.000, gamma=1.116, delta=0.032, M=-4.063e+002
66 -> ~80 fr=3054 (0.3088), cf=1.000, gamma=1.116, delta=0.032, M=-4.000e+002
25 -> ~84 fr=3029 (0.3063), cf=1.000, gamma=1.116, delta=0.032, M=-3.960e+002
59 -> ~82 fr=2973 (0.3006), cf=1.000, gamma=1.116, delta=0.031, M=-3.930e+002
45 -> ~86 fr=4019 (0.4064), cf=0.990, gamma=1.096, delta=0.035, M=-3.840e+002
41 -> ~83 fr=3585 (0.3625), cf=0.995, gamma=1.101, delta=0.033, M=-3.820e+002
10 -> ~82 fr=3934 (0.3978), cf=0.987, gamma=1.101, delta=0.037, M=-3.762e+002
50 -> ~89 fr=4864 (0.4918), cf=0.980, gamma=1.084, delta=0.038, M=-3.737e+002
25 -> ~80 fr=3024 (0.3058), cf=0.998, gamma=1.114, delta=0.031, M=-3.712e+002
66 -> ~87 fr=3047 (0.3081), cf=0.997, gamma=1.113, delta=0.031, M=-3.662e+002
25 -> ~86 fr=3029 (0.3063), cf=1.000, gamma=1.106, delta=0.029, M=-3.632e+002
59 -> ~83 fr=2973 (0.3006), cf=1.000, gamma=1.106, delta=0.029, M=-3.605e+002
59 -> ~86 fr=2972 (0.3005), cf=1.000, gamma=1.106, delta=0.029, M=-3.548e+002
35 -> ~86 fr=2905 (0.2937), cf=1.000, gamma=1.106, delta=0.028, M=-3.509e+002
71 -> ~87 fr=3879 (0.3922), cf=0.984, gamma=1.098, delta=0.035, M=-3.449e+002
41 -> ~80 fr=3558 (0.3598), cf=0.988, gamma=1.102, delta=0.033, M=-3.378e+002
74 -> ~80 fr=2834 (0.2866), cf=0.998, gamma=1.113, delta=0.029, M=-3.372e+002
74 -> ~86 fr=2840 (0.2872), cf=1.000, gamma=1.106, delta=0.027, M=-3.355e+002
74 -> ~83 fr=2840 (0.2872), cf=1.000, gamma=1.106, delta=0.027, M=-3.351e+002
48 -> ~86 fr=2933 (0.2966), cf=0.998, gamma=1.104, delta=0.028, M=-3.299e+002
50 -> ~80 fr=4818 (0.4872), cf=0.970, gamma=1.083, delta=0.037, M=-3.282e+002
56 -> ~84 fr=2917 (0.2949), cf=0.995, gamma=1.110, delta=0.029, M=-3.210e+002
71 -> ~84 fr=3868 (0.3911), cf=0.981, gamma=1.095, delta=0.034, M=-3.190e+002
76 -> ~86 fr=4223 (0.4270), cf=0.981, gamma=1.086, delta=0.034, M=-3.170e+002
49 -> ~86 fr=2648 (0.2677), cf=1.000, gamma=1.106, delta=0.026, M=-3.141e+002
6 -> ~84 fr=2623 (0.2652), cf=0.998, gamma=1.114, delta=0.027, M=-3.134e+002
41 -> ~84 fr=3547 (0.3586), cf=0.985, gamma=1.099, delta=0.032, M=-3.094e+002
54 -> ~82 fr=2405 (0.2432), cf=1.000, gamma=1.116, delta=0.025, M=-3.054e+002
79 -> ~84 fr=2403 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-3.051e+002
79 -> ~82 fr=2403 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-3.051e+002
79 -> ~81 fr=2403 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-3.051e+002
10 -> ~81 fr=3903 (0.3946), cf=0.979, gamma=1.093, delta=0.033, M=-3.014e+002
26 -> ~81 fr=2393 (0.2420), cf=1.000, gamma=1.116, delta=0.025, M=-2.978e+002
66 -> ~86 fr=3036 (0.3070), cf=0.994, gamma=1.099, delta=0.028, M=-2.949e+002
53 -> ~82 fr=2326 (0.2352), cf=1.000, gamma=1.116, delta=0.024, M=-2.938e+002
49 -> ~82 fr=2637 (0.2666), cf=0.996, gamma=1.111, delta=0.027, M=-2.926e+002
46 -> ~84 fr=2284 (0.2309), cf=1.000, gamma=1.116, delta=0.024, M=-2.877e+002
26 -> ~82 fr=2390 (0.2417), cf=0.998, gamma=1.114, delta=0.025, M=-2.832e+002
26 -> ~87 fr=2390 (0.2417), cf=0.998, gamma=1.114, delta=0.025, M=-2.829e+002
20 66 -> ~88 fr=2409 (0.2436), cf=1.000, gamma=1.106, delta=0.023, M=-2.808e+002
79 -> ~83 fr=2403 (0.2430), cf=1.000, gamma=1.106, delta=0.023, M=-2.799e+002
1 -> ~89 fr=4306 (0.4354), cf=0.976, gamma=1.079, delta=0.032, M=-2.752e+002
30 -> ~84 fr=2191 (0.2215), cf=1.000, gamma=1.116, delta=0.023, M=-2.742e+002
5 -> ~81 fr=4617 (0.4668), cf=0.967, gamma=1.079, delta=0.034, M=-2.739e+002
26 -> ~83 fr=2393 (0.2420), cf=1.000, gamma=1.106, delta=0.023, M=-2.729e+002
78 -> ~84 fr=2176 (0.2200), cf=1.000, gamma=1.116, delta=0.023, M=-2.721e+002
74 -> ~89 fr=2824 (0.2855), cf=0.994, gamma=1.100, delta=0.026, M=-2.714e+002
76 -> ~87 fr=4178 (0.4224), cf=0.971, gamma=1.084, delta=0.033, M=-2.660e+002
50 74 -> ~84 fr=2660 (0.2690), cf=0.992, gamma=1.107, delta=0.026, M=-2.646e+002
46 -> ~83 fr=2284 (0.2309), cf=1.000, gamma=1.106, delta=0.022, M=-2.639e+002
31 -> ~87 fr=2257 (0.2282), cf=0.998, gamma=1.114, delta=0.023, M=-2.638e+002
29 -> ~80 fr=2443 (0.2470), cf=0.995, gamma=1.111, delta=0.025, M=-2.612e+002
11 45 -> ~85 fr=2335 (0.2361), cf=0.999, gamma=1.105, delta=0.022, M=-2.601e+002
46 -> ~89 fr=2283 (0.2308), cf=1.000, gamma=1.106, delta=0.022, M=-2.582e+002
22 -> ~83 fr=2443 (0.2470), cf=0.998, gamma=1.103, delta=0.023, M=-2.575e+002
10 -> ~83 fr=3898 (0.3941), cf=0.978, gamma=1.081, delta=0.030, M=-2.521e+002
45 -> ~85 fr=3964 (0.4008), cf=0.977, gamma=1.081, delta=0.030, M=-2.518e+002
59 69 -> ~87 fr=1991 (0.2013), cf=1.000, gamma=1.116, delta=0.021, M=-2.457e+002
11 50 -> ~86 fr=2252 (0.2277), cf=0.999, gamma=1.105, delta=0.022, M=-2.449e+002
16 -> ~82 fr=1974 (0.1996), cf=1.000, gamma=1.116, delta=0.021, M=-2.436e+002
6 -> ~86 fr=2611 (0.2640), cf=0.994, gamma=1.099, delta=0.024, M=-2.433e+002
