12 -> ~17 fr=2353 (0.8170), cf=0.990, gamma=1.096, delta=0.072, M=-4.357e+002
2 -> ~16 fr=2112 (0.7333), cf=0.989, gamma=1.111, delta=0.073, M=-3.686e+002
6 -> ~20 fr=2119 (0.7358), cf=0.991, gamma=1.092, delta=0.062, M=-3.084e+002
2 -> ~19 fr=2111 (0.7330), cf=0.988, gamma=1.093, delta=0.062, M=-3.002e+002
6 -> ~21 fr=2112 (0.7333), cf=0.988, gamma=1.093, delta=0.062, M=-2.973e+002
14 -> ~22 fr=1867 (0.6483), cf=0.992, gamma=1.102, delta=0.060, M=-2.641e+002
8 -> ~16 fr=1866 (0.6479), cf=0.984, gamma=1.105, delta=0.062, M=-2.486e+002
8 -> ~15 fr=1868 (0.6486), cf=0.985, gamma=1.099, delta=0.059, M=-2.359e+002
14 -> ~16 fr=1844 (0.6403), cf=0.980, gamma=1.101, delta=0.059, M=-2.225e+002
9 -> ~15 fr=1632 (0.5667), cf=0.988, gamma=1.103, delta=0.053, M=-2.001e+002
8 -> ~22 fr=1860 (0.6458), cf=0.980, gamma=1.089, delta=0.053, M=-1.968e+002
14 -> ~19 fr=1848 (0.6417), cf=0.982, gamma=1.086, delta=0.051, M=-1.891e+002
4 -> ~16 fr=1621 (0.5628), cf=0.981, gamma=1.102, delta=0.052, M=-1.795e+002
9 -> ~21 fr=1630 (0.5660), cf=0.987, gamma=1.092, delta=0.048, M=-1.718e+002
4 -> ~17 fr=1628 (0.5653), cf=0.985, gamma=1.091, delta=0.047, M=-1.660e+002
9 -> ~17 fr=1625 (0.5642), cf=0.984, gamma=1.090, delta=0.047, M=-1.601e+002
9 -> ~23 fr=1619 (0.5622), cf=0.981, gamma=1.090, delta=0.046, M=-1.519e+002
4 -> ~22 fr=1618 (0.5618), cf=0.979, gamma=1.088, delta=0.045, M=-1.462e+002
4 -> ~18 fr=1617 (0.5615), cf=0.979, gamma=1.083, delta=0.043, M=-1.353e+002
10 -> ~16 fr=1199 (0.4163), cf=0.976, gamma=1.096, delta=0.036, M=-9.662e+001
3 -> ~24 fr=1198 (0.4160), cf=0.976, gamma=1.095, delta=0.036, M=-9.592e+001
10 -> ~24 fr=1198 (0.4160), cf=0.975, gamma=1.094, delta=0.036, M=-9.399e+001
10 -> ~19 fr=1205 (0.4184), cf=0.980, gamma=1.084, delta=0.033, M=-8.828e+001
10 -> ~22 fr=1202 (0.4174), cf=0.978, gamma=1.086, delta=0.033, M=-8.764e+001
3 -> ~15 fr=1197 (0.4156), cf=0.975, gamma=1.088, delta=0.034, M=-8.602e+001
3 -> ~21 fr=1202 (0.4174), cf=0.979, gamma=1.083, delta=0.032, M=-8.385e+001
3 -> ~23 fr=1197 (0.4156), cf=0.975, gamma=1.083, delta=0.032, M=-7.989e+001
7 -> ~19 fr=969 (0.3365), cf=0.986, gamma=1.090, delta=0.028, M=-7.657e+001
10 -> ~18 fr=1196 (0.4153), cf=0.973, gamma=1.077, delta=0.030, M=-7.077e+001
13 -> ~15 fr=973 (0.3378), cf=0.975, gamma=1.088, delta=0.027, M=-6.500e+001
7 -> ~23 fr=960 (0.3333), cf=0.977, gamma=1.085, delta=0.026, M=-6.224e+001
3 -> ~20 fr=1192 (0.4139), cf=0.971, gamma=1.069, delta=0.027, M=-6.013e+001
3 -> ~19 fr=1189 (0.4128), cf=0.968, gamma=1.071, delta=0.027, M=-5.980e+001
13 -> ~24 fr=966 (0.3354), cf=0.968, gamma=1.087, delta=0.027, M=-5.824e+001
1 13 -> ~21 fr=519 (0.1802), cf=1.000, gamma=1.106, delta=0.017, M=-5.796e+001
7 -> ~21 fr=959 (0.3330), cf=0.976, gamma=1.079, delta=0.024, M=-5.589e+001
10 -> ~20 fr=1190 (0.4132), cf=0.968, gamma=1.067, delta=0.026, M=-5.537e+001
13 -> ~23 fr=970 (0.3368), cf=0.972, gamma=1.080, delta=0.025, M=-5.508e+001
7 -> ~24 fr=950 (0.3299), cf=0.966, gamma=1.085, delta=0.026, M=-5.466e+001
1 13 -> ~17 fr=518 (0.1799), cf=0.998, gamma=1.105, delta=0.017, M=-5.437e+001
13 -> ~21 fr=972 (0.3375), cf=0.974, gamma=1.077, delta=0.024, M=-5.411e+001
7 13 -> ~20 fr=538 (0.1868), cf=0.996, gamma=1.098, delta=0.017, M=-5.046e+001
7 13 -> ~17 fr=537 (0.1865), cf=0.994, gamma=1.101, delta=0.017, M=-5.018e+001
13 -> ~17 fr=969 (0.3365), cf=0.971, gamma=1.075, delta=0.024, M=-5.015e+001
7 -> ~17 fr=955 (0.3316), cf=0.972, gamma=1.076, delta=0.023, M=-5.009e+001
7 -> ~18 fr=955 (0.3316), cf=0.972, gamma=1.075, delta=0.023, M=-4.938e+001
7 -> ~20 fr=956 (0.3319), cf=0.973, gamma=1.071, delta=0.022, M=-4.716e+001
1 13 -> ~20 fr=516 (0.1792), cf=0.994, gamma=1.095, delta=0.016, M=-4.495e+001
13 -> ~18 fr=966 (0.3354), cf=0.968, gamma=1.071, delta=0.022, M=-4.476e+001
5 -> ~22 fr=722 (0.2507), cf=0.973, gamma=1.081, delta=0.019, M=-3.914e+001
13 -> ~20 fr=964 (0.3347), cf=0.966, gamma=1.064, delta=0.020, M=-3.820e+001
1 -> ~15 fr=721 (0.2503), cf=0.969, gamma=1.082, delta=0.019, M=-3.789e+001
1 -> ~21 fr=724 (0.2514), cf=0.973, gamma=1.076, delta=0.018, M=-3.656e+001
1 -> ~24 fr=717 (0.2490), cf=0.964, gamma=1.082, delta=0.019, M=-3.565e+001
