1 -> ~85 fr=173 (0.5227), cf=0.896, gamma=1.380, delta=0.144, M=-6.717e+001
1 -> 84 fr=173 (0.5227), cf=0.896, gamma=1.380, delta=0.144, M=-6.717e+001
49 -> 84 fr=68 (0.2054), cf=0.883, gamma=1.360, delta=0.054, M=-1.541e+001
5 25 54 -> 85 fr=39 (0.1178), cf=0.629, gamma=1.795, delta=0.052, M=-1.429e+001
5 25 54 -> ~84 fr=39 (0.1178), cf=0.629, gamma=1.795, delta=0.052, M=-1.429e+001
5 25 -> 85 fr=62 (0.1873), cf=0.525, gamma=1.499, delta=0.062, M=-1.412e+001
5 25 -> ~84 fr=62 (0.1873), cf=0.525, gamma=1.499, delta=0.062, M=-1.412e+001
65 -> 84 fr=45 (0.1360), cf=0.938, gamma=1.443, delta=0.042, M=-1.411e+001
3 25 54 -> 85 fr=39 (0.1178), cf=0.600, gamma=1.712, delta=0.049, M=-1.245e+001
3 25 54 -> ~84 fr=39 (0.1178), cf=0.600, gamma=1.712, delta=0.049, M=-1.245e+001
16 -> ~85 fr=145 (0.4381), cf=0.751, gamma=1.157, delta=0.059, M=-1.243e+001
16 -> 84 fr=145 (0.4381), cf=0.751, gamma=1.157, delta=0.059, M=-1.243e+001
27 -> 84 fr=86 (0.2598), cf=0.819, gamma=1.261, delta=0.054, M=-1.219e+001
25 54 -> 85 fr=39 (0.1178), cf=0.591, gamma=1.686, delta=0.048, M=-1.188e+001
25 54 -> ~84 fr=39 (0.1178), cf=0.591, gamma=1.686, delta=0.048, M=-1.188e+001
3 66 -> ~85 fr=73 (0.2205), cf=0.830, gamma=1.277, delta=0.048, M=-1.100e+001
3 66 -> 84 fr=73 (0.2205), cf=0.830, gamma=1.277, delta=0.048, M=-1.100e+001
71 79 -> ~85 fr=44 (0.1329), cf=0.898, gamma=1.382, delta=0.037, M=-1.067e+001
71 79 -> 84 fr=44 (0.1329), cf=0.898, gamma=1.382, delta=0.037, M=-1.067e+001
79 -> 84 fr=50 (0.1511), cf=0.877, gamma=1.350, delta=0.039, M=-1.056e+001
5 15 -> 85 fr=34 (0.1027), cf=0.596, gamma=1.702, delta=0.042, M=-1.053e+001
5 15 -> ~84 fr=34 (0.1027), cf=0.596, gamma=1.702, delta=0.042, M=-1.053e+001
5 47 -> 85 fr=41 (0.1239), cf=0.554, gamma=1.581, delta=0.046, M=-1.019e+001
5 47 -> ~84 fr=41 (0.1239), cf=0.554, gamma=1.581, delta=0.046, M=-1.019e+001
66 -> 84 fr=73 (0.2205), cf=0.820, gamma=1.263, delta=0.046, M=-1.014e+001
20 47 -> 85 fr=34 (0.1027), cf=0.586, gamma=1.673, delta=0.041, M=-9.987e+000
20 47 -> ~84 fr=34 (0.1027), cf=0.586, gamma=1.673, delta=0.041, M=-9.987e+000
3 61 71 -> ~85 fr=59 (0.1782), cf=0.843, gamma=1.298, delta=0.041, M=-9.707e+000
3 61 71 -> 84 fr=59 (0.1782), cf=0.843, gamma=1.298, delta=0.041, M=-9.707e+000
61 71 -> ~85 fr=61 (0.1843), cf=0.836, gamma=1.286, delta=0.041, M=-9.484e+000
61 71 -> 84 fr=61 (0.1843), cf=0.836, gamma=1.286, delta=0.041, M=-9.484e+000
15 -> 85 fr=34 (0.1027), cf=0.576, gamma=1.644, delta=0.040, M=-9.467e+000
5 29 -> 85 fr=39 (0.1178), cf=0.542, gamma=1.546, delta=0.042, M=-8.915e+000
5 29 -> ~84 fr=39 (0.1178), cf=0.542, gamma=1.546, delta=0.042, M=-8.915e+000
3 41 -> ~85 fr=35 (0.1057), cf=0.897, gamma=1.382, delta=0.029, M=-8.445e+000
3 41 -> 84 fr=35 (0.1057), cf=0.897, gamma=1.382, delta=0.029, M=-8.445e+000
3 36 61 -> ~85 fr=35 (0.1057), cf=0.897, gamma=1.382, delta=0.029, M=-8.445e+000
3 36 61 -> 84 fr=35 (0.1057), cf=0.897, gamma=1.382, delta=0.029, M=-8.445e+000
3 61 -> ~85 fr=69 (0.2085), cf=0.802, gamma=1.235, delta=0.040, M=-8.050e+000
3 61 -> 84 fr=69 (0.2085), cf=0.802, gamma=1.235, delta=0.040, M=-8.050e+000
61 -> 84 fr=71 (0.2145), cf=0.798, gamma=1.228, delta=0.040, M=-7.942e+000
3 46 71 -> ~85 fr=56 (0.1692), cf=0.824, gamma=1.268, delta=0.036, M=-7.824e+000
3 46 71 -> 84 fr=56 (0.1692), cf=0.824, gamma=1.268, delta=0.036, M=-7.824e+000
47 -> 85 fr=43 (0.1299), cf=0.506, gamma=1.444, delta=0.040, M=-7.669e+000
46 71 -> ~85 fr=58 (0.1752), cf=0.817, gamma=1.258, delta=0.036, M=-7.657e+000
46 71 -> 84 fr=58 (0.1752), cf=0.817, gamma=1.258, delta=0.036, M=-7.657e+000
3 42 -> ~85 fr=36 (0.1088), cf=0.878, gamma=1.352, delta=0.028, M=-7.629e+000
3 42 -> 84 fr=36 (0.1088), cf=0.878, gamma=1.352, delta=0.028, M=-7.629e+000
42 -> 84 fr=39 (0.1178), cf=0.867, gamma=1.334, delta=0.030, M=-7.620e+000
5 21 35 -> 85 fr=34 (0.1027), cf=0.540, gamma=1.540, delta=0.036, M=-7.612e+000
5 21 35 -> ~84 fr=34 (0.1027), cf=0.540, gamma=1.540, delta=0.036, M=-7.612e+000
50 -> 84 fr=35 (0.1057), cf=0.875, gamma=1.347, delta=0.027, M=-7.271e+000
46 -> 84 fr=66 (0.1994), cf=0.795, gamma=1.224, delta=0.037, M=-7.151e+000
29 -> 85 fr=41 (0.1239), cf=0.500, gamma=1.427, delta=0.037, M=-6.938e+000
36 71 -> ~85 fr=57 (0.1722), cf=0.803, gamma=1.236, delta=0.033, M=-6.612e+000
36 71 -> 84 fr=57 (0.1722), cf=0.803, gamma=1.236, delta=0.033, M=-6.612e+000
