9 36 65 -> 103 fr=77 (0.1254), cf=0.962, gamma=7.675, delta=0.109, M=-2.175e+002
9 23 36 38 56 -> 103 fr=76 (0.1238), cf=0.974, gamma=7.770, delta=0.108, M=-2.145e+002
9 36 38 56 74 -> 103 fr=77 (0.1254), cf=0.939, gamma=7.488, delta=0.109, M=-2.117e+002
23 36 65 -> 103 fr=76 (0.1238), cf=0.950, gamma=7.575, delta=0.107, M=-2.082e+002
9 23 36 38 -> 103 fr=76 (0.1238), cf=0.950, gamma=7.575, delta=0.107, M=-2.082e+002
36 65 -> 103 fr=77 (0.1254), cf=0.917, gamma=7.310, delta=0.108, M=-2.066e+002
23 36 38 56 72 74 -> 103 fr=76 (0.1238), cf=0.927, gamma=7.391, delta=0.107, M=-2.028e+002
23 36 38 56 74 -> 103 fr=76 (0.1238), cf=0.916, gamma=7.302, delta=0.107, M=-2.004e+002
23 36 38 56 72 -> 103 fr=76 (0.1238), cf=0.916, gamma=7.302, delta=0.107, M=-2.004e+002
9 36 38 56 77 -> 103 fr=77 (0.1254), cf=0.885, gamma=7.057, delta=0.108, M=-1.998e+002
9 36 38 56 72 -> 103 fr=77 (0.1254), cf=0.885, gamma=7.057, delta=0.108, M=-1.998e+002
9 23 38 65 -> 103 fr=76 (0.1238), cf=0.905, gamma=7.215, delta=0.107, M=-1.980e+002
23 36 38 56 -> 103 fr=76 (0.1238), cf=0.905, gamma=7.215, delta=0.107, M=-1.980e+002
23 36 38 72 74 -> 103 fr=76 (0.1238), cf=0.884, gamma=7.047, delta=0.106, M=-1.936e+002
9 36 38 74 -> 103 fr=77 (0.1254), cf=0.846, gamma=6.747, delta=0.107, M=-1.919e+002
23 36 38 74 -> 103 fr=76 (0.1238), cf=0.874, gamma=6.966, delta=0.106, M=-1.916e+002
23 36 38 72 -> 103 fr=76 (0.1238), cf=0.874, gamma=6.966, delta=0.106, M=-1.916e+002
9 23 38 56 -> 103 fr=76 (0.1238), cf=0.874, gamma=6.966, delta=0.106, M=-1.916e+002
9 23 65 -> 103 fr=76 (0.1238), cf=0.864, gamma=6.887, delta=0.106, M=-1.896e+002
23 36 38 77 -> 103 fr=76 (0.1238), cf=0.864, gamma=6.887, delta=0.106, M=-1.896e+002
9 36 38 56 -> 103 fr=77 (0.1254), cf=0.819, gamma=6.532, delta=0.106, M=-1.866e+002
9 36 38 77 -> 103 fr=77 (0.1254), cf=0.802, gamma=6.396, delta=0.106, M=-1.833e+002
9 36 38 72 -> 103 fr=77 (0.1254), cf=0.802, gamma=6.396, delta=0.106, M=-1.833e+002
9 36 56 72 74 -> 103 fr=77 (0.1254), cf=0.802, gamma=6.396, delta=0.106, M=-1.833e+002
9 23 36 56 72 -> 103 fr=76 (0.1238), cf=0.817, gamma=6.516, delta=0.105, M=-1.806e+002
23 38 65 -> 103 fr=76 (0.1238), cf=0.809, gamma=6.447, delta=0.105, M=-1.789e+002
9 23 36 72 74 -> 103 fr=76 (0.1238), cf=0.809, gamma=6.447, delta=0.105, M=-1.789e+002
9 36 56 74 -> 103 fr=77 (0.1254), cf=0.778, gamma=6.202, delta=0.105, M=-1.787e+002
9 23 36 72 -> 103 fr=76 (0.1238), cf=0.800, gamma=6.379, delta=0.104, M=-1.773e+002
9 38 65 -> 103 fr=77 (0.1254), cf=0.770, gamma=6.140, delta=0.105, M=-1.772e+002
23 36 38 -> 103 fr=76 (0.1238), cf=0.792, gamma=6.313, delta=0.104, M=-1.757e+002
9 23 36 56 -> 103 fr=76 (0.1238), cf=0.792, gamma=6.313, delta=0.104, M=-1.757e+002
23 36 56 72 74 -> 103 fr=76 (0.1238), cf=0.792, gamma=6.313, delta=0.104, M=-1.757e+002
9 23 36 74 -> 103 fr=76 (0.1238), cf=0.784, gamma=6.248, delta=0.104, M=-1.742e+002
9 36 38 -> 103 fr=77 (0.1254), cf=0.748, gamma=5.961, delta=0.104, M=-1.730e+002
9 23 36 -> 103 fr=76 (0.1238), cf=0.776, gamma=6.184, delta=0.104, M=-1.727e+002
23 36 56 72 -> 103 fr=76 (0.1238), cf=0.776, gamma=6.184, delta=0.104, M=-1.727e+002
9 36 72 74 -> 103 fr=77 (0.1254), cf=0.733, gamma=5.848, delta=0.104, M=-1.703e+002
23 36 72 74 -> 103 fr=76 (0.1238), cf=0.760, gamma=6.060, delta=0.103, M=-1.698e+002
9 36 56 72 -> 103 fr=77 (0.1254), cf=0.726, gamma=5.792, delta=0.104, M=-1.690e+002
36 38 56 72 74 -> 103 fr=77 (0.1254), cf=0.726, gamma=5.792, delta=0.104, M=-1.690e+002
23 36 56 74 -> 103 fr=76 (0.1238), cf=0.752, gamma=6.000, delta=0.103, M=-1.684e+002
36 38 56 74 -> 103 fr=77 (0.1254), cf=0.720, gamma=5.738, delta=0.104, M=-1.678e+002
23 65 -> 103 fr=76 (0.1238), cf=0.745, gamma=5.941, delta=0.103, M=-1.671e+002
23 36 72 -> 103 fr=76 (0.1238), cf=0.745, gamma=5.941, delta=0.103, M=-1.671e+002
9 36 74 -> 103 fr=77 (0.1254), cf=0.713, gamma=5.685, delta=0.103, M=-1.665e+002
23 36 56 -> 103 fr=76 (0.1238), cf=0.738, gamma=5.884, delta=0.103, M=-1.657e+002
9 36 56 77 -> 103 fr=77 (0.1254), cf=0.706, gamma=5.633, delta=0.103, M=-1.653e+002
23 36 74 -> 103 fr=76 (0.1238), cf=0.724, gamma=5.772, delta=0.102, M=-1.631e+002
9 23 56 72 74 -> 103 fr=76 (0.1238), cf=0.724, gamma=5.772, delta=0.102, M=-1.631e+002
9 23 56 72 -> 103 fr=76 (0.1238), cf=0.717, gamma=5.717, delta=0.102, M=-1.619e+002
23 38 56 72 74 -> 103 fr=76 (0.1238), cf=0.717, gamma=5.717, delta=0.102, M=-1.619e+002
9 65 -> 103 fr=77 (0.1254), cf=0.688, gamma=5.482, delta=0.103, M=-1.617e+002
23 36 77 -> 103 fr=76 (0.1238), cf=0.710, gamma=5.664, delta=0.102, M=-1.606e+002
23 38 56 74 -> 103 fr=76 (0.1238), cf=0.710, gamma=5.664, delta=0.102, M=-1.606e+002
23 38 56 72 -> 103 fr=76 (0.1238), cf=0.710, gamma=5.664, delta=0.102, M=-1.606e+002
23 38 56 -> 103 fr=76 (0.1238), cf=0.704, gamma=5.611, delta=0.102, M=-1.594e+002
9 23 56 74 -> 103 fr=76 (0.1238), cf=0.704, gamma=5.611, delta=0.102, M=-1.594e+002
9 36 72 -> 103 fr=77 (0.1254), cf=0.670, gamma=5.339, delta=0.102, M=-1.584e+002
9 23 56 -> 103 fr=76 (0.1238), cf=0.697, gamma=5.560, delta=0.102, M=-1.582e+002
9 23 38 -> 103 fr=76 (0.1238), cf=0.697, gamma=5.560, delta=0.102, M=-1.582e+002
9 36 56 -> 103 fr=77 (0.1254), cf=0.664, gamma=5.293, delta=0.102, M=-1.573e+002
9 38 56 74 -> 103 fr=77 (0.1254), cf=0.664, gamma=5.293, delta=0.102, M=-1.573e+002
