9 36 65 -> 103 fr=82 (0.1336), cf=0.965, gamma=7.224, delta=0.115, M=-2.268e+002
9 23 36 38 56 -> 103 fr=81 (0.1319), cf=0.976, gamma=7.307, delta=0.114, M=-2.239e+002
9 36 38 56 74 -> 103 fr=82 (0.1336), cf=0.943, gamma=7.057, delta=0.115, M=-2.209e+002
9 23 36 38 -> 103 fr=81 (0.1319), cf=0.964, gamma=7.220, delta=0.114, M=-2.206e+002
36 65 -> 103 fr=82 (0.1336), cf=0.932, gamma=6.977, delta=0.114, M=-2.182e+002
9 36 38 56 77 -> 103 fr=82 (0.1336), cf=0.901, gamma=6.747, delta=0.114, M=-2.109e+002
9 36 38 56 72 -> 103 fr=82 (0.1336), cf=0.901, gamma=6.747, delta=0.114, M=-2.109e+002
23 36 38 56 72 74 -> 103 fr=81 (0.1319), cf=0.920, gamma=6.892, delta=0.113, M=-2.095e+002
9 23 38 65 -> 103 fr=81 (0.1319), cf=0.910, gamma=6.815, delta=0.113, M=-2.071e+002
23 36 38 56 74 -> 103 fr=81 (0.1319), cf=0.910, gamma=6.815, delta=0.113, M=-2.071e+002
23 36 38 56 72 -> 103 fr=81 (0.1319), cf=0.910, gamma=6.815, delta=0.113, M=-2.071e+002
23 36 38 56 -> 103 fr=81 (0.1319), cf=0.900, gamma=6.739, delta=0.112, M=-2.048e+002
9 23 65 -> 103 fr=81 (0.1319), cf=0.880, gamma=6.593, delta=0.112, M=-2.004e+002
9 23 38 56 -> 103 fr=81 (0.1319), cf=0.880, gamma=6.593, delta=0.112, M=-2.004e+002
23 36 38 72 74 -> 103 fr=81 (0.1319), cf=0.880, gamma=6.593, delta=0.112, M=-2.004e+002
23 36 38 74 -> 103 fr=81 (0.1319), cf=0.871, gamma=6.522, delta=0.112, M=-1.984e+002
23 36 38 72 -> 103 fr=81 (0.1319), cf=0.871, gamma=6.522, delta=0.112, M=-1.984e+002
9 36 38 56 -> 103 fr=82 (0.1336), cf=0.837, gamma=6.265, delta=0.112, M=-1.969e+002
9 36 38 74 -> 103 fr=82 (0.1336), cf=0.837, gamma=6.265, delta=0.112, M=-1.969e+002
23 36 38 77 -> 103 fr=81 (0.1319), cf=0.862, gamma=6.452, delta=0.111, M=-1.964e+002
9 36 56 72 74 -> 103 fr=82 (0.1336), cf=0.820, gamma=6.140, delta=0.112, M=-1.934e+002
9 23 36 56 72 -> 103 fr=81 (0.1319), cf=0.835, gamma=6.253, delta=0.111, M=-1.908e+002
9 23 36 72 74 -> 103 fr=81 (0.1319), cf=0.835, gamma=6.253, delta=0.111, M=-1.908e+002
9 36 38 77 -> 103 fr=82 (0.1336), cf=0.804, gamma=6.020, delta=0.111, M=-1.901e+002
9 36 38 72 -> 103 fr=82 (0.1336), cf=0.804, gamma=6.020, delta=0.111, M=-1.901e+002
23 36 38 -> 103 fr=81 (0.1319), cf=0.827, gamma=6.189, delta=0.111, M=-1.891e+002
9 23 36 72 -> 103 fr=81 (0.1319), cf=0.827, gamma=6.189, delta=0.111, M=-1.891e+002
9 36 56 74 -> 103 fr=82 (0.1336), cf=0.796, gamma=5.961, delta=0.111, M=-1.885e+002
23 38 65 -> 103 fr=81 (0.1319), cf=0.810, gamma=6.065, delta=0.110, M=-1.857e+002
9 23 36 56 -> 103 fr=81 (0.1319), cf=0.810, gamma=6.065, delta=0.110, M=-1.857e+002
9 23 36 74 -> 103 fr=81 (0.1319), cf=0.810, gamma=6.065, delta=0.110, M=-1.857e+002
