9 36 65 -> 103 fr=83 (0.1352), cf=0.965, gamma=7.140, delta=0.116, M=-2.286e+002
9 23 36 38 56 -> 103 fr=82 (0.1336), cf=0.976, gamma=7.221, delta=0.115, M=-2.257e+002
9 36 38 56 74 -> 103 fr=83 (0.1352), cf=0.943, gamma=6.977, delta=0.116, M=-2.227e+002
23 36 65 -> 103 fr=82 (0.1336), cf=0.953, gamma=7.054, delta=0.115, M=-2.193e+002
9 23 36 38 -> 103 fr=82 (0.1336), cf=0.953, gamma=7.054, delta=0.115, M=-2.193e+002
36 65 -> 103 fr=83 (0.1352), cf=0.922, gamma=6.822, delta=0.115, M=-2.174e+002
9 23 38 65 -> 103 fr=82 (0.1336), cf=0.921, gamma=6.816, delta=0.114, M=-2.112e+002
23 36 38 56 72 74 -> 103 fr=82 (0.1336), cf=0.921, gamma=6.816, delta=0.114, M=-2.112e+002
9 36 38 56 77 -> 103 fr=83 (0.1352), cf=0.892, gamma=6.602, delta=0.115, M=-2.104e+002
9 36 38 56 72 -> 103 fr=83 (0.1352), cf=0.892, gamma=6.602, delta=0.115, M=-2.104e+002
23 36 38 56 74 -> 103 fr=82 (0.1336), cf=0.911, gamma=6.740, delta=0.114, M=-2.088e+002
23 36 38 56 72 -> 103 fr=82 (0.1336), cf=0.911, gamma=6.740, delta=0.114, M=-2.088e+002
23 36 38 56 -> 103 fr=82 (0.1336), cf=0.901, gamma=6.666, delta=0.114, M=-2.065e+002
9 23 38 56 -> 103 fr=82 (0.1336), cf=0.891, gamma=6.594, delta=0.113, M=-2.043e+002
9 23 65 -> 103 fr=82 (0.1336), cf=0.882, gamma=6.523, delta=0.113, M=-2.022e+002
23 36 38 72 74 -> 103 fr=82 (0.1336), cf=0.872, gamma=6.453, delta=0.113, M=-2.001e+002
23 36 38 74 -> 103 fr=82 (0.1336), cf=0.863, gamma=6.385, delta=0.113, M=-1.981e+002
23 36 38 72 -> 103 fr=82 (0.1336), cf=0.863, gamma=6.385, delta=0.113, M=-1.981e+002
