9 36 65 -> 103 fr=80 (0.1303), cf=0.976, gamma=7.488, delta=0.113, M=-2.264e+002
9 23 36 38 56 -> 103 fr=79 (0.1287), cf=0.975, gamma=7.485, delta=0.111, M=-2.202e+002
9 36 38 56 74 -> 103 fr=80 (0.1303), cf=0.952, gamma=7.310, delta=0.112, M=-2.201e+002
36 65 -> 103 fr=80 (0.1303), cf=0.941, gamma=7.224, delta=0.112, M=-2.172e+002
9 23 36 38 -> 103 fr=79 (0.1287), cf=0.952, gamma=7.305, delta=0.111, M=-2.138e+002
9 36 38 56 77 -> 103 fr=80 (0.1303), cf=0.920, gamma=7.057, delta=0.112, M=-2.121e+002
9 36 38 56 72 -> 103 fr=80 (0.1303), cf=0.920, gamma=7.057, delta=0.112, M=-2.121e+002
23 36 38 56 72 74 -> 103 fr=79 (0.1287), cf=0.929, gamma=7.133, delta=0.111, M=-2.084e+002
9 23 38 65 -> 103 fr=79 (0.1287), cf=0.919, gamma=7.050, delta=0.110, M=-2.059e+002
23 36 38 56 74 -> 103 fr=79 (0.1287), cf=0.919, gamma=7.050, delta=0.110, M=-2.059e+002
23 36 38 56 72 -> 103 fr=79 (0.1287), cf=0.919, gamma=7.050, delta=0.110, M=-2.059e+002
23 36 38 56 -> 103 fr=79 (0.1287), cf=0.908, gamma=6.969, delta=0.110, M=-2.035e+002
9 23 65 -> 103 fr=79 (0.1287), cf=0.878, gamma=6.737, delta=0.110, M=-1.969e+002
9 23 38 56 -> 103 fr=79 (0.1287), cf=0.878, gamma=6.737, delta=0.110, M=-1.969e+002
23 36 38 72 74 -> 103 fr=79 (0.1287), cf=0.878, gamma=6.737, delta=0.110, M=-1.969e+002
9 36 38 56 -> 103 fr=80 (0.1303), cf=0.842, gamma=6.463, delta=0.110, M=-1.953e+002
9 36 38 74 -> 103 fr=80 (0.1303), cf=0.842, gamma=6.463, delta=0.110, M=-1.953e+002
23 36 38 74 -> 103 fr=79 (0.1287), cf=0.868, gamma=6.663, delta=0.109, M=-1.949e+002
23 36 38 72 -> 103 fr=79 (0.1287), cf=0.868, gamma=6.663, delta=0.109, M=-1.949e+002
23 36 38 77 -> 103 fr=79 (0.1287), cf=0.859, gamma=6.590, delta=0.109, M=-1.929e+002
9 36 56 72 74 -> 103 fr=80 (0.1303), cf=0.825, gamma=6.330, delta=0.110, M=-1.918e+002
9 36 38 77 -> 103 fr=80 (0.1303), cf=0.816, gamma=6.265, delta=0.109, M=-1.901e+002
9 36 38 72 -> 103 fr=80 (0.1303), cf=0.816, gamma=6.265, delta=0.109, M=-1.901e+002
9 23 36 56 72 -> 103 fr=79 (0.1287), cf=0.832, gamma=6.382, delta=0.109, M=-1.874e+002
23 38 65 -> 103 fr=79 (0.1287), cf=0.823, gamma=6.316, delta=0.108, M=-1.857e+002
9 23 36 72 74 -> 103 fr=79 (0.1287), cf=0.823, gamma=6.316, delta=0.108, M=-1.857e+002
9 38 65 -> 103 fr=80 (0.1303), cf=0.792, gamma=6.079, delta=0.109, M=-1.852e+002
9 36 56 74 -> 103 fr=80 (0.1303), cf=0.792, gamma=6.079, delta=0.109, M=-1.852e+002
9 23 36 72 -> 103 fr=79 (0.1287), cf=0.814, gamma=6.251, delta=0.108, M=-1.840e+002
