9 36 65 -> 103 fr=78 (0.1270), cf=0.963, gamma=7.580, delta=0.110, M=-2.194e+002
9 23 36 38 56 -> 103 fr=77 (0.1254), cf=0.975, gamma=7.673, delta=0.109, M=-2.164e+002
9 36 38 56 74 -> 103 fr=78 (0.1270), cf=0.940, gamma=7.398, delta=0.110, M=-2.135e+002
23 36 65 -> 103 fr=77 (0.1254), cf=0.951, gamma=7.483, delta=0.109, M=-2.101e+002
9 23 36 38 -> 103 fr=77 (0.1254), cf=0.951, gamma=7.483, delta=0.109, M=-2.101e+002
36 65 -> 103 fr=78 (0.1270), cf=0.918, gamma=7.224, delta=0.109, M=-2.084e+002
23 36 38 56 72 74 -> 103 fr=77 (0.1254), cf=0.928, gamma=7.303, delta=0.108, M=-2.047e+002
9 36 38 56 77 -> 103 fr=78 (0.1270), cf=0.897, gamma=7.057, delta=0.109, M=-2.038e+002
9 36 38 56 72 -> 103 fr=78 (0.1270), cf=0.897, gamma=7.057, delta=0.109, M=-2.038e+002
23 36 38 56 74 -> 103 fr=77 (0.1254), cf=0.917, gamma=7.216, delta=0.108, M=-2.022e+002
23 36 38 56 72 -> 103 fr=77 (0.1254), cf=0.917, gamma=7.216, delta=0.108, M=-2.022e+002
9 23 38 65 -> 103 fr=77 (0.1254), cf=0.906, gamma=7.131, delta=0.108, M=-1.999e+002
23 36 38 56 -> 103 fr=77 (0.1254), cf=0.906, gamma=7.131, delta=0.108, M=-1.999e+002
23 36 38 72 74 -> 103 fr=77 (0.1254), cf=0.875, gamma=6.888, delta=0.107, M=-1.934e+002
9 23 65 -> 103 fr=77 (0.1254), cf=0.865, gamma=6.810, delta=0.107, M=-1.914e+002
23 36 38 74 -> 103 fr=77 (0.1254), cf=0.865, gamma=6.810, delta=0.107, M=-1.914e+002
23 36 38 72 -> 103 fr=77 (0.1254), cf=0.865, gamma=6.810, delta=0.107, M=-1.914e+002
9 23 38 56 -> 103 fr=77 (0.1254), cf=0.865, gamma=6.810, delta=0.107, M=-1.914e+002
9 36 38 56 -> 103 fr=78 (0.1270), cf=0.830, gamma=6.532, delta=0.108, M=-1.901e+002
23 36 38 77 -> 103 fr=77 (0.1254), cf=0.856, gamma=6.735, delta=0.107, M=-1.894e+002
9 36 38 74 -> 103 fr=78 (0.1270), cf=0.821, gamma=6.463, delta=0.107, M=-1.883e+002
9 36 56 72 74 -> 103 fr=78 (0.1270), cf=0.821, gamma=6.463, delta=0.107, M=-1.883e+002
9 23 36 56 72 -> 103 fr=77 (0.1254), cf=0.837, gamma=6.588, delta=0.106, M=-1.857e+002
