8 -> 36 fr=37 (0.4066), cf=1.000, gamma=2.459, delta=0.241, M=-5.901e+001
7 -> ~36 fr=54 (0.5934), cf=1.000, gamma=1.685, delta=0.241, M=-5.901e+001
5 16 -> 36 fr=36 (0.3956), cf=1.000, gamma=2.459, delta=0.235, M=-5.501e+001
5 18 -> 36 fr=36 (0.3956), cf=1.000, gamma=2.459, delta=0.235, M=-5.501e+001
5 21 -> 36 fr=36 (0.3956), cf=1.000, gamma=2.459, delta=0.235, M=-5.501e+001
2 18 -> 36 fr=35 (0.3846), cf=1.000, gamma=2.459, delta=0.228, M=-5.167e+001
6 -> ~36 fr=53 (0.5824), cf=0.981, gamma=1.654, delta=0.230, M=-5.141e+001
2 16 -> 36 fr=34 (0.3736), cf=1.000, gamma=2.459, delta=0.222, M=-4.873e+001
2 21 -> 36 fr=35 (0.3846), cf=0.972, gamma=2.391, delta=0.224, M=-4.813e+001
2 9 -> 36 fr=33 (0.3626), cf=1.000, gamma=2.459, delta=0.215, M=-4.605e+001
3 18 20 21 -> 36 fr=37 (0.4066), cf=0.860, gamma=2.116, delta=0.214, M=-4.339e+001
4 -> 37 fr=18 (0.1978), cf=1.000, gamma=5.056, delta=0.159, M=-4.300e+001
3 -> ~37 fr=73 (0.8022), cf=1.000, gamma=1.247, delta=0.159, M=-4.300e+001
15 26 -> 37 fr=18 (0.1978), cf=1.000, gamma=5.056, delta=0.159, M=-4.300e+001
1 26 -> 37 fr=18 (0.1978), cf=1.000, gamma=5.056, delta=0.159, M=-4.300e+001
7 26 -> 37 fr=18 (0.1978), cf=1.000, gamma=5.056, delta=0.159, M=-4.300e+001
6 26 -> 37 fr=18 (0.1978), cf=1.000, gamma=5.056, delta=0.159, M=-4.300e+001
1 -> ~36 fr=51 (0.5604), cf=0.962, gamma=1.622, delta=0.215, M=-4.274e+001
16 20 21 -> 36 fr=36 (0.3956), cf=0.878, gamma=2.160, delta=0.212, M=-4.157e+001
1 15 18 -> 37 fr=18 (0.1978), cf=0.947, gamma=4.789, delta=0.157, M=-4.005e+001
7 15 18 -> 37 fr=18 (0.1978), cf=0.947, gamma=4.789, delta=0.157, M=-4.005e+001
1 6 15 31 -> 37 fr=18 (0.1978), cf=0.947, gamma=4.789, delta=0.157, M=-4.005e+001
1 15 21 31 -> 37 fr=18 (0.1978), cf=0.947, gamma=4.789, delta=0.157, M=-4.005e+001
6 7 15 31 -> 37 fr=18 (0.1978), cf=0.947, gamma=4.789, delta=0.157, M=-4.005e+001
7 15 21 31 -> 37 fr=18 (0.1978), cf=0.947, gamma=4.789, delta=0.157, M=-4.005e+001
3 18 20 -> 36 fr=37 (0.4066), cf=0.822, gamma=2.022, delta=0.206, M=-3.982e+001
16 20 -> 36 fr=36 (0.3956), cf=0.837, gamma=2.059, delta=0.203, M=-3.785e+001
15 18 -> 37 fr=18 (0.1978), cf=0.900, gamma=4.550, delta=0.154, M=-3.775e+001
1 15 31 -> 37 fr=18 (0.1978), cf=0.900, gamma=4.550, delta=0.154, M=-3.775e+001
7 15 31 -> 37 fr=18 (0.1978), cf=0.900, gamma=4.550, delta=0.154, M=-3.775e+001
6 15 31 -> 37 fr=18 (0.1978), cf=0.900, gamma=4.550, delta=0.154, M=-3.775e+001
15 21 31 -> 37 fr=18 (0.1978), cf=0.900, gamma=4.550, delta=0.154, M=-3.775e+001
15 31 -> 37 fr=18 (0.1978), cf=0.857, gamma=4.333, delta=0.152, M=-3.581e+001
11 16 21 -> 36 fr=31 (0.3407), cf=0.939, gamma=2.310, delta=0.193, M=-3.522e+001
23 26 31 -> 37 fr=18 (0.1978), cf=0.818, gamma=4.136, delta=0.150, M=-3.410e+001
1 21 23 31 -> 37 fr=18 (0.1978), cf=0.818, gamma=4.136, delta=0.150, M=-3.410e+001
7 20 21 31 -> 37 fr=18 (0.1978), cf=0.818, gamma=4.136, delta=0.150, M=-3.410e+001
7 21 23 31 -> 37 fr=18 (0.1978), cf=0.818, gamma=4.136, delta=0.150, M=-3.410e+001
1 6 20 21 31 -> 37 fr=18 (0.1978), cf=0.818, gamma=4.136, delta=0.150, M=-3.410e+001
3 20 35 -> 36 fr=29 (0.3187), cf=0.967, gamma=2.377, delta=0.185, M=-3.380e+001
19 24 -> 39 fr=12 (0.1319), cf=1.000, gamma=7.583, delta=0.114, M=-3.339e+001
7 24 -> 39 fr=12 (0.1319), cf=1.000, gamma=7.583, delta=0.114, M=-3.339e+001
6 24 -> 39 fr=12 (0.1319), cf=1.000, gamma=7.583, delta=0.114, M=-3.339e+001
16 19 -> 39 fr=12 (0.1319), cf=1.000, gamma=7.583, delta=0.114, M=-3.339e+001
19 31 -> 39 fr=12 (0.1319), cf=1.000, gamma=7.583, delta=0.114, M=-3.339e+001
18 19 -> 39 fr=12 (0.1319), cf=1.000, gamma=7.583, delta=0.114, M=-3.339e+001
