8 -> 36 fr=37 (0.3978), cf=1.000, gamma=2.514, delta=0.240, M=-6.003e+001
7 -> ~36 fr=56 (0.6022), cf=1.000, gamma=1.661, delta=0.240, M=-6.003e+001
5 21 -> 36 fr=36 (0.3871), cf=1.000, gamma=2.514, delta=0.233, M=-5.599e+001
2 18 -> 36 fr=36 (0.3871), cf=1.000, gamma=2.514, delta=0.233, M=-5.599e+001
5 16 20 -> 36 fr=36 (0.3871), cf=1.000, gamma=2.514, delta=0.233, M=-5.599e+001
5 18 20 -> 36 fr=36 (0.3871), cf=1.000, gamma=2.514, delta=0.233, M=-5.599e+001
2 5 -> 36 fr=35 (0.3763), cf=1.000, gamma=2.514, delta=0.227, M=-5.262e+001
2 16 -> 36 fr=35 (0.3763), cf=1.000, gamma=2.514, delta=0.227, M=-5.262e+001
5 16 -> 36 fr=36 (0.3871), cf=0.973, gamma=2.446, delta=0.229, M=-5.240e+001
5 20 -> 36 fr=36 (0.3871), cf=0.973, gamma=2.446, delta=0.229, M=-5.240e+001
5 18 -> 36 fr=36 (0.3871), cf=0.973, gamma=2.446, delta=0.229, M=-5.240e+001
2 9 -> 36 fr=34 (0.3656), cf=1.000, gamma=2.514, delta=0.220, M=-4.965e+001
6 -> ~36 fr=54 (0.5806), cf=0.982, gamma=1.631, delta=0.225, M=-4.947e+001
2 21 -> 36 fr=36 (0.3871), cf=0.947, gamma=2.381, delta=0.225, M=-4.947e+001
1 -> ~36 fr=52 (0.5591), cf=0.981, gamma=1.629, delta=0.216, M=-4.464e+001
3 18 20 21 -> 36 fr=37 (0.3978), cf=0.860, gamma=2.163, delta=0.214, M=-4.441e+001
4 -> 37 fr=18 (0.1935), cf=1.000, gamma=5.167, delta=0.156, M=-4.343e+001
3 -> ~37 fr=75 (0.8065), cf=1.000, gamma=1.240, delta=0.156, M=-4.343e+001
15 26 -> 37 fr=18 (0.1935), cf=1.000, gamma=5.167, delta=0.156, M=-4.343e+001
1 26 -> 37 fr=18 (0.1935), cf=1.000, gamma=5.167, delta=0.156, M=-4.343e+001
6 26 -> 37 fr=18 (0.1935), cf=1.000, gamma=5.167, delta=0.156, M=-4.343e+001
7 26 -> 37 fr=18 (0.1935), cf=1.000, gamma=5.167, delta=0.156, M=-4.343e+001
16 20 21 -> 36 fr=36 (0.3871), cf=0.878, gamma=2.207, delta=0.212, M=-4.255e+001
3 18 20 -> 36 fr=37 (0.3978), cf=0.822, gamma=2.067, delta=0.205, M=-4.085e+001
1 15 18 -> 37 fr=18 (0.1935), cf=0.947, gamma=4.895, delta=0.154, M=-4.049e+001
7 15 18 -> 37 fr=18 (0.1935), cf=0.947, gamma=4.895, delta=0.154, M=-4.049e+001
1 6 15 31 -> 37 fr=18 (0.1935), cf=0.947, gamma=4.895, delta=0.154, M=-4.049e+001
1 15 21 31 -> 37 fr=18 (0.1935), cf=0.947, gamma=4.895, delta=0.154, M=-4.049e+001
6 7 15 31 -> 37 fr=18 (0.1935), cf=0.947, gamma=4.895, delta=0.154, M=-4.049e+001
7 15 21 31 -> 37 fr=18 (0.1935), cf=0.947, gamma=4.895, delta=0.154, M=-4.049e+001
16 20 -> 36 fr=36 (0.3871), cf=0.837, gamma=2.104, delta=0.203, M=-3.883e+001
11 16 21 -> 36 fr=32 (0.3441), cf=0.941, gamma=2.366, delta=0.199, M=-3.827e+001
15 18 -> 37 fr=18 (0.1935), cf=0.900, gamma=4.650, delta=0.152, M=-3.819e+001
1 15 31 -> 37 fr=18 (0.1935), cf=0.900, gamma=4.650, delta=0.152, M=-3.819e+001
6 15 31 -> 37 fr=18 (0.1935), cf=0.900, gamma=4.650, delta=0.152, M=-3.819e+001
7 15 31 -> 37 fr=18 (0.1935), cf=0.900, gamma=4.650, delta=0.152, M=-3.819e+001
15 21 31 -> 37 fr=18 (0.1935), cf=0.900, gamma=4.650, delta=0.152, M=-3.819e+001
15 31 -> 37 fr=18 (0.1935), cf=0.857, gamma=4.429, delta=0.150, M=-3.624e+001
11 16 -> 36 fr=32 (0.3441), cf=0.914, gamma=2.298, delta=0.194, M=-3.590e+001
3 11 18 21 -> 36 fr=32 (0.3441), cf=0.914, gamma=2.298, delta=0.194, M=-3.590e+001
3 18 21 23 -> 36 fr=34 (0.3656), cf=0.850, gamma=2.136, delta=0.194, M=-3.480e+001
3 20 35 -> 36 fr=29 (0.3118), cf=0.967, gamma=2.430, delta=0.183, M=-3.455e+001
23 26 31 -> 37 fr=18 (0.1935), cf=0.818, gamma=4.227, delta=0.148, M=-3.453e+001
1 21 23 31 -> 37 fr=18 (0.1935), cf=0.818, gamma=4.227, delta=0.148, M=-3.453e+001
7 20 21 31 -> 37 fr=18 (0.1935), cf=0.818, gamma=4.227, delta=0.148, M=-3.453e+001
7 21 23 31 -> 37 fr=18 (0.1935), cf=0.818, gamma=4.227, delta=0.148, M=-3.453e+001
1 6 20 21 31 -> 37 fr=18 (0.1935), cf=0.818, gamma=4.227, delta=0.148, M=-3.453e+001
16 21 23 -> 36 fr=33 (0.3548), cf=0.868, gamma=2.183, delta=0.192, M=-3.416e+001
3 11 18 -> 36 fr=32 (0.3441), cf=0.889, gamma=2.234, delta=0.190, M=-3.379e+001
19 24 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 24 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
7 24 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 16 19 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 19 31 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 18 19 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 12 16 25 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 12 25 31 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
6 12 18 25 -> 39 fr=12 (0.1290), cf=1.000, gamma=7.750, delta=0.112, M=-3.366e+001
3 20 21 -> 36 fr=37 (0.3978), cf=0.740, gamma=1.860, delta=0.184, M=-3.344e+001
26 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
1 6 20 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
1 6 23 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
1 20 21 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
6 7 20 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
6 7 23 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
6 20 21 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
6 21 23 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
7 18 20 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
1 18 20 23 31 -> 37 fr=18 (0.1935), cf=0.783, gamma=4.043, delta=0.146, M=-3.301e+001
23 26 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
6 20 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
6 23 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
7 20 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 6 15 20 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 15 20 21 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 18 20 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 20 23 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 18 23 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 18 21 23 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
7 18 23 31 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
7 18 20 21 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
7 18 21 23 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
1 6 18 20 21 -> 37 fr=18 (0.1935), cf=0.750, gamma=3.875, delta=0.144, M=-3.162e+001
9 18 20 21 -> 36 fr=35 (0.3763), cf=0.778, gamma=1.955, delta=0.184, M=-3.111e+001
1 24 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
16 19 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
19 31 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
18 19 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
24 25 31 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
6 12 25 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
7 12 16 25 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
7 12 25 31 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
7 12 18 25 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
6 12 16 31 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
1 3 6 12 31 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
3 6 7 12 31 -> 39 fr=12 (0.1290), cf=0.923, gamma=7.154, delta=0.111, M=-3.110e+001
16 23 35 -> 36 fr=25 (0.2688), cf=1.000, gamma=2.514, delta=0.162, M=-3.042e+001
1 15 20 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
1 20 31 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
1 23 31 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
7 23 31 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
1 18 20 21 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
6 18 20 21 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
6 18 21 23 -> 37 fr=18 (0.1935), cf=0.720, gamma=3.720, delta=0.142, M=-3.035e+001
3 18 23 -> 36 fr=34 (0.3656), cf=0.791, gamma=1.987, delta=0.182, M=-2.998e+001
12 19 21 25 -> 39 fr=11 (0.1183), cf=1.000, gamma=7.750, delta=0.103, M=-2.926e+001
7 12 21 25 -> 39 fr=11 (0.1183), cf=1.000, gamma=7.750, delta=0.103, M=-2.926e+001
1 10 31 -> 37 fr=14 (0.1505), cf=1.000, gamma=5.167, delta=0.121, M=-2.921e+001
1 10 18 -> 37 fr=14 (0.1505), cf=1.000, gamma=5.167, delta=0.121, M=-2.921e+001
6 10 31 -> 37 fr=14 (0.1505), cf=1.000, gamma=5.167, delta=0.121, M=-2.921e+001
6 10 18 -> 37 fr=14 (0.1505), cf=1.000, gamma=5.167, delta=0.121, M=-2.921e+001
7 10 31 -> 37 fr=14 (0.1505), cf=1.000, gamma=5.167, delta=0.121, M=-2.921e+001
7 10 18 -> 37 fr=14 (0.1505), cf=1.000, gamma=5.167, delta=0.121, M=-2.921e+001
7 18 20 -> 37 fr=18 (0.1935), cf=0.692, gamma=3.577, delta=0.139, M=-2.917e+001
7 15 20 21 -> 37 fr=18 (0.1935), cf=0.692, gamma=3.577, delta=0.139, M=-2.917e+001
1 6 18 20 -> 37 fr=18 (0.1935), cf=0.692, gamma=3.577, delta=0.139, M=-2.917e+001
1 6 18 23 -> 37 fr=18 (0.1935), cf=0.692, gamma=3.577, delta=0.139, M=-2.917e+001
1 18 20 23 -> 37 fr=18 (0.1935), cf=0.692, gamma=3.577, delta=0.139, M=-2.917e+001
6 7 18 23 -> 37 fr=18 (0.1935), cf=0.692, gamma=3.577, delta=0.139, M=-2.917e+001
24 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
24 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
12 19 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
6 19 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
7 12 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
12 25 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
6 16 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
6 25 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
6 18 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
1 12 16 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
1 12 18 25 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
3 6 12 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
7 12 16 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
3 7 12 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
1 6 9 12 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
6 7 9 12 31 -> 39 fr=12 (0.1290), cf=0.857, gamma=6.643, delta=0.110, M=-2.915e+001
16 23 -> 36 fr=33 (0.3548), cf=0.805, gamma=2.023, delta=0.179, M=-2.913e+001
3 18 21 -> 36 fr=37 (0.3978), cf=0.685, gamma=1.722, delta=0.167, M=-2.855e+001
3 9 20 -> 36 fr=35 (0.3763), cf=0.745, gamma=1.872, delta=0.175, M=-2.840e+001
9 18 20 -> 36 fr=35 (0.3763), cf=0.745, gamma=1.872, delta=0.175, M=-2.840e+001
15 20 21 -> 37 fr=18 (0.1935), cf=0.667, gamma=3.444, delta=0.137, M=-2.807e+001
1 18 20 -> 37 fr=18 (0.1935), cf=0.667, gamma=3.444, delta=0.137, M=-2.807e+001
1 18 23 -> 37 fr=18 (0.1935), cf=0.667, gamma=3.444, delta=0.137, M=-2.807e+001
6 18 20 -> 37 fr=18 (0.1935), cf=0.667, gamma=3.444, delta=0.137, M=-2.807e+001
6 18 23 -> 37 fr=18 (0.1935), cf=0.667, gamma=3.444, delta=0.137, M=-2.807e+001
7 18 23 -> 37 fr=18 (0.1935), cf=0.667, gamma=3.444, delta=0.137, M=-2.807e+001
3 20 31 -> 36 fr=31 (0.3333), cf=0.838, gamma=2.106, delta=0.175, M=-2.806e+001
16 21 35 -> 36 fr=28 (0.3011), cf=0.903, gamma=2.270, delta=0.168, M=-2.787e+001
9 20 35 -> 36 fr=29 (0.3118), cf=0.879, gamma=2.209, delta=0.171, M=-2.773e+001
3 21 23 31 -> 36 fr=29 (0.3118), cf=0.879, gamma=2.209, delta=0.171, M=-2.773e+001
23 -> ~39 fr=78 (0.8387), cf=1.000, gamma=1.148, delta=0.108, M=-2.754e+001
