1 -> ~85 fr=168 (0.5091), cf=0.875, gamma=1.388, delta=0.142, M=-6.387e+001
1 -> 84 fr=168 (0.5091), cf=0.875, gamma=1.388, delta=0.142, M=-6.387e+001
3 49 -> ~85 fr=65 (0.1970), cf=0.890, gamma=1.413, delta=0.058, M=-1.733e+001
3 49 -> 84 fr=65 (0.1970), cf=0.890, gamma=1.413, delta=0.058, M=-1.733e+001
49 -> 84 fr=69 (0.2091), cf=0.873, gamma=1.386, delta=0.058, M=-1.659e+001
5 25 29 -> 85 fr=39 (0.1182), cf=0.684, gamma=1.851, delta=0.054, M=-1.599e+001
5 25 29 -> ~84 fr=39 (0.1182), cf=0.684, gamma=1.851, delta=0.054, M=-1.599e+001
3 16 72 -> ~85 fr=87 (0.2636), cf=0.829, gamma=1.315, delta=0.063, M=-1.584e+001
3 16 72 -> 84 fr=87 (0.2636), cf=0.829, gamma=1.315, delta=0.063, M=-1.584e+001
5 25 -> 85 fr=67 (0.2030), cf=0.554, gamma=1.498, delta=0.067, M=-1.575e+001
5 25 -> ~84 fr=67 (0.2030), cf=0.554, gamma=1.498, delta=0.067, M=-1.575e+001
5 29 -> 85 fr=50 (0.1515), cf=0.617, gamma=1.670, delta=0.061, M=-1.568e+001
5 29 -> ~84 fr=50 (0.1515), cf=0.617, gamma=1.670, delta=0.061, M=-1.568e+001
16 72 -> ~85 fr=99 (0.3000), cf=0.805, gamma=1.277, delta=0.065, M=-1.541e+001
16 72 -> 84 fr=99 (0.3000), cf=0.805, gamma=1.277, delta=0.065, M=-1.541e+001
16 -> ~85 fr=139 (0.4212), cf=0.751, gamma=1.192, delta=0.068, M=-1.528e+001
16 -> 84 fr=139 (0.4212), cf=0.751, gamma=1.192, delta=0.068, M=-1.528e+001
65 -> 84 fr=46 (0.1394), cf=0.920, gamma=1.460, delta=0.044, M=-1.427e+001
27 -> 84 fr=85 (0.2576), cf=0.817, gamma=1.297, delta=0.059, M=-1.403e+001
5 20 47 -> 85 fr=36 (0.1091), cf=0.667, gamma=1.803, delta=0.049, M=-1.360e+001
5 20 47 -> ~84 fr=36 (0.1091), cf=0.667, gamma=1.803, delta=0.049, M=-1.360e+001
25 29 -> 85 fr=40 (0.1212), cf=0.635, gamma=1.717, delta=0.051, M=-1.321e+001
25 29 -> ~84 fr=40 (0.1212), cf=0.635, gamma=1.717, delta=0.051, M=-1.321e+001
3 66 -> ~85 fr=71 (0.2152), cf=0.835, gamma=1.325, delta=0.053, M=-1.304e+001
3 66 -> 84 fr=71 (0.2152), cf=0.835, gamma=1.325, delta=0.053, M=-1.304e+001
25 35 -> 85 fr=63 (0.1909), cf=0.538, gamma=1.456, delta=0.060, M=-1.290e+001
25 35 -> ~84 fr=63 (0.1909), cf=0.538, gamma=1.456, delta=0.060, M=-1.290e+001
5 47 -> 85 fr=47 (0.1424), cf=0.595, gamma=1.609, delta=0.054, M=-1.289e+001
5 47 -> ~84 fr=47 (0.1424), cf=0.595, gamma=1.609, delta=0.054, M=-1.289e+001
29 -> 85 fr=51 (0.1545), cf=0.573, gamma=1.550, delta=0.055, M=-1.246e+001
42 -> 84 fr=42 (0.1273), cf=0.913, gamma=1.449, delta=0.039, M=-1.243e+001
66 -> 84 fr=71 (0.2152), cf=0.826, gamma=1.310, delta=0.051, M=-1.208e+001
3 61 71 -> ~85 fr=61 (0.1848), cf=0.847, gamma=1.344, delta=0.047, M=-1.200e+001
3 61 71 -> 84 fr=61 (0.1848), cf=0.847, gamma=1.344, delta=0.047, M=-1.200e+001
3 46 71 -> ~85 fr=58 (0.1758), cf=0.853, gamma=1.353, delta=0.046, M=-1.183e+001
3 46 71 -> 84 fr=58 (0.1758), cf=0.853, gamma=1.353, delta=0.046, M=-1.183e+001
61 71 -> ~85 fr=63 (0.1909), cf=0.840, gamma=1.333, delta=0.048, M=-1.179e+001
61 71 -> 84 fr=63 (0.1909), cf=0.840, gamma=1.333, delta=0.048, M=-1.179e+001
46 71 -> ~85 fr=60 (0.1818), cf=0.845, gamma=1.341, delta=0.046, M=-1.160e+001
46 71 -> 84 fr=60 (0.1818), cf=0.845, gamma=1.341, delta=0.046, M=-1.160e+001
5 15 -> 85 fr=37 (0.1121), cf=0.617, gamma=1.668, delta=0.045, M=-1.108e+001
5 15 -> ~84 fr=37 (0.1121), cf=0.617, gamma=1.668, delta=0.045, M=-1.108e+001
46 -> 84 fr=68 (0.2061), cf=0.819, gamma=1.300, delta=0.048, M=-1.093e+001
3 71 79 -> ~85 fr=38 (0.1152), cf=0.905, gamma=1.435, delta=0.035, M=-1.067e+001
3 71 79 -> 84 fr=38 (0.1152), cf=0.905, gamma=1.435, delta=0.035, M=-1.067e+001
15 -> 85 fr=38 (0.1152), cf=0.603, gamma=1.632, delta=0.045, M=-1.062e+001
71 79 -> ~85 fr=41 (0.1242), cf=0.891, gamma=1.414, delta=0.036, M=-1.061e+001
71 79 -> 84 fr=41 (0.1242), cf=0.891, gamma=1.414, delta=0.036, M=-1.061e+001
79 -> 84 fr=46 (0.1394), cf=0.868, gamma=1.377, delta=0.038, M=-1.026e+001
20 47 -> 85 fr=37 (0.1121), cf=0.587, gamma=1.589, delta=0.042, M=-9.436e+000
20 47 -> ~84 fr=37 (0.1121), cf=0.587, gamma=1.589, delta=0.042, M=-9.436e+000
47 -> 85 fr=49 (0.1485), cf=0.538, gamma=1.456, delta=0.047, M=-9.348e+000
3 61 72 -> ~85 fr=49 (0.1485), cf=0.845, gamma=1.340, delta=0.038, M=-9.335e+000
3 61 72 -> 84 fr=49 (0.1485), cf=0.845, gamma=1.340, delta=0.038, M=-9.335e+000
3 61 -> ~85 fr=70 (0.2121), cf=0.795, gamma=1.262, delta=0.044, M=-9.211e+000
3 61 -> 84 fr=70 (0.2121), cf=0.795, gamma=1.262, delta=0.044, M=-9.211e+000
61 -> 84 fr=72 (0.2182), cf=0.791, gamma=1.255, delta=0.044, M=-9.147e+000
3 36 71 -> ~85 fr=54 (0.1636), cf=0.818, gamma=1.298, delta=0.038, M=-8.438e+000
3 36 71 -> 84 fr=54 (0.1636), cf=0.818, gamma=1.298, delta=0.038, M=-8.438e+000
3 32 -> ~85 fr=38 (0.1152), cf=0.864, gamma=1.370, delta=0.031, M=-8.228e+000
3 32 -> 84 fr=38 (0.1152), cf=0.864, gamma=1.370, delta=0.031, M=-8.228e+000
36 71 -> ~85 fr=57 (0.1727), cf=0.803, gamma=1.274, delta=0.037, M=-7.863e+000
36 71 -> 84 fr=57 (0.1727), cf=0.803, gamma=1.274, delta=0.037, M=-7.863e+000
5 32 -> ~85 fr=37 (0.1121), cf=0.860, gamma=1.365, delta=0.030, M=-7.848e+000
5 32 -> 84 fr=37 (0.1121), cf=0.860, gamma=1.365, delta=0.030, M=-7.848e+000
3 57 -> ~85 fr=47 (0.1424), cf=0.825, gamma=1.308, delta=0.034, M=-7.697e+000
3 57 -> 84 fr=47 (0.1424), cf=0.825, gamma=1.308, delta=0.034, M=-7.697e+000
32 -> 84 fr=39 (0.1182), cf=0.848, gamma=1.345, delta=0.030, M=-7.583e+000
3 5 35 -> 85 fr=84 (0.2545), cf=0.447, gamma=1.209, delta=0.044, M=-7.452e+000
3 5 35 -> ~84 fr=84 (0.2545), cf=0.447, gamma=1.209, delta=0.044, M=-7.452e+000
5 21 35 -> 85 fr=35 (0.1061), cf=0.556, gamma=1.503, delta=0.035, M=-7.310e+000
5 21 35 -> ~84 fr=35 (0.1061), cf=0.556, gamma=1.503, delta=0.035, M=-7.310e+000
23 72 -> ~85 fr=66 (0.2000), cf=0.776, gamma=1.232, delta=0.038, M=-7.215e+000
23 72 -> 84 fr=66 (0.2000), cf=0.776, gamma=1.232, delta=0.038, M=-7.215e+000
5 35 -> 85 fr=84 (0.2545), cf=0.444, gamma=1.202, delta=0.043, M=-7.162e+000
5 35 -> ~84 fr=84 (0.2545), cf=0.444, gamma=1.202, delta=0.043, M=-7.162e+000
5 21 -> 85 fr=39 (0.1182), cf=0.534, gamma=1.445, delta=0.036, M=-7.027e+000
5 21 -> ~84 fr=39 (0.1182), cf=0.534, gamma=1.445, delta=0.036, M=-7.027e+000
23 71 -> ~85 fr=73 (0.2212), cf=0.760, gamma=1.206, delta=0.038, M=-6.821e+000
23 71 -> 84 fr=73 (0.2212), cf=0.760, gamma=1.206, delta=0.038, M=-6.821e+000
