8 -> 36 fr=37 (0.4022), cf=1.000, gamma=2.486, delta=0.240, M=-5.953e+001
7 -> ~36 fr=55 (0.5978), cf=1.000, gamma=1.673, delta=0.240, M=-5.953e+001
5 20 -> 36 fr=36 (0.3913), cf=1.000, gamma=2.486, delta=0.234, M=-5.550e+001
5 21 -> 36 fr=36 (0.3913), cf=1.000, gamma=2.486, delta=0.234, M=-5.550e+001
2 18 -> 36 fr=35 (0.3804), cf=1.000, gamma=2.486, delta=0.227, M=-5.215e+001
6 -> ~36 fr=54 (0.5870), cf=0.982, gamma=1.642, delta=0.230, M=-5.191e+001
2 16 -> 36 fr=34 (0.3696), cf=1.000, gamma=2.486, delta=0.221, M=-4.919e+001
2 9 -> 36 fr=34 (0.3696), cf=1.000, gamma=2.486, delta=0.221, M=-4.919e+001
2 21 -> 36 fr=35 (0.3804), cf=0.972, gamma=2.417, delta=0.223, M=-4.860e+001
3 18 20 21 -> 36 fr=37 (0.4022), cf=0.860, gamma=2.140, delta=0.214, M=-4.390e+001
1 -> ~36 fr=52 (0.5652), cf=0.963, gamma=1.611, delta=0.214, M=-4.322e+001
4 -> 37 fr=18 (0.1957), cf=1.000, gamma=5.111, delta=0.157, M=-4.322e+001
3 -> ~37 fr=74 (0.8043), cf=1.000, gamma=1.243, delta=0.157, M=-4.322e+001
15 26 -> 37 fr=18 (0.1957), cf=1.000, gamma=5.111, delta=0.157, M=-4.322e+001
1 26 -> 37 fr=18 (0.1957), cf=1.000, gamma=5.111, delta=0.157, M=-4.322e+001
7 26 -> 37 fr=18 (0.1957), cf=1.000, gamma=5.111, delta=0.157, M=-4.322e+001
6 26 -> 37 fr=18 (0.1957), cf=1.000, gamma=5.111, delta=0.157, M=-4.322e+001
16 20 21 -> 36 fr=36 (0.3913), cf=0.878, gamma=2.183, delta=0.212, M=-4.207e+001
3 18 20 -> 36 fr=37 (0.4022), cf=0.822, gamma=2.044, delta=0.205, M=-4.034e+001
1 15 31 -> 37 fr=18 (0.1957), cf=0.947, gamma=4.842, delta=0.155, M=-4.027e+001
1 15 18 -> 37 fr=18 (0.1957), cf=0.947, gamma=4.842, delta=0.155, M=-4.027e+001
7 15 31 -> 37 fr=18 (0.1957), cf=0.947, gamma=4.842, delta=0.155, M=-4.027e+001
7 15 18 -> 37 fr=18 (0.1957), cf=0.947, gamma=4.842, delta=0.155, M=-4.027e+001
16 20 -> 36 fr=36 (0.3913), cf=0.837, gamma=2.082, delta=0.203, M=-3.834e+001
15 31 -> 37 fr=18 (0.1957), cf=0.900, gamma=4.600, delta=0.153, M=-3.797e+001
15 18 -> 37 fr=18 (0.1957), cf=0.900, gamma=4.600, delta=0.153, M=-3.797e+001
23 26 31 -> 37 fr=18 (0.1957), cf=0.857, gamma=4.381, delta=0.151, M=-3.602e+001
11 16 21 -> 36 fr=31 (0.3370), cf=0.939, gamma=2.336, delta=0.193, M=-3.563e+001
26 31 -> 37 fr=18 (0.1957), cf=0.818, gamma=4.182, delta=0.149, M=-3.432e+001
23 26 -> 37 fr=18 (0.1957), cf=0.818, gamma=4.182, delta=0.149, M=-3.432e+001
1 21 23 31 -> 37 fr=18 (0.1957), cf=0.818, gamma=4.182, delta=0.149, M=-3.432e+001
7 20 21 31 -> 37 fr=18 (0.1957), cf=0.818, gamma=4.182, delta=0.149, M=-3.432e+001
7 21 23 31 -> 37 fr=18 (0.1957), cf=0.818, gamma=4.182, delta=0.149, M=-3.432e+001
1 6 20 21 31 -> 37 fr=18 (0.1957), cf=0.818, gamma=4.182, delta=0.149, M=-3.432e+001
3 20 35 -> 36 fr=29 (0.3152), cf=0.967, gamma=2.404, delta=0.184, M=-3.418e+001
3 9 20 21 -> 36 fr=36 (0.3913), cf=0.783, gamma=1.946, delta=0.190, M=-3.356e+001
9 18 20 21 -> 36 fr=36 (0.3913), cf=0.783, gamma=1.946, delta=0.190, M=-3.356e+001
19 24 -> 39 fr=12 (0.1304), cf=1.000, gamma=7.667, delta=0.113, M=-3.352e+001
7 24 -> 39 fr=12 (0.1304), cf=1.000, gamma=7.667, delta=0.113, M=-3.352e+001
6 24 -> 39 fr=12 (0.1304), cf=1.000, gamma=7.667, delta=0.113, M=-3.352e+001
6 16 19 -> 39 fr=12 (0.1304), cf=1.000, gamma=7.667, delta=0.113, M=-3.352e+001
6 19 31 -> 39 fr=12 (0.1304), cf=1.000, gamma=7.667, delta=0.113, M=-3.352e+001
