45 -> ~103 fr=10930 (0.6076), cf=0.997, gamma=1.036, delta=0.021, M=-5.092e+002
45 -> ~102 fr=10911 (0.6066), cf=0.995, gamma=1.035, delta=0.020, M=-4.578e+002
40 80 -> ~105 fr=9392 (0.5221), cf=0.996, gamma=1.037, delta=0.018, M=-3.889e+002
75 80 -> ~101 fr=9633 (0.5355), cf=0.994, gamma=1.036, delta=0.019, M=-3.726e+002
75 80 -> ~105 fr=9631 (0.5354), cf=0.994, gamma=1.035, delta=0.018, M=-3.498e+002
75 80 -> ~100 fr=9624 (0.5350), cf=0.993, gamma=1.034, delta=0.018, M=-3.383e+002
34 80 -> ~105 fr=7611 (0.4231), cf=0.997, gamma=1.038, delta=0.016, M=-3.170e+002
75 -> ~103 fr=11550 (0.6421), cf=0.989, gamma=1.027, delta=0.017, M=-3.126e+002
40 80 -> ~100 fr=9351 (0.5198), cf=0.992, gamma=1.033, delta=0.016, M=-2.887e+002
75 -> ~101 fr=11507 (0.6397), cf=0.985, gamma=1.027, delta=0.017, M=-2.743e+002
75 -> ~102 fr=11524 (0.6406), cf=0.987, gamma=1.026, delta=0.016, M=-2.696e+002
65 80 -> ~105 fr=7714 (0.4288), cf=0.993, gamma=1.033, delta=0.014, M=-2.274e+002
40 -> ~100 fr=10954 (0.6090), cf=0.985, gamma=1.025, delta=0.015, M=-2.259e+002
34 -> ~105 fr=8718 (0.4847), cf=0.990, gamma=1.030, delta=0.014, M=-2.203e+002
34 80 -> ~100 fr=7572 (0.4209), cf=0.992, gamma=1.033, delta=0.014, M=-2.194e+002
30 50 -> ~101 fr=5368 (0.2984), cf=0.998, gamma=1.040, delta=0.011, M=-2.136e+002
40 -> ~105 fr=10950 (0.6087), cf=0.984, gamma=1.025, delta=0.015, M=-2.127e+002
65 80 -> ~106 fr=7718 (0.4291), cf=0.993, gamma=1.031, delta=0.013, M=-2.124e+002
30 50 80 -> ~100 fr=4897 (0.2722), cf=0.999, gamma=1.040, delta=0.010, M=-2.024e+002
65 -> ~106 fr=9551 (0.5310), cf=0.988, gamma=1.026, delta=0.013, M=-2.011e+002
65 80 -> ~100 fr=7699 (0.4280), cf=0.991, gamma=1.032, delta=0.013, M=-2.005e+002
