27 52 56 -> ~96 fr=16612 (0.3779), cf=0.966, gamma=1.270, delta=0.080, M=-3.994e+003
27 52 56 -> 97 fr=16612 (0.3779), cf=0.966, gamma=1.270, delta=0.080, M=-3.994e+003
27 52 -> ~96 fr=16784 (0.3818), cf=0.964, gamma=1.266, delta=0.080, M=-3.940e+003
27 52 -> 97 fr=16784 (0.3818), cf=0.964, gamma=1.266, delta=0.080, M=-3.940e+003
43 51 -> 96 fr=7957 (0.1810), cf=0.449, gamma=1.882, delta=0.085, M=-3.640e+003
43 51 -> ~97 fr=7957 (0.1810), cf=0.449, gamma=1.882, delta=0.085, M=-3.640e+003
27 56 -> ~96 fr=16760 (0.3813), cf=0.952, gamma=1.250, delta=0.076, M=-3.460e+003
27 56 -> 97 fr=16760 (0.3813), cf=0.952, gamma=1.250, delta=0.076, M=-3.460e+003
27 -> ~96 fr=16932 (0.3852), cf=0.950, gamma=1.247, delta=0.076, M=-3.422e+003
27 -> 97 fr=16932 (0.3852), cf=0.950, gamma=1.247, delta=0.076, M=-3.422e+003
23 52 56 -> ~96 fr=26201 (0.5961), cf=0.876, gamma=1.151, delta=0.078, M=-3.235e+003
23 52 56 -> 97 fr=26201 (0.5961), cf=0.876, gamma=1.151, delta=0.078, M=-3.235e+003
42 52 56 -> ~96 fr=12234 (0.2783), cf=0.979, gamma=1.286, delta=0.062, M=-3.036e+003
42 52 56 -> 97 fr=12234 (0.2783), cf=0.979, gamma=1.286, delta=0.062, M=-3.036e+003
42 52 -> ~96 fr=12301 (0.2798), cf=0.977, gamma=1.283, delta=0.062, M=-2.980e+003
42 52 -> 97 fr=12301 (0.2798), cf=0.977, gamma=1.283, delta=0.062, M=-2.980e+003
52 56 -> ~96 fr=32639 (0.7425), cf=0.814, gamma=1.070, delta=0.048, M=-2.921e+003
52 56 -> 97 fr=32639 (0.7425), cf=0.814, gamma=1.070, delta=0.048, M=-2.921e+003
23 52 -> ~96 fr=26489 (0.6026), cf=0.867, gamma=1.139, delta=0.074, M=-2.906e+003
23 52 -> 97 fr=26489 (0.6026), cf=0.867, gamma=1.139, delta=0.074, M=-2.906e+003
42 56 -> ~96 fr=12325 (0.2804), cf=0.969, gamma=1.273, delta=0.060, M=-2.753e+003
42 56 -> 97 fr=12325 (0.2804), cf=0.969, gamma=1.273, delta=0.060, M=-2.753e+003
42 -> ~96 fr=12392 (0.2819), cf=0.967, gamma=1.270, delta=0.060, M=-2.708e+003
42 -> 97 fr=12392 (0.2819), cf=0.967, gamma=1.270, delta=0.060, M=-2.708e+003
24 51 -> 96 fr=4658 (0.1060), cf=0.548, gamma=2.297, delta=0.060, M=-2.458e+003
24 51 -> ~97 fr=4658 (0.1060), cf=0.548, gamma=2.297, delta=0.060, M=-2.458e+003
23 56 -> ~96 fr=26505 (0.6030), cf=0.853, gamma=1.121, delta=0.065, M=-2.319e+003
23 56 -> 97 fr=26505 (0.6030), cf=0.853, gamma=1.121, delta=0.065, M=-2.319e+003
52 -> ~96 fr=33027 (0.7513), cf=0.798, gamma=1.048, delta=0.034, M=-2.134e+003
23 -> ~96 fr=26793 (0.6095), cf=0.845, gamma=1.110, delta=0.060, M=-2.047e+003
23 -> 97 fr=26793 (0.6095), cf=0.845, gamma=1.110, delta=0.060, M=-2.047e+003
50 56 -> ~96 fr=12868 (0.2927), cf=0.897, gamma=1.179, delta=0.044, M=-1.213e+003
50 56 -> 97 fr=12868 (0.2927), cf=0.897, gamma=1.179, delta=0.044, M=-1.213e+003
50 -> ~96 fr=12980 (0.2953), cf=0.891, gamma=1.170, delta=0.043, M=-1.119e+003
50 -> 97 fr=12980 (0.2953), cf=0.891, gamma=1.170, delta=0.043, M=-1.119e+003
31 56 61 -> ~96 fr=6118 (0.1392), cf=0.957, gamma=1.257, delta=0.028, M=-1.047e+003
31 56 61 -> 97 fr=6118 (0.1392), cf=0.957, gamma=1.257, delta=0.028, M=-1.047e+003
31 56 -> ~96 fr=6176 (0.1405), cf=0.956, gamma=1.256, delta=0.029, M=-1.046e+003
31 56 -> 97 fr=6176 (0.1405), cf=0.956, gamma=1.256, delta=0.029, M=-1.046e+003
31 61 -> ~96 fr=6159 (0.1401), cf=0.955, gamma=1.254, delta=0.028, M=-1.023e+003
31 61 -> 97 fr=6159 (0.1401), cf=0.955, gamma=1.254, delta=0.028, M=-1.023e+003
31 -> 97 fr=6217 (0.1414), cf=0.954, gamma=1.253, delta=0.029, M=-1.021e+003
44 56 61 -> ~96 fr=9924 (0.2258), cf=0.904, gamma=1.188, delta=0.036, M=-9.475e+002
44 56 61 -> 97 fr=9924 (0.2258), cf=0.904, gamma=1.188, delta=0.036, M=-9.475e+002
44 56 -> ~96 fr=10036 (0.2283), cf=0.903, gamma=1.186, delta=0.036, M=-9.457e+002
44 56 -> 97 fr=10036 (0.2283), cf=0.903, gamma=1.186, delta=0.036, M=-9.457e+002
44 61 -> ~96 fr=10095 (0.2297), cf=0.901, gamma=1.184, delta=0.036, M=-9.305e+002
44 61 -> 97 fr=10095 (0.2297), cf=0.901, gamma=1.184, delta=0.036, M=-9.305e+002
44 -> ~96 fr=10209 (0.2322), cf=0.900, gamma=1.182, delta=0.036, M=-9.264e+002
44 -> 97 fr=10209 (0.2322), cf=0.900, gamma=1.182, delta=0.036, M=-9.264e+002
16 56 61 -> ~96 fr=5311 (0.1208), cf=0.949, gamma=1.246, delta=0.024, M=-8.081e+002
16 56 61 -> 97 fr=5311 (0.1208), cf=0.949, gamma=1.246, delta=0.024, M=-8.081e+002
16 56 -> ~96 fr=5377 (0.1223), cf=0.947, gamma=1.244, delta=0.024, M=-8.022e+002
16 56 -> 97 fr=5377 (0.1223), cf=0.947, gamma=1.244, delta=0.024, M=-8.022e+002
16 61 -> ~96 fr=5364 (0.1220), cf=0.945, gamma=1.242, delta=0.024, M=-7.829e+002
16 61 -> 97 fr=5364 (0.1220), cf=0.945, gamma=1.242, delta=0.024, M=-7.829e+002
16 -> 97 fr=5430 (0.1235), cf=0.943, gamma=1.239, delta=0.024, M=-7.746e+002
56 -> ~96 fr=33076 (0.7525), cf=0.776, gamma=1.019, delta=0.014, M=-6.803e+002
26 61 -> ~96 fr=5324 (0.1211), cf=0.901, gamma=1.184, delta=0.019, M=-4.361e+002
26 61 -> 97 fr=5324 (0.1211), cf=0.901, gamma=1.184, delta=0.019, M=-4.361e+002
26 -> 97 fr=5386 (0.1225), cf=0.900, gamma=1.182, delta=0.019, M=-4.329e+002
17 61 -> ~96 fr=11837 (0.2693), cf=0.844, gamma=1.108, delta=0.026, M=-4.117e+002
17 61 -> 97 fr=11837 (0.2693), cf=0.844, gamma=1.108, delta=0.026, M=-4.117e+002
17 -> ~96 fr=11984 (0.2726), cf=0.842, gamma=1.107, delta=0.026, M=-4.059e+002
17 -> 97 fr=11984 (0.2726), cf=0.842, gamma=1.107, delta=0.026, M=-4.059e+002
45 66 -> 96 fr=8976 (0.2042), cf=0.259, gamma=1.085, delta=0.016, M=-2.014e+002
45 66 -> ~97 fr=8976 (0.2042), cf=0.259, gamma=1.085, delta=0.016, M=-2.014e+002
