27 52 56 -> ~96 fr=16624 (0.3782), cf=0.966, gamma=1.270, delta=0.080, M=-3.994e+003
27 52 56 -> 97 fr=16624 (0.3782), cf=0.966, gamma=1.270, delta=0.080, M=-3.994e+003
27 52 -> ~96 fr=16792 (0.3820), cf=0.964, gamma=1.266, delta=0.080, M=-3.939e+003
27 52 -> 97 fr=16792 (0.3820), cf=0.964, gamma=1.266, delta=0.080, M=-3.939e+003
43 51 -> 96 fr=7952 (0.1809), cf=0.449, gamma=1.879, delta=0.085, M=-3.621e+003
43 51 -> ~97 fr=7952 (0.1809), cf=0.449, gamma=1.879, delta=0.085, M=-3.621e+003
27 56 -> ~96 fr=16770 (0.3815), cf=0.951, gamma=1.250, delta=0.076, M=-3.454e+003
27 56 -> 97 fr=16770 (0.3815), cf=0.951, gamma=1.250, delta=0.076, M=-3.454e+003
27 -> ~96 fr=16938 (0.3853), cf=0.949, gamma=1.247, delta=0.076, M=-3.414e+003
27 -> 97 fr=16938 (0.3853), cf=0.949, gamma=1.247, delta=0.076, M=-3.414e+003
23 52 56 -> ~96 fr=26128 (0.5944), cf=0.876, gamma=1.151, delta=0.078, M=-3.206e+003
23 52 56 -> 97 fr=26128 (0.5944), cf=0.876, gamma=1.151, delta=0.078, M=-3.206e+003
42 52 56 -> ~96 fr=12263 (0.2790), cf=0.979, gamma=1.286, delta=0.062, M=-3.046e+003
42 52 56 -> 97 fr=12263 (0.2790), cf=0.979, gamma=1.286, delta=0.062, M=-3.046e+003
42 52 -> ~96 fr=12329 (0.2805), cf=0.976, gamma=1.283, delta=0.062, M=-2.993e+003
42 52 -> 97 fr=12329 (0.2805), cf=0.976, gamma=1.283, delta=0.062, M=-2.993e+003
52 56 -> ~96 fr=32636 (0.7425), cf=0.814, gamma=1.069, delta=0.048, M=-2.908e+003
52 56 -> 97 fr=32636 (0.7425), cf=0.814, gamma=1.069, delta=0.048, M=-2.908e+003
23 52 -> ~96 fr=26416 (0.6010), cf=0.867, gamma=1.139, delta=0.073, M=-2.881e+003
23 52 -> 97 fr=26416 (0.6010), cf=0.867, gamma=1.139, delta=0.073, M=-2.881e+003
42 56 -> ~96 fr=12351 (0.2810), cf=0.969, gamma=1.273, delta=0.060, M=-2.758e+003
42 56 -> 97 fr=12351 (0.2810), cf=0.969, gamma=1.273, delta=0.060, M=-2.758e+003
42 -> ~96 fr=12417 (0.2825), cf=0.967, gamma=1.271, delta=0.060, M=-2.715e+003
42 -> 97 fr=12417 (0.2825), cf=0.967, gamma=1.271, delta=0.060, M=-2.715e+003
24 51 -> 96 fr=4687 (0.1066), cf=0.548, gamma=2.293, delta=0.060, M=-2.470e+003
24 51 -> ~97 fr=4687 (0.1066), cf=0.548, gamma=2.293, delta=0.060, M=-2.470e+003
23 56 -> ~96 fr=26433 (0.6013), cf=0.853, gamma=1.121, delta=0.065, M=-2.312e+003
23 56 -> 97 fr=26433 (0.6013), cf=0.853, gamma=1.121, delta=0.065, M=-2.312e+003
52 -> ~96 fr=33023 (0.7513), cf=0.797, gamma=1.047, delta=0.034, M=-2.132e+003
23 -> ~96 fr=26721 (0.6079), cf=0.845, gamma=1.110, delta=0.060, M=-2.042e+003
23 -> 97 fr=26721 (0.6079), cf=0.845, gamma=1.110, delta=0.060, M=-2.042e+003
50 56 -> ~96 fr=12911 (0.2937), cf=0.898, gamma=1.180, delta=0.045, M=-1.236e+003
50 56 -> 97 fr=12911 (0.2937), cf=0.898, gamma=1.180, delta=0.045, M=-1.236e+003
50 -> ~96 fr=13017 (0.2961), cf=0.892, gamma=1.172, delta=0.043, M=-1.136e+003
50 -> 97 fr=13017 (0.2961), cf=0.892, gamma=1.172, delta=0.043, M=-1.136e+003
31 56 61 -> ~96 fr=6117 (0.1392), cf=0.956, gamma=1.256, delta=0.028, M=-1.030e+003
31 56 61 -> 97 fr=6117 (0.1392), cf=0.956, gamma=1.256, delta=0.028, M=-1.030e+003
31 56 -> ~96 fr=6174 (0.1405), cf=0.955, gamma=1.255, delta=0.029, M=-1.030e+003
31 56 -> 97 fr=6174 (0.1405), cf=0.955, gamma=1.255, delta=0.029, M=-1.030e+003
31 61 -> ~96 fr=6159 (0.1401), cf=0.953, gamma=1.253, delta=0.028, M=-1.010e+003
31 61 -> 97 fr=6159 (0.1401), cf=0.953, gamma=1.253, delta=0.028, M=-1.010e+003
31 -> 97 fr=6216 (0.1414), cf=0.952, gamma=1.251, delta=0.028, M=-1.007e+003
44 56 61 -> ~96 fr=9900 (0.2252), cf=0.903, gamma=1.187, delta=0.035, M=-9.339e+002
44 56 61 -> 97 fr=9900 (0.2252), cf=0.903, gamma=1.187, delta=0.035, M=-9.339e+002
44 56 -> ~96 fr=10012 (0.2278), cf=0.902, gamma=1.185, delta=0.036, M=-9.311e+002
44 56 -> 97 fr=10012 (0.2278), cf=0.902, gamma=1.185, delta=0.036, M=-9.311e+002
44 61 -> ~96 fr=10063 (0.2289), cf=0.900, gamma=1.183, delta=0.035, M=-9.143e+002
44 61 -> 97 fr=10063 (0.2289), cf=0.900, gamma=1.183, delta=0.035, M=-9.143e+002
44 -> ~96 fr=10177 (0.2315), cf=0.899, gamma=1.181, delta=0.035, M=-9.093e+002
44 -> 97 fr=10177 (0.2315), cf=0.899, gamma=1.181, delta=0.035, M=-9.093e+002
16 56 61 -> ~96 fr=5289 (0.1203), cf=0.948, gamma=1.245, delta=0.024, M=-7.960e+002
16 56 61 -> 97 fr=5289 (0.1203), cf=0.948, gamma=1.245, delta=0.024, M=-7.960e+002
16 56 -> ~96 fr=5355 (0.1218), cf=0.946, gamma=1.243, delta=0.024, M=-7.935e+002
16 56 -> 97 fr=5355 (0.1218), cf=0.946, gamma=1.243, delta=0.024, M=-7.935e+002
16 61 -> ~96 fr=5337 (0.1214), cf=0.944, gamma=1.241, delta=0.024, M=-7.716e+002
16 61 -> 97 fr=5337 (0.1214), cf=0.944, gamma=1.241, delta=0.024, M=-7.716e+002
16 -> 97 fr=5403 (0.1229), cf=0.943, gamma=1.239, delta=0.024, M=-7.665e+002
