27 52 56 -> ~96 fr=16553 (0.3766), cf=0.966, gamma=1.268, delta=0.080, M=-3.938e+003
27 52 56 -> 97 fr=16553 (0.3766), cf=0.966, gamma=1.268, delta=0.080, M=-3.938e+003
27 52 -> ~96 fr=16727 (0.3805), cf=0.963, gamma=1.264, delta=0.080, M=-3.881e+003
27 52 -> 97 fr=16727 (0.3805), cf=0.963, gamma=1.264, delta=0.080, M=-3.881e+003
43 51 -> 96 fr=7914 (0.1800), cf=0.447, gamma=1.876, delta=0.084, M=-3.577e+003
43 51 -> ~97 fr=7914 (0.1800), cf=0.447, gamma=1.876, delta=0.084, M=-3.577e+003
27 56 -> ~96 fr=16704 (0.3800), cf=0.951, gamma=1.249, delta=0.076, M=-3.400e+003
27 56 -> 97 fr=16704 (0.3800), cf=0.951, gamma=1.249, delta=0.076, M=-3.400e+003
27 -> ~96 fr=16878 (0.3840), cf=0.949, gamma=1.245, delta=0.076, M=-3.359e+003
27 -> 97 fr=16878 (0.3840), cf=0.949, gamma=1.245, delta=0.076, M=-3.359e+003
23 52 56 -> ~96 fr=26164 (0.5952), cf=0.876, gamma=1.150, delta=0.078, M=-3.197e+003
23 52 56 -> 97 fr=26164 (0.5952), cf=0.876, gamma=1.150, delta=0.078, M=-3.197e+003
42 52 56 -> ~96 fr=12217 (0.2779), cf=0.979, gamma=1.285, delta=0.062, M=-3.023e+003
42 52 56 -> 97 fr=12217 (0.2779), cf=0.979, gamma=1.285, delta=0.062, M=-3.023e+003
42 52 -> ~96 fr=12288 (0.2795), cf=0.977, gamma=1.282, delta=0.061, M=-2.969e+003
42 52 -> 97 fr=12288 (0.2795), cf=0.977, gamma=1.282, delta=0.061, M=-2.969e+003
52 56 -> ~96 fr=32649 (0.7427), cf=0.814, gamma=1.069, delta=0.048, M=-2.873e+003
52 56 -> 97 fr=32649 (0.7427), cf=0.814, gamma=1.069, delta=0.048, M=-2.873e+003
23 52 -> ~96 fr=26451 (0.6017), cf=0.867, gamma=1.138, delta=0.073, M=-2.870e+003
23 52 -> 97 fr=26451 (0.6017), cf=0.867, gamma=1.138, delta=0.073, M=-2.870e+003
42 56 -> ~96 fr=12308 (0.2800), cf=0.969, gamma=1.272, delta=0.060, M=-2.736e+003
42 56 -> 97 fr=12308 (0.2800), cf=0.969, gamma=1.272, delta=0.060, M=-2.736e+003
42 -> ~96 fr=12379 (0.2816), cf=0.967, gamma=1.269, delta=0.060, M=-2.692e+003
42 -> 97 fr=12379 (0.2816), cf=0.967, gamma=1.269, delta=0.060, M=-2.692e+003
24 51 -> 96 fr=4643 (0.1056), cf=0.545, gamma=2.287, delta=0.059, M=-2.424e+003
24 51 -> ~97 fr=4643 (0.1056), cf=0.545, gamma=2.287, delta=0.059, M=-2.424e+003
23 56 -> ~96 fr=26473 (0.6022), cf=0.854, gamma=1.121, delta=0.065, M=-2.306e+003
23 56 -> 97 fr=26473 (0.6022), cf=0.854, gamma=1.121, delta=0.065, M=-2.306e+003
52 -> ~96 fr=33049 (0.7518), cf=0.798, gamma=1.047, delta=0.034, M=-2.128e+003
23 -> ~96 fr=26760 (0.6088), cf=0.845, gamma=1.110, delta=0.060, M=-2.033e+003
23 -> 97 fr=26760 (0.6088), cf=0.845, gamma=1.110, delta=0.060, M=-2.033e+003
50 56 -> ~96 fr=12900 (0.2935), cf=0.897, gamma=1.178, delta=0.044, M=-1.209e+003
50 56 -> 97 fr=12900 (0.2935), cf=0.897, gamma=1.178, delta=0.044, M=-1.209e+003
50 -> ~96 fr=13012 (0.2960), cf=0.891, gamma=1.169, delta=0.043, M=-1.106e+003
50 -> 97 fr=13012 (0.2960), cf=0.891, gamma=1.169, delta=0.043, M=-1.106e+003
31 56 -> ~96 fr=6134 (0.1395), cf=0.957, gamma=1.256, delta=0.028, M=-1.038e+003
31 56 -> 97 fr=6134 (0.1395), cf=0.957, gamma=1.256, delta=0.028, M=-1.038e+003
31 -> 97 fr=6177 (0.1405), cf=0.954, gamma=1.252, delta=0.028, M=-1.008e+003
44 56 61 -> ~96 fr=9901 (0.2252), cf=0.903, gamma=1.185, delta=0.035, M=-9.248e+002
44 56 61 -> 97 fr=9901 (0.2252), cf=0.903, gamma=1.185, delta=0.035, M=-9.248e+002
44 56 -> ~96 fr=10010 (0.2277), cf=0.902, gamma=1.184, delta=0.035, M=-9.223e+002
44 56 -> 97 fr=10010 (0.2277), cf=0.902, gamma=1.184, delta=0.035, M=-9.223e+002
44 61 -> ~96 fr=10069 (0.2291), cf=0.900, gamma=1.181, delta=0.035, M=-9.032e+002
44 61 -> 97 fr=10069 (0.2291), cf=0.900, gamma=1.181, delta=0.035, M=-9.032e+002
44 -> ~96 fr=10179 (0.2316), cf=0.899, gamma=1.180, delta=0.035, M=-8.993e+002
44 -> 97 fr=10179 (0.2316), cf=0.899, gamma=1.180, delta=0.035, M=-8.993e+002
16 56 61 -> ~96 fr=5325 (0.1211), cf=0.948, gamma=1.244, delta=0.024, M=-8.003e+002
16 56 61 -> 97 fr=5325 (0.1211), cf=0.948, gamma=1.244, delta=0.024, M=-8.003e+002
16 56 -> ~96 fr=5393 (0.1227), cf=0.946, gamma=1.242, delta=0.024, M=-7.966e+002
16 56 -> 97 fr=5393 (0.1227), cf=0.946, gamma=1.242, delta=0.024, M=-7.966e+002
16 61 -> ~96 fr=5376 (0.1223), cf=0.945, gamma=1.240, delta=0.024, M=-7.765e+002
16 61 -> 97 fr=5376 (0.1223), cf=0.945, gamma=1.240, delta=0.024, M=-7.765e+002
16 -> 97 fr=5444 (0.1238), cf=0.943, gamma=1.238, delta=0.024, M=-7.718e+002
56 -> ~96 fr=33086 (0.7527), cf=0.776, gamma=1.019, delta=0.014, M=-6.477e+002
26 61 -> ~96 fr=5338 (0.1214), cf=0.901, gamma=1.182, delta=0.019, M=-4.314e+002
26 61 -> 97 fr=5338 (0.1214), cf=0.901, gamma=1.182, delta=0.019, M=-4.314e+002
26 -> 97 fr=5400 (0.1228), cf=0.899, gamma=1.180, delta=0.019, M=-4.273e+002
17 61 -> ~96 fr=11849 (0.2696), cf=0.843, gamma=1.107, delta=0.026, M=-3.994e+002
17 61 -> 97 fr=11849 (0.2696), cf=0.843, gamma=1.107, delta=0.026, M=-3.994e+002
17 -> ~96 fr=11990 (0.2728), cf=0.841, gamma=1.104, delta=0.026, M=-3.911e+002
17 -> 97 fr=11990 (0.2728), cf=0.841, gamma=1.104, delta=0.026, M=-3.911e+002
45 66 -> 96 fr=8958 (0.2038), cf=0.259, gamma=1.085, delta=0.016, M=-2.018e+002
45 66 -> ~97 fr=8958 (0.2038), cf=0.259, gamma=1.085, delta=0.016, M=-2.018e+002
45 -> ~97 fr=9511 (0.2164), cf=0.253, gamma=1.062, delta=0.013, M=-1.722e+002
2 61 -> ~96 fr=23716 (0.5395), cf=0.785, gamma=1.031, delta=0.016, M=-1.453e+002
2 61 -> 97 fr=23716 (0.5395), cf=0.785, gamma=1.031, delta=0.016, M=-1.453e+002
2 -> ~96 fr=23892 (0.5435), cf=0.784, gamma=1.029, delta=0.015, M=-1.307e+002
2 -> 97 fr=23892 (0.5435), cf=0.784, gamma=1.029, delta=0.015, M=-1.307e+002
15 61 -> ~96 fr=7870 (0.1790), cf=0.815, gamma=1.069, delta=0.012, M=-1.023e+002
15 61 -> 97 fr=7870 (0.1790), cf=0.815, gamma=1.069, delta=0.012, M=-1.023e+002
15 -> 97 fr=7947 (0.1808), cf=0.812, gamma=1.067, delta=0.011, M=-9.602e+001
9 66 -> 96 fr=9582 (0.2180), cf=0.243, gamma=1.021, delta=0.004, M=-2.908e+001
9 66 -> ~97 fr=9582 (0.2180), cf=0.243, gamma=1.021, delta=0.004, M=-2.908e+001
66 -> ~97 fr=9584 (0.2180), cf=0.243, gamma=1.021, delta=0.004, M=-2.903e+001
61 -> ~96 fr=33097 (0.7529), cf=0.763, gamma=1.002, delta=0.002, M=-2.189e+001
