27 52 56 -> ~96 fr=16531 (0.3761), cf=0.966, gamma=1.271, delta=0.080, M=-3.975e+003
27 52 56 -> 97 fr=16531 (0.3761), cf=0.966, gamma=1.271, delta=0.080, M=-3.975e+003
27 52 -> ~96 fr=16708 (0.3801), cf=0.963, gamma=1.267, delta=0.080, M=-3.915e+003
27 52 -> 97 fr=16708 (0.3801), cf=0.963, gamma=1.267, delta=0.080, M=-3.915e+003
43 51 -> 96 fr=7989 (0.1817), cf=0.450, gamma=1.873, delta=0.085, M=-3.613e+003
43 51 -> ~97 fr=7989 (0.1817), cf=0.450, gamma=1.873, delta=0.085, M=-3.613e+003
27 56 -> ~96 fr=16673 (0.3793), cf=0.951, gamma=1.252, delta=0.076, M=-3.450e+003
27 56 -> 97 fr=16673 (0.3793), cf=0.951, gamma=1.252, delta=0.076, M=-3.450e+003
27 -> ~96 fr=16850 (0.3833), cf=0.949, gamma=1.249, delta=0.076, M=-3.407e+003
27 -> 97 fr=16850 (0.3833), cf=0.949, gamma=1.249, delta=0.076, M=-3.407e+003
23 52 56 -> ~96 fr=26099 (0.5937), cf=0.875, gamma=1.152, delta=0.078, M=-3.224e+003
23 52 56 -> 97 fr=26099 (0.5937), cf=0.875, gamma=1.152, delta=0.078, M=-3.224e+003
42 52 56 -> ~96 fr=12170 (0.2769), cf=0.978, gamma=1.287, delta=0.062, M=-3.014e+003
42 52 56 -> 97 fr=12170 (0.2769), cf=0.978, gamma=1.287, delta=0.062, M=-3.014e+003
42 52 -> ~96 fr=12244 (0.2785), cf=0.976, gamma=1.284, delta=0.062, M=-2.962e+003
42 52 -> 97 fr=12244 (0.2785), cf=0.976, gamma=1.284, delta=0.062, M=-2.962e+003
52 56 -> ~96 fr=32577 (0.7411), cf=0.813, gamma=1.070, delta=0.049, M=-2.948e+003
52 56 -> 97 fr=32577 (0.7411), cf=0.813, gamma=1.070, delta=0.049, M=-2.948e+003
23 52 -> ~96 fr=26389 (0.6003), cf=0.866, gamma=1.140, delta=0.074, M=-2.905e+003
23 52 -> 97 fr=26389 (0.6003), cf=0.866, gamma=1.140, delta=0.074, M=-2.905e+003
42 56 -> ~96 fr=12257 (0.2788), cf=0.968, gamma=1.275, delta=0.060, M=-2.734e+003
42 56 -> 97 fr=12257 (0.2788), cf=0.968, gamma=1.275, delta=0.060, M=-2.734e+003
42 -> ~96 fr=12331 (0.2805), cf=0.966, gamma=1.272, delta=0.060, M=-2.692e+003
42 -> 97 fr=12331 (0.2805), cf=0.966, gamma=1.272, delta=0.060, M=-2.692e+003
24 51 -> 96 fr=4691 (0.1067), cf=0.549, gamma=2.286, delta=0.060, M=-2.458e+003
24 51 -> ~97 fr=4691 (0.1067), cf=0.549, gamma=2.286, delta=0.060, M=-2.458e+003
23 56 -> ~96 fr=26391 (0.6004), cf=0.852, gamma=1.122, delta=0.065, M=-2.301e+003
23 56 -> 97 fr=26391 (0.6004), cf=0.852, gamma=1.122, delta=0.065, M=-2.301e+003
52 -> ~96 fr=32975 (0.7502), cf=0.797, gamma=1.048, delta=0.035, M=-2.185e+003
23 -> ~96 fr=26681 (0.6070), cf=0.844, gamma=1.111, delta=0.060, M=-2.037e+003
23 -> 97 fr=26681 (0.6070), cf=0.844, gamma=1.111, delta=0.060, M=-2.037e+003
50 56 -> ~96 fr=12848 (0.2923), cf=0.896, gamma=1.179, delta=0.044, M=-1.208e+003
50 56 -> 97 fr=12848 (0.2923), cf=0.896, gamma=1.179, delta=0.044, M=-1.208e+003
50 -> ~96 fr=12960 (0.2948), cf=0.889, gamma=1.170, delta=0.043, M=-1.108e+003
50 -> 97 fr=12960 (0.2948), cf=0.889, gamma=1.170, delta=0.043, M=-1.108e+003
31 56 61 -> ~96 fr=6132 (0.1395), cf=0.956, gamma=1.258, delta=0.029, M=-1.041e+003
31 56 61 -> 97 fr=6132 (0.1395), cf=0.956, gamma=1.258, delta=0.029, M=-1.041e+003
31 56 -> ~96 fr=6189 (0.1408), cf=0.955, gamma=1.257, delta=0.029, M=-1.040e+003
31 56 -> 97 fr=6189 (0.1408), cf=0.955, gamma=1.257, delta=0.029, M=-1.040e+003
31 61 -> ~96 fr=6172 (0.1404), cf=0.953, gamma=1.254, delta=0.028, M=-1.014e+003
31 61 -> 97 fr=6172 (0.1404), cf=0.953, gamma=1.254, delta=0.028, M=-1.014e+003
31 -> 97 fr=6229 (0.1417), cf=0.952, gamma=1.253, delta=0.029, M=-1.012e+003
44 56 61 -> ~96 fr=9902 (0.2253), cf=0.904, gamma=1.190, delta=0.036, M=-9.558e+002
44 56 61 -> 97 fr=9902 (0.2253), cf=0.904, gamma=1.190, delta=0.036, M=-9.558e+002
44 56 -> ~96 fr=10009 (0.2277), cf=0.903, gamma=1.188, delta=0.036, M=-9.529e+002
44 56 -> 97 fr=10009 (0.2277), cf=0.903, gamma=1.188, delta=0.036, M=-9.529e+002
44 61 -> ~96 fr=10066 (0.2290), cf=0.900, gamma=1.185, delta=0.036, M=-9.310e+002
44 61 -> 97 fr=10066 (0.2290), cf=0.900, gamma=1.185, delta=0.036, M=-9.310e+002
44 -> ~96 fr=10175 (0.2315), cf=0.899, gamma=1.183, delta=0.036, M=-9.269e+002
44 -> 97 fr=10175 (0.2315), cf=0.899, gamma=1.183, delta=0.036, M=-9.269e+002
16 56 61 -> ~96 fr=5321 (0.1211), cf=0.949, gamma=1.249, delta=0.024, M=-8.189e+002
16 56 61 -> 97 fr=5321 (0.1211), cf=0.949, gamma=1.249, delta=0.024, M=-8.189e+002
16 56 -> ~96 fr=5388 (0.1226), cf=0.947, gamma=1.246, delta=0.024, M=-8.134e+002
16 56 -> 97 fr=5388 (0.1226), cf=0.947, gamma=1.246, delta=0.024, M=-8.134e+002
16 61 -> ~96 fr=5375 (0.1223), cf=0.946, gamma=1.245, delta=0.024, M=-7.988e+002
16 61 -> 97 fr=5375 (0.1223), cf=0.946, gamma=1.245, delta=0.024, M=-7.988e+002
16 -> 97 fr=5442 (0.1238), cf=0.944, gamma=1.242, delta=0.024, M=-7.922e+002
56 -> ~96 fr=32998 (0.7507), cf=0.774, gamma=1.019, delta=0.014, M=-6.639e+002
26 61 -> ~96 fr=5316 (0.1209), cf=0.899, gamma=1.184, delta=0.019, M=-4.317e+002
26 61 -> 97 fr=5316 (0.1209), cf=0.899, gamma=1.184, delta=0.019, M=-4.317e+002
