27 52 56 -> ~96 fr=16532 (0.3761), cf=0.965, gamma=1.269, delta=0.080, M=-3.928e+003
27 52 56 -> 97 fr=16532 (0.3761), cf=0.965, gamma=1.269, delta=0.080, M=-3.928e+003
27 52 -> ~96 fr=16709 (0.3801), cf=0.963, gamma=1.265, delta=0.080, M=-3.880e+003
27 52 -> 97 fr=16709 (0.3801), cf=0.963, gamma=1.265, delta=0.080, M=-3.880e+003
43 51 -> 96 fr=7945 (0.1807), cf=0.447, gamma=1.869, delta=0.084, M=-3.564e+003
43 51 -> ~97 fr=7945 (0.1807), cf=0.447, gamma=1.869, delta=0.084, M=-3.564e+003
27 56 -> ~96 fr=16676 (0.3794), cf=0.951, gamma=1.250, delta=0.076, M=-3.399e+003
27 56 -> 97 fr=16676 (0.3794), cf=0.951, gamma=1.250, delta=0.076, M=-3.399e+003
27 -> ~96 fr=16853 (0.3834), cf=0.948, gamma=1.246, delta=0.076, M=-3.366e+003
27 -> 97 fr=16853 (0.3834), cf=0.948, gamma=1.246, delta=0.076, M=-3.366e+003
23 52 56 -> ~96 fr=26125 (0.5943), cf=0.876, gamma=1.152, delta=0.078, M=-3.236e+003
23 52 56 -> 97 fr=26125 (0.5943), cf=0.876, gamma=1.152, delta=0.078, M=-3.236e+003
42 52 56 -> ~96 fr=12165 (0.2767), cf=0.978, gamma=1.285, delta=0.061, M=-2.997e+003
42 52 56 -> 97 fr=12165 (0.2767), cf=0.978, gamma=1.285, delta=0.061, M=-2.997e+003
42 52 -> ~96 fr=12238 (0.2784), cf=0.976, gamma=1.283, delta=0.061, M=-2.952e+003
42 52 -> 97 fr=12238 (0.2784), cf=0.976, gamma=1.283, delta=0.061, M=-2.952e+003
52 56 -> ~96 fr=32611 (0.7419), cf=0.814, gamma=1.070, delta=0.048, M=-2.909e+003
52 56 -> 97 fr=32611 (0.7419), cf=0.814, gamma=1.070, delta=0.048, M=-2.909e+003
23 52 -> ~96 fr=26411 (0.6008), cf=0.867, gamma=1.140, delta=0.074, M=-2.906e+003
23 52 -> 97 fr=26411 (0.6008), cf=0.867, gamma=1.140, delta=0.074, M=-2.906e+003
42 56 -> ~96 fr=12254 (0.2788), cf=0.968, gamma=1.273, delta=0.060, M=-2.720e+003
42 56 -> 97 fr=12254 (0.2788), cf=0.968, gamma=1.273, delta=0.060, M=-2.720e+003
42 -> ~96 fr=12327 (0.2804), cf=0.967, gamma=1.271, delta=0.060, M=-2.684e+003
42 -> 97 fr=12327 (0.2804), cf=0.967, gamma=1.271, delta=0.060, M=-2.684e+003
24 51 -> 96 fr=4691 (0.1067), cf=0.546, gamma=2.284, delta=0.060, M=-2.451e+003
24 51 -> ~97 fr=4691 (0.1067), cf=0.546, gamma=2.284, delta=0.060, M=-2.451e+003
23 56 -> ~96 fr=26422 (0.6011), cf=0.854, gamma=1.122, delta=0.065, M=-2.335e+003
23 56 -> 97 fr=26422 (0.6011), cf=0.854, gamma=1.122, delta=0.065, M=-2.335e+003
52 -> ~96 fr=33010 (0.7510), cf=0.797, gamma=1.047, delta=0.034, M=-2.122e+003
23 -> ~96 fr=26708 (0.6076), cf=0.845, gamma=1.111, delta=0.061, M=-2.061e+003
23 -> 97 fr=26708 (0.6076), cf=0.845, gamma=1.111, delta=0.061, M=-2.061e+003
50 56 -> ~96 fr=12836 (0.2920), cf=0.896, gamma=1.178, delta=0.044, M=-1.192e+003
50 56 -> 97 fr=12836 (0.2920), cf=0.896, gamma=1.178, delta=0.044, M=-1.192e+003
50 -> ~96 fr=12949 (0.2946), cf=0.889, gamma=1.169, delta=0.043, M=-1.097e+003
50 -> 97 fr=12949 (0.2946), cf=0.889, gamma=1.169, delta=0.043, M=-1.097e+003
31 56 -> ~96 fr=6164 (0.1402), cf=0.956, gamma=1.256, delta=0.029, M=-1.038e+003
31 56 -> 97 fr=6164 (0.1402), cf=0.956, gamma=1.256, delta=0.029, M=-1.038e+003
31 -> 97 fr=6206 (0.1412), cf=0.952, gamma=1.252, delta=0.028, M=-1.009e+003
44 56 61 -> ~96 fr=9910 (0.2254), cf=0.902, gamma=1.186, delta=0.035, M=-9.286e+002
44 56 61 -> 97 fr=9910 (0.2254), cf=0.902, gamma=1.186, delta=0.035, M=-9.286e+002
44 56 -> ~96 fr=10011 (0.2277), cf=0.901, gamma=1.185, delta=0.035, M=-9.234e+002
44 56 -> 97 fr=10011 (0.2277), cf=0.901, gamma=1.185, delta=0.035, M=-9.234e+002
44 61 -> ~96 fr=10078 (0.2293), cf=0.900, gamma=1.182, delta=0.035, M=-9.105e+002
44 61 -> 97 fr=10078 (0.2293), cf=0.900, gamma=1.182, delta=0.035, M=-9.105e+002
44 -> ~96 fr=10181 (0.2316), cf=0.898, gamma=1.181, delta=0.035, M=-9.031e+002
44 -> 97 fr=10181 (0.2316), cf=0.898, gamma=1.181, delta=0.035, M=-9.031e+002
16 56 -> ~96 fr=5366 (0.1221), cf=0.946, gamma=1.244, delta=0.024, M=-7.950e+002
16 56 -> 97 fr=5366 (0.1221), cf=0.946, gamma=1.244, delta=0.024, M=-7.950e+002
16 61 -> ~96 fr=5349 (0.1217), cf=0.944, gamma=1.240, delta=0.024, M=-7.687e+002
