12 -> ~17 fr=2366 (0.8207), cf=0.990, gamma=1.098, delta=0.073, M=-4.539e+002
2 -> ~16 fr=2118 (0.7347), cf=0.988, gamma=1.109, delta=0.072, M=-3.617e+002
6 -> ~20 fr=2106 (0.7305), cf=0.991, gamma=1.098, delta=0.065, M=-3.240e+002
2 -> ~19 fr=2118 (0.7347), cf=0.988, gamma=1.095, delta=0.063, M=-3.067e+002
6 -> ~21 fr=2100 (0.7284), cf=0.988, gamma=1.090, delta=0.060, M=-2.840e+002
14 -> ~22 fr=1874 (0.6500), cf=0.992, gamma=1.099, delta=0.059, M=-2.573e+002
8 -> ~16 fr=1863 (0.6462), cf=0.984, gamma=1.104, delta=0.061, M=-2.457e+002
14 -> ~16 fr=1853 (0.6427), cf=0.980, gamma=1.101, delta=0.059, M=-2.261e+002
8 -> ~15 fr=1862 (0.6459), cf=0.983, gamma=1.096, delta=0.056, M=-2.203e+002
9 -> ~15 fr=1644 (0.5702), cf=0.989, gamma=1.102, delta=0.053, M=-2.019e+002
8 -> ~22 fr=1859 (0.6448), cf=0.982, gamma=1.088, delta=0.052, M=-1.967e+002
14 -> ~19 fr=1856 (0.6438), cf=0.982, gamma=1.088, delta=0.052, M=-1.962e+002
9 -> ~21 fr=1643 (0.5699), cf=0.989, gamma=1.091, delta=0.048, M=-1.754e+002
4 -> ~16 fr=1624 (0.5633), cf=0.980, gamma=1.100, delta=0.051, M=-1.739e+002
4 -> ~17 fr=1633 (0.5664), cf=0.986, gamma=1.092, delta=0.048, M=-1.693e+002
9 -> ~23 fr=1628 (0.5647), cf=0.980, gamma=1.091, delta=0.047, M=-1.549e+002
9 -> ~17 fr=1632 (0.5661), cf=0.982, gamma=1.088, delta=0.046, M=-1.539e+002
4 -> ~18 fr=1624 (0.5633), cf=0.980, gamma=1.084, delta=0.044, M=-1.409e+002
4 -> ~22 fr=1621 (0.5623), cf=0.978, gamma=1.085, delta=0.044, M=-1.386e+002
10 -> ~22 fr=1197 (0.4152), cf=0.980, gamma=1.087, delta=0.033, M=-9.061e+001
10 -> ~16 fr=1189 (0.4124), cf=0.974, gamma=1.093, delta=0.035, M=-9.043e+001
3 -> ~24 fr=1197 (0.4152), cf=0.976, gamma=1.090, delta=0.034, M=-9.012e+001
10 -> ~19 fr=1196 (0.4148), cf=0.980, gamma=1.085, delta=0.033, M=-8.738e+001
3 -> ~15 fr=1196 (0.4148), cf=0.976, gamma=1.087, delta=0.033, M=-8.547e+001
10 -> ~24 fr=1190 (0.4128), cf=0.975, gamma=1.088, delta=0.033, M=-8.527e+001
3 -> ~23 fr=1195 (0.4145), cf=0.975, gamma=1.086, delta=0.033, M=-8.296e+001
3 -> ~21 fr=1201 (0.4166), cf=0.980, gamma=1.081, delta=0.031, M=-8.288e+001
10 -> ~18 fr=1193 (0.4138), cf=0.977, gamma=1.081, delta=0.031, M=-7.908e+001
7 -> ~19 fr=971 (0.3368), cf=0.982, gamma=1.088, delta=0.027, M=-7.024e+001
13 -> ~15 fr=970 (0.3365), cf=0.977, gamma=1.089, delta=0.027, M=-6.648e+001
10 -> ~20 fr=1183 (0.4103), cf=0.969, gamma=1.074, delta=0.028, M=-6.318e+001
7 13 -> ~23 fr=539 (0.1870), cf=0.998, gamma=1.112, delta=0.019, M=-6.057e+001
3 -> ~20 fr=1186 (0.4114), cf=0.967, gamma=1.072, delta=0.028, M=-6.051e+001
3 -> ~19 fr=1186 (0.4114), cf=0.967, gamma=1.072, delta=0.028, M=-6.006e+001
13 -> ~23 fr=966 (0.3351), cf=0.973, gamma=1.084, delta=0.026, M=-5.866e+001
1 13 -> ~21 fr=517 (0.1793), cf=1.000, gamma=1.104, delta=0.017, M=-5.654e+001
7 -> ~23 fr=961 (0.3333), cf=0.972, gamma=1.082, delta=0.025, M=-5.642e+001
1 13 -> ~17 fr=516 (0.1790), cf=0.998, gamma=1.106, delta=0.017, M=-5.471e+001
13 -> ~24 fr=962 (0.3337), cf=0.969, gamma=1.082, delta=0.025, M=-5.405e+001
7 -> ~18 fr=963 (0.3340), cf=0.974, gamma=1.077, delta=0.024, M=-5.330e+001
7 -> ~21 fr=964 (0.3344), cf=0.975, gamma=1.076, delta=0.024, M=-5.285e+001
13 -> ~17 fr=965 (0.3347), cf=0.972, gamma=1.077, delta=0.024, M=-5.218e+001
13 -> ~21 fr=967 (0.3354), cf=0.974, gamma=1.075, delta=0.023, M=-5.158e+001
7 -> ~17 fr=959 (0.3326), cf=0.970, gamma=1.075, delta=0.023, M=-4.847e+001
1 13 -> ~20 fr=514 (0.1783), cf=0.994, gamma=1.102, delta=0.017, M=-4.799e+001
7 13 -> ~20 fr=536 (0.1859), cf=0.993, gamma=1.100, delta=0.017, M=-4.785e+001
7 -> ~24 fr=954 (0.3309), cf=0.965, gamma=1.077, delta=0.024, M=-4.732e+001
1 13 -> ~18 fr=514 (0.1783), cf=0.994, gamma=1.100, delta=0.016, M=-4.695e+001
7 -> ~20 fr=958 (0.3323), cf=0.969, gamma=1.074, delta=0.023, M=-4.690e+001
13 -> ~18 fr=962 (0.3337), cf=0.969, gamma=1.072, delta=0.022, M=-4.562e+001
13 -> ~20 fr=958 (0.3323), cf=0.965, gamma=1.069, delta=0.022, M=-4.142e+001
1 -> ~15 fr=718 (0.2490), cf=0.972, gamma=1.083, delta=0.019, M=-3.939e+001
1 -> ~23 fr=716 (0.2484), cf=0.969, gamma=1.079, delta=0.018, M=-3.604e+001
5 -> ~22 fr=734 (0.2546), cf=0.970, gamma=1.075, delta=0.018, M=-3.493e+001
1 -> ~21 fr=718 (0.2490), cf=0.972, gamma=1.072, delta=0.017, M=-3.321e+001
1 -> ~24 fr=713 (0.2473), cf=0.965, gamma=1.077, delta=0.018, M=-3.313e+001
5 -> ~17 fr=732 (0.2539), cf=0.967, gamma=1.072, delta=0.017, M=-3.181e+001
1 -> ~20 fr=715 (0.2480), cf=0.968, gamma=1.072, delta=0.017, M=-3.148e+001
5 12 -> ~18 fr=646 (0.2241), cf=0.971, gamma=1.075, delta=0.016, M=-3.051e+001
1 -> ~22 fr=714 (0.2477), cf=0.966, gamma=1.071, delta=0.016, M=-3.033e+001
5 -> ~18 fr=731 (0.2536), cf=0.966, gamma=1.068, delta=0.016, M=-2.927e+001
5 -> ~23 fr=726 (0.2518), cf=0.959, gamma=1.068, delta=0.016, M=-2.704e+001
1 -> ~18 fr=712 (0.2470), cf=0.963, gamma=1.066, delta=0.015, M=-2.637e+001
1 -> ~17 fr=711 (0.2466), cf=0.962, gamma=1.066, delta=0.015, M=-2.622e+001
11 -> ~19 fr=481 (0.1668), cf=0.974, gamma=1.079, delta=0.012, M=-2.422e+001
5 -> ~15 fr=723 (0.2508), cf=0.955, gamma=1.064, delta=0.015, M=-2.380e+001
5 -> ~16 fr=719 (0.2494), cf=0.950, gamma=1.066, delta=0.016, M=-2.340e+001
5 -> ~24 fr=721 (0.2501), cf=0.952, gamma=1.063, delta=0.015, M=-2.267e+001
5 -> ~19 fr=720 (0.2497), cf=0.951, gamma=1.054, delta=0.013, M=-1.779e+001
11 -> ~15 fr=471 (0.1634), cf=0.953, gamma=1.063, delta=0.010, M=-1.403e+001
11 -> ~24 fr=467 (0.1620), cf=0.945, gamma=1.056, delta=0.009, M=-1.101e+001
11 -> ~16 fr=465 (0.1613), cf=0.941, gamma=1.057, delta=0.009, M=-1.090e+001
11 -> ~20 fr=469 (0.1627), cf=0.949, gamma=1.052, delta=0.008, M=-1.060e+001
11 -> ~22 fr=465 (0.1613), cf=0.941, gamma=1.044, delta=0.007, M=-7.701e+000
11 -> ~21 fr=466 (0.1616), cf=0.943, gamma=1.041, delta=0.006, M=-7.256e+000
11 -> ~18 fr=465 (0.1613), cf=0.941, gamma=1.041, delta=0.006, M=-7.150e+000
11 -> ~23 fr=462 (0.1602), cf=0.935, gamma=1.042, delta=0.006, M=-6.862e+000
