45 -> ~103 fr=10871 (0.6039), cf=0.997, gamma=1.036, delta=0.021, M=-5.068e+002
45 -> ~102 fr=10852 (0.6029), cf=0.995, gamma=1.034, delta=0.020, M=-4.473e+002
40 80 -> ~105 fr=9440 (0.5244), cf=0.996, gamma=1.037, delta=0.019, M=-3.929e+002
75 80 -> ~101 fr=9650 (0.5361), cf=0.994, gamma=1.036, delta=0.018, M=-3.631e+002
75 80 -> ~105 fr=9646 (0.5359), cf=0.994, gamma=1.034, delta=0.018, M=-3.440e+002
75 80 -> ~100 fr=9646 (0.5359), cf=0.994, gamma=1.034, delta=0.017, M=-3.346e+002
34 80 -> ~105 fr=7592 (0.4218), cf=0.998, gamma=1.039, delta=0.016, M=-3.214e+002
75 80 -> ~103 fr=9641 (0.5356), cf=0.993, gamma=1.032, delta=0.017, M=-3.086e+002
75 -> ~103 fr=11587 (0.6437), cf=0.988, gamma=1.027, delta=0.017, M=-2.983e+002
40 80 -> ~100 fr=9405 (0.5225), cf=0.992, gamma=1.032, delta=0.016, M=-2.917e+002
75 -> ~101 fr=11554 (0.6419), cf=0.985, gamma=1.027, delta=0.017, M=-2.715e+002
75 -> ~102 fr=11572 (0.6429), cf=0.987, gamma=1.026, delta=0.016, M=-2.703e+002
34 -> ~105 fr=8703 (0.4835), cf=0.991, gamma=1.032, delta=0.015, M=-2.394e+002
40 -> ~100 fr=11012 (0.6118), cf=0.986, gamma=1.026, delta=0.015, M=-2.368e+002
34 80 -> ~100 fr=7558 (0.4199), cf=0.993, gamma=1.033, delta=0.013, M=-2.227e+002
65 80 -> ~105 fr=7723 (0.4291), cf=0.992, gamma=1.033, delta=0.014, M=-2.216e+002
40 -> ~105 fr=10994 (0.6108), cf=0.984, gamma=1.025, delta=0.015, M=-2.155e+002
30 50 -> ~101 fr=5370 (0.2983), cf=0.998, gamma=1.039, delta=0.011, M=-2.110e+002
65 80 -> ~106 fr=7732 (0.4296), cf=0.993, gamma=1.031, delta=0.013, M=-2.100e+002
65 -> ~106 fr=9574 (0.5319), cf=0.989, gamma=1.026, delta=0.014, M=-2.081e+002
30 50 80 -> ~100 fr=4897 (0.2721), cf=0.999, gamma=1.039, delta=0.010, M=-1.967e+002
65 80 -> ~100 fr=7714 (0.4286), cf=0.991, gamma=1.031, delta=0.013, M=-1.967e+002
40 45 -> ~104 fr=6337 (0.3521), cf=0.994, gamma=1.035, delta=0.012, M=-1.943e+002
40 -> ~104 fr=10978 (0.6099), cf=0.983, gamma=1.024, delta=0.014, M=-1.940e+002
34 -> ~100 fr=8682 (0.4823), cf=0.988, gamma=1.028, delta=0.013, M=-1.919e+002
30 50 80 -> ~103 fr=4897 (0.2721), cf=0.999, gamma=1.038, delta=0.010, M=-1.906e+002
30 50 -> ~103 fr=5367 (0.2982), cf=0.997, gamma=1.036, delta=0.010, M=-1.865e+002
80 -> ~105 fr=14516 (0.8064), cf=0.975, gamma=1.015, delta=0.012, M=-1.845e+002
80 -> ~100 fr=14522 (0.8068), cf=0.975, gamma=1.015, delta=0.012, M=-1.797e+002
65 -> ~100 fr=9534 (0.5297), cf=0.985, gamma=1.025, delta=0.013, M=-1.698e+002
50 80 -> ~101 fr=7024 (0.3902), cf=0.990, gamma=1.031, delta=0.012, M=-1.659e+002
64 -> ~103 fr=3803 (0.2113), cf=1.000, gamma=1.039, delta=0.008, M=-1.649e+002
30 75 -> ~100 fr=7998 (0.4443), cf=0.988, gamma=1.028, delta=0.012, M=-1.608e+002
45 60 75 -> ~105 fr=4825 (0.2681), cf=0.996, gamma=1.037, delta=0.010, M=-1.587e+002
64 -> ~101 fr=3798 (0.2110), cf=0.999, gamma=1.041, delta=0.008, M=-1.540e+002
75 -> ~100 fr=11490 (0.6383), cf=0.980, gamma=1.019, delta=0.012, M=-1.501e+002
60 75 -> ~105 fr=7096 (0.3942), cf=0.988, gamma=1.029, delta=0.011, M=-1.461e+002
30 50 -> ~105 fr=5342 (0.2968), cf=0.992, gamma=1.033, delta=0.010, M=-1.377e+002
39 -> ~101 fr=3075 (0.1708), cf=0.999, gamma=1.041, delta=0.007, M=-1.294e+002
30 45 75 -> ~105 fr=5324 (0.2958), cf=0.991, gamma=1.032, delta=0.009, M=-1.275e+002
35 80 -> ~104 fr=3125 (0.1736), cf=0.999, gamma=1.041, delta=0.007, M=-1.267e+002
34 -> ~102 fr=8642 (0.4801), cf=0.984, gamma=1.023, delta=0.011, M=-1.216e+002
60 65 -> ~105 fr=6453 (0.3585), cf=0.988, gamma=1.028, delta=0.010, M=-1.211e+002
35 -> ~104 fr=4495 (0.2497), cf=0.993, gamma=1.034, delta=0.008, M=-1.199e+002
64 75 -> ~88 fr=2865 (0.1592), cf=1.000, gamma=1.038, delta=0.006, M=-1.135e+002
34 50 80 -> ~103 fr=3135 (0.1742), cf=0.998, gamma=1.037, delta=0.006, M=-1.066e+002
38 -> ~101 fr=2409 (0.1338), cf=1.000, gamma=1.042, delta=0.005, M=-1.063e+002
64 -> ~88 fr=3785 (0.2103), cf=0.995, gamma=1.034, delta=0.007, M=-1.045e+002
45 75 -> ~105 fr=7882 (0.4379), cf=0.983, gamma=1.023, delta=0.010, M=-1.043e+002
40 50 80 -> ~103 fr=3356 (0.1864), cf=0.996, gamma=1.036, delta=0.006, M=-1.027e+002
75 -> ~105 fr=11444 (0.6358), cf=0.976, gamma=1.016, delta=0.010, M=-1.023e+002
30 50 -> ~102 fr=5327 (0.2959), cf=0.990, gamma=1.029, delta=0.008, M=-1.021e+002
63 -> ~101 fr=2318 (0.1288), cf=1.000, gamma=1.042, delta=0.005, M=-1.020e+002
63 -> ~104 fr=2318 (0.1288), cf=1.000, gamma=1.042, delta=0.005, M=-1.012e+002
50 80 -> ~103 fr=6991 (0.3884), cf=0.985, gamma=1.024, delta=0.009, M=-9.813e+001
30 34 80 -> ~101 fr=5622 (0.3123), cf=0.987, gamma=1.028, delta=0.009, M=-9.675e+001
62 -> ~101 fr=2200 (0.1222), cf=1.000, gamma=1.042, delta=0.005, M=-9.647e+001
72 -> ~104 fr=2214 (0.1230), cf=1.000, gamma=1.042, delta=0.005, M=-9.630e+001
30 50 -> ~100 fr=5320 (0.2956), cf=0.988, gamma=1.028, delta=0.008, M=-9.596e+001
63 -> ~103 fr=2318 (0.1288), cf=1.000, gamma=1.039, delta=0.005, M=-9.569e+001
62 -> ~104 fr=2200 (0.1222), cf=1.000, gamma=1.042, delta=0.005, M=-9.565e+001
34 50 -> ~103 fr=3761 (0.2089), cf=0.994, gamma=1.033, delta=0.007, M=-9.524e+001
35 80 -> ~106 fr=3119 (0.1733), cf=0.997, gamma=1.034, delta=0.006, M=-9.476e+001
20 24 45 -> ~88 fr=3596 (0.1998), cf=0.995, gamma=1.033, delta=0.006, M=-9.446e+001
65 -> ~105 fr=9471 (0.5262), cf=0.979, gamma=1.019, delta=0.010, M=-9.438e+001
63 -> ~88 fr=2318 (0.1288), cf=1.000, gamma=1.039, delta=0.005, M=-9.411e+001
69 -> ~105 fr=2274 (0.1263), cf=1.000, gamma=1.041, delta=0.005, M=-9.361e+001
63 -> ~102 fr=2317 (0.1287), cf=1.000, gamma=1.039, delta=0.005, M=-9.131e+001
62 -> ~102 fr=2200 (0.1222), cf=1.000, gamma=1.039, delta=0.005, M=-9.075e+001
62 -> ~103 fr=2200 (0.1222), cf=1.000, gamma=1.039, delta=0.005, M=-9.048e+001
62 -> ~88 fr=2200 (0.1222), cf=1.000, gamma=1.039, delta=0.005, M=-8.899e+001
74 -> ~106 fr=2235 (0.1242), cf=1.000, gamma=1.037, delta=0.004, M=-8.788e+001
54 -> ~105 fr=2219 (0.1233), cf=0.999, gamma=1.040, delta=0.005, M=-8.717e+001
