45 -> ~103 fr=10888 (0.6049), cf=0.997, gamma=1.035, delta=0.021, M=-4.966e+002
45 -> ~102 fr=10867 (0.6037), cf=0.995, gamma=1.035, delta=0.020, M=-4.509e+002
40 80 -> ~105 fr=9393 (0.5218), cf=0.996, gamma=1.036, delta=0.018, M=-3.740e+002
75 80 -> ~101 fr=9601 (0.5334), cf=0.994, gamma=1.036, delta=0.018, M=-3.586e+002
75 80 -> ~100 fr=9596 (0.5331), cf=0.993, gamma=1.034, delta=0.018, M=-3.343e+002
75 80 -> ~105 fr=9601 (0.5334), cf=0.994, gamma=1.034, delta=0.017, M=-3.334e+002
34 80 -> ~105 fr=7531 (0.4184), cf=0.998, gamma=1.038, delta=0.015, M=-3.146e+002
75 80 -> ~103 fr=9596 (0.5331), cf=0.993, gamma=1.032, delta=0.016, M=-3.038e+002
75 -> ~103 fr=11558 (0.6421), cf=0.988, gamma=1.027, delta=0.017, M=-2.961e+002
40 80 -> ~100 fr=9354 (0.5197), cf=0.992, gamma=1.033, delta=0.016, M=-2.872e+002
75 -> ~102 fr=11539 (0.6411), cf=0.987, gamma=1.026, delta=0.016, M=-2.779e+002
75 -> ~101 fr=11520 (0.6400), cf=0.985, gamma=1.027, delta=0.017, M=-2.720e+002
34 -> ~105 fr=8667 (0.4815), cf=0.991, gamma=1.031, delta=0.014, M=-2.314e+002
40 -> ~100 fr=10976 (0.6098), cf=0.985, gamma=1.026, delta=0.015, M=-2.287e+002
34 80 -> ~100 fr=7493 (0.4163), cf=0.993, gamma=1.034, delta=0.014, M=-2.220e+002
65 80 -> ~105 fr=7741 (0.4301), cf=0.992, gamma=1.032, delta=0.013, M=-2.183e+002
65 80 -> ~106 fr=7750 (0.4306), cf=0.994, gamma=1.031, delta=0.013, M=-2.158e+002
30 50 -> ~101 fr=5354 (0.2974), cf=0.998, gamma=1.040, delta=0.011, M=-2.122e+002
40 -> ~105 fr=10974 (0.6097), cf=0.985, gamma=1.024, delta=0.014, M=-2.115e+002
65 -> ~106 fr=9597 (0.5332), cf=0.989, gamma=1.026, delta=0.014, M=-2.065e+002
65 80 -> ~100 fr=7728 (0.4293), cf=0.991, gamma=1.032, delta=0.013, M=-2.009e+002
30 50 80 -> ~100 fr=4888 (0.2716), cf=0.998, gamma=1.040, delta=0.010, M=-1.976e+002
34 -> ~100 fr=8639 (0.4799), cf=0.988, gamma=1.029, delta=0.013, M=-1.891e+002
40 45 -> ~104 fr=6334 (0.3519), cf=0.994, gamma=1.034, delta=0.011, M=-1.848e+002
30 50 80 -> ~103 fr=4888 (0.2716), cf=0.998, gamma=1.037, delta=0.010, M=-1.838e+002
80 -> ~100 fr=14483 (0.8046), cf=0.975, gamma=1.015, delta=0.012, M=-1.837e+002
40 -> ~104 fr=10958 (0.6088), cf=0.983, gamma=1.022, delta=0.013, M=-1.816e+002
30 50 -> ~103 fr=5350 (0.2972), cf=0.997, gamma=1.035, delta=0.010, M=-1.797e+002
80 -> ~105 fr=14493 (0.8052), cf=0.975, gamma=1.015, delta=0.012, M=-1.787e+002
30 65 -> ~100 fr=6900 (0.3833), cf=0.991, gamma=1.032, delta=0.012, M=-1.753e+002
65 -> ~100 fr=9555 (0.5308), cf=0.985, gamma=1.025, delta=0.013, M=-1.735e+002
30 75 -> ~100 fr=7934 (0.4408), cf=0.988, gamma=1.029, delta=0.012, M=-1.678e+002
50 80 -> ~101 fr=7033 (0.3907), cf=0.989, gamma=1.031, delta=0.012, M=-1.654e+002
64 -> ~103 fr=3756 (0.2087), cf=1.000, gamma=1.039, delta=0.008, M=-1.604e+002
45 60 75 -> ~105 fr=4799 (0.2666), cf=0.996, gamma=1.036, delta=0.009, M=-1.575e+002
64 -> ~101 fr=3751 (0.2084), cf=0.999, gamma=1.041, delta=0.008, M=-1.531e+002
75 -> ~100 fr=11451 (0.6362), cf=0.979, gamma=1.020, delta=0.012, M=-1.503e+002
30 50 -> ~105 fr=5332 (0.2962), cf=0.993, gamma=1.033, delta=0.010, M=-1.439e+002
60 75 -> ~105 fr=7051 (0.3917), cf=0.988, gamma=1.028, delta=0.011, M=-1.372e+002
39 -> ~101 fr=3063 (0.1702), cf=0.999, gamma=1.042, delta=0.007, M=-1.300e+002
30 45 75 -> ~105 fr=5271 (0.2928), cf=0.992, gamma=1.032, delta=0.009, M=-1.237e+002
35 80 -> ~104 fr=3158 (0.1754), cf=0.999, gamma=1.039, delta=0.007, M=-1.226e+002
35 -> ~104 fr=4549 (0.2527), cf=0.994, gamma=1.033, delta=0.008, M=-1.209e+002
34 -> ~102 fr=8598 (0.4777), cf=0.983, gamma=1.023, delta=0.011, M=-1.175e+002
60 65 -> ~105 fr=6463 (0.3591), cf=0.988, gamma=1.027, delta=0.010, M=-1.171e+002
64 75 -> ~88 fr=2833 (0.1574), cf=1.000, gamma=1.038, delta=0.006, M=-1.119e+002
38 -> ~101 fr=2423 (0.1346), cf=1.000, gamma=1.042, delta=0.005, M=-1.079e+002
64 -> ~88 fr=3740 (0.2078), cf=0.996, gamma=1.034, delta=0.007, M=-1.070e+002
34 50 80 -> ~103 fr=3114 (0.1730), cf=0.998, gamma=1.036, delta=0.006, M=-1.040e+002
30 50 -> ~102 fr=5310 (0.2950), cf=0.989, gamma=1.029, delta=0.008, M=-1.032e+002
63 -> ~101 fr=2322 (0.1290), cf=1.000, gamma=1.042, delta=0.005, M=-1.031e+002
30 50 -> ~100 fr=5305 (0.2947), cf=0.988, gamma=1.029, delta=0.008, M=-1.010e+002
62 -> ~101 fr=2218 (0.1232), cf=1.000, gamma=1.042, delta=0.005, M=-9.814e+001
40 50 80 -> ~103 fr=3346 (0.1859), cf=0.996, gamma=1.035, delta=0.006, M=-9.807e+001
63 -> ~104 fr=2322 (0.1290), cf=1.000, gamma=1.040, delta=0.005, M=-9.717e+001
45 75 -> ~105 fr=7871 (0.4373), cf=0.982, gamma=1.022, delta=0.009, M=-9.611e+001
30 34 80 -> ~101 fr=5553 (0.3085), cf=0.986, gamma=1.028, delta=0.008, M=-9.562e+001
69 -> ~105 fr=2267 (0.1259), cf=1.000, gamma=1.040, delta=0.005, M=-9.554e+001
63 -> ~103 fr=2322 (0.1290), cf=1.000, gamma=1.039, delta=0.005, M=-9.457e+001
63 -> ~88 fr=2322 (0.1290), cf=1.000, gamma=1.039, delta=0.005, M=-9.414e+001
34 50 -> ~103 fr=3759 (0.2088), cf=0.994, gamma=1.032, delta=0.007, M=-9.327e+001
63 -> ~102 fr=2321 (0.1289), cf=1.000, gamma=1.040, delta=0.005, M=-9.320e+001
62 -> ~102 fr=2218 (0.1232), cf=1.000, gamma=1.040, delta=0.005, M=-9.319e+001
20 24 45 -> ~88 fr=3618 (0.2010), cf=0.995, gamma=1.033, delta=0.006, M=-9.304e+001
50 80 -> ~103 fr=7000 (0.3889), cf=0.985, gamma=1.023, delta=0.009, M=-9.289e+001
72 -> ~104 fr=2224 (0.1236), cf=1.000, gamma=1.040, delta=0.005, M=-9.278e+001
62 -> ~104 fr=2218 (0.1232), cf=1.000, gamma=1.040, delta=0.005, M=-9.251e+001
75 -> ~105 fr=11411 (0.6339), cf=0.976, gamma=1.015, delta=0.009, M=-9.114e+001
62 -> ~103 fr=2218 (0.1232), cf=1.000, gamma=1.039, delta=0.005, M=-9.004e+001
65 -> ~105 fr=9498 (0.5277), cf=0.979, gamma=1.018, delta=0.009, M=-8.992e+001
62 -> ~88 fr=2218 (0.1232), cf=1.000, gamma=1.039, delta=0.005, M=-8.963e+001
33 -> ~100 fr=2261 (0.1256), cf=0.999, gamma=1.040, delta=0.005, M=-8.934e+001
54 -> ~101 fr=2200 (0.1222), cf=0.999, gamma=1.041, delta=0.005, M=-8.872e+001
35 80 -> ~106 fr=3149 (0.1749), cf=0.996, gamma=1.034, delta=0.006, M=-8.859e+001
74 -> ~106 fr=2242 (0.1246), cf=1.000, gamma=1.038, delta=0.005, M=-8.832e+001
72 -> ~106 fr=2224 (0.1236), cf=1.000, gamma=1.038, delta=0.004, M=-8.756e+001
20 24 50 -> ~103 fr=3032 (0.1684), cf=0.996, gamma=1.034, delta=0.006, M=-8.505e+001
14 20 -> ~103 fr=2586 (0.1437), cf=0.998, gamma=1.036, delta=0.005, M=-8.442e+001
54 -> ~105 fr=2200 (0.1222), cf=0.999, gamma=1.039, delta=0.005, M=-8.405e+001
30 34 -> ~101 fr=6189 (0.3438), cf=0.983, gamma=1.025, delta=0.008, M=-8.309e+001
34 80 -> ~101 fr=7400 (0.4111), cf=0.980, gamma=1.022, delta=0.009, M=-8.278e+001
50 60 -> ~100 fr=5047 (0.2804), cf=0.987, gamma=1.027, delta=0.007, M=-8.222e+001
54 -> ~102 fr=2199 (0.1222), cf=0.999, gamma=1.039, delta=0.005, M=-8.039e+001
69 -> ~102 fr=2263 (0.1257), cf=0.998, gamma=1.038, delta=0.005, M=-7.995e+001
