25 29 30 -> ~55 fr=76 (0.5468), cf=0.962, gamma=1.205, delta=0.093, M=-1.754e+001
25 29 30 -> 56 fr=76 (0.5468), cf=0.962, gamma=1.205, delta=0.093, M=-1.754e+001
23 25 29 -> ~55 fr=75 (0.5396), cf=0.962, gamma=1.204, delta=0.091, M=-1.705e+001
23 25 29 -> 56 fr=75 (0.5396), cf=0.962, gamma=1.204, delta=0.091, M=-1.705e+001
25 30 47 -> ~55 fr=70 (0.5036), cf=0.972, gamma=1.217, delta=0.090, M=-1.703e+001
25 27 47 -> ~55 fr=70 (0.5036), cf=0.972, gamma=1.217, delta=0.090, M=-1.703e+001
25 30 47 -> 56 fr=70 (0.5036), cf=0.972, gamma=1.217, delta=0.090, M=-1.703e+001
25 27 47 -> 56 fr=70 (0.5036), cf=0.972, gamma=1.217, delta=0.090, M=-1.703e+001
25 27 29 -> ~55 fr=79 (0.5683), cf=0.952, gamma=1.192, delta=0.092, M=-1.686e+001
25 27 29 -> 56 fr=79 (0.5683), cf=0.952, gamma=1.192, delta=0.092, M=-1.686e+001
23 29 30 47 -> ~55 fr=79 (0.5683), cf=0.952, gamma=1.192, delta=0.092, M=-1.686e+001
23 29 30 47 -> 56 fr=79 (0.5683), cf=0.952, gamma=1.192, delta=0.092, M=-1.686e+001
15 25 29 -> ~55 fr=63 (0.4532), cf=0.984, gamma=1.233, delta=0.086, M=-1.651e+001
15 25 27 -> ~55 fr=63 (0.4532), cf=0.984, gamma=1.233, delta=0.086, M=-1.651e+001
15 25 29 -> 56 fr=63 (0.4532), cf=0.984, gamma=1.233, delta=0.086, M=-1.651e+001
15 25 27 -> 56 fr=63 (0.4532), cf=0.984, gamma=1.233, delta=0.086, M=-1.651e+001
23 29 47 -> ~55 fr=82 (0.5899), cf=0.943, gamma=1.180, delta=0.090, M=-1.636e+001
23 29 47 -> 56 fr=82 (0.5899), cf=0.943, gamma=1.180, delta=0.090, M=-1.636e+001
21 23 25 -> ~55 fr=55 (0.3957), cf=1.000, gamma=1.252, delta=0.080, M=-1.628e+001
21 23 25 -> 56 fr=55 (0.3957), cf=1.000, gamma=1.252, delta=0.080, M=-1.628e+001
23 25 47 -> ~55 fr=68 (0.4892), cf=0.971, gamma=1.216, delta=0.087, M=-1.613e+001
23 25 47 -> 56 fr=68 (0.4892), cf=0.971, gamma=1.216, delta=0.087, M=-1.613e+001
23 25 27 -> ~55 fr=73 (0.5252), cf=0.961, gamma=1.203, delta=0.089, M=-1.610e+001
23 25 27 -> 56 fr=73 (0.5252), cf=0.961, gamma=1.203, delta=0.089, M=-1.610e+001
25 27 34 -> ~55 fr=54 (0.3885), cf=1.000, gamma=1.252, delta=0.078, M=-1.588e+001
25 27 34 -> 56 fr=54 (0.3885), cf=1.000, gamma=1.252, delta=0.078, M=-1.588e+001
25 29 -> ~55 fr=81 (0.5827), cf=0.942, gamma=1.179, delta=0.089, M=-1.585e+001
25 29 -> 56 fr=81 (0.5827), cf=0.942, gamma=1.179, delta=0.089, M=-1.585e+001
25 47 -> ~55 fr=72 (0.5180), cf=0.960, gamma=1.202, delta=0.087, M=-1.564e+001
25 47 -> 56 fr=72 (0.5180), cf=0.960, gamma=1.202, delta=0.087, M=-1.564e+001
15 17 27 29 -> ~55 fr=72 (0.5180), cf=0.960, gamma=1.202, delta=0.087, M=-1.564e+001
15 17 27 29 -> 56 fr=72 (0.5180), cf=0.960, gamma=1.202, delta=0.087, M=-1.564e+001
23 29 30 -> ~55 fr=84 (0.6043), cf=0.933, gamma=1.169, delta=0.087, M=-1.549e+001
23 29 30 -> 56 fr=84 (0.6043), cf=0.933, gamma=1.169, delta=0.087, M=-1.549e+001
6 12 24 -> 55 fr=19 (0.1367), cf=0.514, gamma=2.549, delta=0.083, M=-1.521e+001
6 12 24 -> ~56 fr=19 (0.1367), cf=0.514, gamma=2.549, delta=0.083, M=-1.521e+001
23 25 -> ~55 fr=75 (0.5396), cf=0.949, gamma=1.189, delta=0.086, M=-1.493e+001
23 25 -> 56 fr=75 (0.5396), cf=0.949, gamma=1.189, delta=0.086, M=-1.493e+001
25 27 -> ~55 fr=79 (0.5683), cf=0.940, gamma=1.178, delta=0.086, M=-1.486e+001
25 27 -> 56 fr=79 (0.5683), cf=0.940, gamma=1.178, delta=0.086, M=-1.486e+001
1 27 29 30 -> ~55 fr=79 (0.5683), cf=0.940, gamma=1.178, delta=0.086, M=-1.486e+001
1 27 29 30 -> 56 fr=79 (0.5683), cf=0.940, gamma=1.178, delta=0.086, M=-1.486e+001
15 23 29 -> ~55 fr=65 (0.4676), cf=0.970, gamma=1.215, delta=0.083, M=-1.484e+001
15 23 29 -> 56 fr=65 (0.4676), cf=0.970, gamma=1.215, delta=0.083, M=-1.484e+001
6 24 -> 55 fr=20 (0.1439), cf=0.476, gamma=2.364, delta=0.083, M=-1.460e+001
6 24 -> ~56 fr=20 (0.1439), cf=0.476, gamma=2.364, delta=0.083, M=-1.460e+001
27 29 30 -> ~55 fr=89 (0.6403), cf=0.918, gamma=1.149, delta=0.083, M=-1.460e+001
27 29 30 -> 56 fr=89 (0.6403), cf=0.918, gamma=1.149, delta=0.083, M=-1.460e+001
23 27 30 -> ~55 fr=82 (0.5899), cf=0.932, gamma=1.167, delta=0.084, M=-1.447e+001
23 27 30 -> 56 fr=82 (0.5899), cf=0.932, gamma=1.167, delta=0.084, M=-1.447e+001
15 25 30 -> ~55 fr=58 (0.4173), cf=0.983, gamma=1.231, delta=0.078, M=-1.446e+001
15 25 30 -> 56 fr=58 (0.4173), cf=0.983, gamma=1.231, delta=0.078, M=-1.446e+001
15 25 -> ~55 fr=63 (0.4532), cf=0.969, gamma=1.214, delta=0.080, M=-1.402e+001
15 25 -> 56 fr=63 (0.4532), cf=0.969, gamma=1.214, delta=0.080, M=-1.402e+001
15 27 29 39 -> ~55 fr=63 (0.4532), cf=0.969, gamma=1.214, delta=0.080, M=-1.402e+001
15 27 29 39 -> 56 fr=63 (0.4532), cf=0.969, gamma=1.214, delta=0.080, M=-1.402e+001
15 27 29 -> ~55 fr=72 (0.5180), cf=0.947, gamma=1.186, delta=0.081, M=-1.361e+001
15 27 29 -> 56 fr=72 (0.5180), cf=0.947, gamma=1.186, delta=0.081, M=-1.361e+001
27 30 -> ~55 fr=93 (0.6691), cf=0.903, gamma=1.131, delta=0.077, M=-1.353e+001
27 30 -> 56 fr=93 (0.6691), cf=0.903, gamma=1.131, delta=0.077, M=-1.353e+001
6 12 54 -> 55 fr=20 (0.1439), cf=0.455, gamma=2.256, delta=0.080, M=-1.353e+001
29 30 47 -> ~55 fr=87 (0.6259), cf=0.916, gamma=1.147, delta=0.080, M=-1.353e+001
6 12 54 -> ~56 fr=20 (0.1439), cf=0.455, gamma=2.256, delta=0.080, M=-1.353e+001
29 30 47 -> 56 fr=87 (0.6259), cf=0.916, gamma=1.147, delta=0.080, M=-1.353e+001
23 30 47 -> ~55 fr=80 (0.5755), cf=0.930, gamma=1.165, delta=0.081, M=-1.352e+001
23 27 47 -> ~55 fr=80 (0.5755), cf=0.930, gamma=1.165, delta=0.081, M=-1.352e+001
23 30 47 -> 56 fr=80 (0.5755), cf=0.930, gamma=1.165, delta=0.081, M=-1.352e+001
23 27 47 -> 56 fr=80 (0.5755), cf=0.930, gamma=1.165, delta=0.081, M=-1.352e+001
25 30 -> ~55 fr=76 (0.5468), cf=0.938, gamma=1.175, delta=0.081, M=-1.349e+001
25 30 -> 56 fr=76 (0.5468), cf=0.938, gamma=1.175, delta=0.081, M=-1.349e+001
1 27 29 47 -> ~55 fr=76 (0.5468), cf=0.938, gamma=1.175, delta=0.081, M=-1.349e+001
1 27 29 47 -> 56 fr=76 (0.5468), cf=0.938, gamma=1.175, delta=0.081, M=-1.349e+001
23 29 -> ~55 fr=90 (0.6475), cf=0.909, gamma=1.138, delta=0.079, M=-1.347e+001
23 29 -> 56 fr=90 (0.6475), cf=0.909, gamma=1.138, delta=0.079, M=-1.347e+001
6 14 54 -> 55 fr=16 (0.1151), cf=0.552, gamma=2.739, delta=0.073, M=-1.343e+001
6 14 54 -> ~56 fr=16 (0.1151), cf=0.552, gamma=2.739, delta=0.073, M=-1.343e+001
15 23 -> ~55 fr=66 (0.4748), cf=0.957, gamma=1.198, delta=0.078, M=-1.310e+001
15 23 -> 56 fr=66 (0.4748), cf=0.957, gamma=1.198, delta=0.078, M=-1.310e+001
15 17 27 -> ~55 fr=75 (0.5396), cf=0.938, gamma=1.174, delta=0.080, M=-1.305e+001
15 17 27 -> 56 fr=75 (0.5396), cf=0.938, gamma=1.174, delta=0.080, M=-1.305e+001
30 47 -> ~55 fr=92 (0.6619), cf=0.902, gamma=1.129, delta=0.076, M=-1.296e+001
30 47 -> 56 fr=92 (0.6619), cf=0.902, gamma=1.129, delta=0.076, M=-1.296e+001
23 27 -> ~55 fr=89 (0.6403), cf=0.908, gamma=1.137, delta=0.077, M=-1.294e+001
23 27 -> 56 fr=89 (0.6403), cf=0.908, gamma=1.137, delta=0.077, M=-1.294e+001
14 54 -> 55 fr=16 (0.1151), cf=0.533, gamma=2.648, delta=0.072, M=-1.278e+001
14 54 -> ~56 fr=16 (0.1151), cf=0.533, gamma=2.648, delta=0.072, M=-1.278e+001
27 29 39 -> ~55 fr=82 (0.5899), cf=0.921, gamma=1.154, delta=0.079, M=-1.275e+001
27 29 39 -> 56 fr=82 (0.5899), cf=0.921, gamma=1.154, delta=0.079, M=-1.275e+001
17 21 25 -> ~55 fr=53 (0.3813), cf=0.981, gamma=1.229, delta=0.071, M=-1.258e+001
17 21 25 -> 56 fr=53 (0.3813), cf=0.981, gamma=1.229, delta=0.071, M=-1.258e+001
27 29 47 -> ~55 fr=85 (0.6115), cf=0.914, gamma=1.145, delta=0.077, M=-1.254e+001
27 29 47 -> 56 fr=85 (0.6115), cf=0.914, gamma=1.145, delta=0.077, M=-1.254e+001
29 30 -> ~55 fr=94 (0.6763), cf=0.895, gamma=1.121, delta=0.073, M=-1.252e+001
29 30 -> 56 fr=94 (0.6763), cf=0.895, gamma=1.121, delta=0.073, M=-1.252e+001
12 24 -> 55 fr=19 (0.1367), cf=0.452, gamma=2.246, delta=0.076, M=-1.242e+001
12 24 -> ~56 fr=19 (0.1367), cf=0.452, gamma=2.246, delta=0.076, M=-1.242e+001
1 25 53 -> ~55 fr=52 (0.3741), cf=0.981, gamma=1.229, delta=0.070, M=-1.222e+001
1 25 53 -> 56 fr=52 (0.3741), cf=0.981, gamma=1.229, delta=0.070, M=-1.222e+001
21 25 53 -> ~55 fr=44 (0.3165), cf=1.000, gamma=1.252, delta=0.064, M=-1.217e+001
25 34 53 -> ~55 fr=44 (0.3165), cf=1.000, gamma=1.252, delta=0.064, M=-1.217e+001
21 25 53 -> 56 fr=44 (0.3165), cf=1.000, gamma=1.252, delta=0.064, M=-1.217e+001
25 34 53 -> 56 fr=44 (0.3165), cf=1.000, gamma=1.252, delta=0.064, M=-1.217e+001
11 19 25 53 -> ~55 fr=44 (0.3165), cf=1.000, gamma=1.252, delta=0.064, M=-1.217e+001
11 19 25 53 -> 56 fr=44 (0.3165), cf=1.000, gamma=1.252, delta=0.064, M=-1.217e+001
25 53 -> ~55 fr=58 (0.4173), cf=0.967, gamma=1.211, delta=0.073, M=-1.211e+001
21 25 -> ~55 fr=58 (0.4173), cf=0.967, gamma=1.211, delta=0.073, M=-1.211e+001
6 12 -> 55 fr=26 (0.1871), cf=0.329, gamma=1.634, delta=0.073, M=-1.211e+001
25 53 -> 56 fr=58 (0.4173), cf=0.967, gamma=1.211, delta=0.073, M=-1.211e+001
21 25 -> 56 fr=58 (0.4173), cf=0.967, gamma=1.211, delta=0.073, M=-1.211e+001
6 12 -> ~56 fr=26 (0.1871), cf=0.329, gamma=1.634, delta=0.073, M=-1.211e+001
1 27 29 -> ~55 fr=84 (0.6043), cf=0.913, gamma=1.143, delta=0.076, M=-1.206e+001
1 27 29 -> 56 fr=84 (0.6043), cf=0.913, gamma=1.143, delta=0.076, M=-1.206e+001
29 47 -> ~55 fr=90 (0.6475), cf=0.900, gamma=1.127, delta=0.073, M=-1.189e+001
29 47 -> 56 fr=90 (0.6475), cf=0.900, gamma=1.127, delta=0.073, M=-1.189e+001
15 17 29 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.171, delta=0.076, M=-1.182e+001
17 23 47 -> ~55 fr=72 (0.5180), cf=0.935, gamma=1.171, delta=0.076, M=-1.182e+001
15 17 29 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.171, delta=0.076, M=-1.182e+001
17 23 47 -> 56 fr=72 (0.5180), cf=0.935, gamma=1.171, delta=0.076, M=-1.182e+001
12 54 -> 55 fr=20 (0.1439), cf=0.417, gamma=2.068, delta=0.074, M=-1.161e+001
12 54 -> ~56 fr=20 (0.1439), cf=0.417, gamma=2.068, delta=0.074, M=-1.161e+001
47 53 -> ~55 fr=62 (0.4460), cf=0.954, gamma=1.194, delta=0.073, M=-1.158e+001
47 53 -> 56 fr=62 (0.4460), cf=0.954, gamma=1.194, delta=0.073, M=-1.158e+001
25 34 -> ~55 fr=56 (0.4029), cf=0.966, gamma=1.209, delta=0.070, M=-1.140e+001
25 34 -> 56 fr=56 (0.4029), cf=0.966, gamma=1.209, delta=0.070, M=-1.140e+001
15 27 -> ~55 fr=75 (0.5396), cf=0.926, gamma=1.159, delta=0.074, M=-1.137e+001
15 27 -> 56 fr=75 (0.5396), cf=0.926, gamma=1.159, delta=0.074, M=-1.137e+001
19 30 53 -> ~55 fr=55 (0.3957), cf=0.965, gamma=1.208, delta=0.068, M=-1.105e+001
1 30 53 -> ~55 fr=55 (0.3957), cf=0.965, gamma=1.208, delta=0.068, M=-1.105e+001
19 30 53 -> 56 fr=55 (0.3957), cf=0.965, gamma=1.208, delta=0.068, M=-1.105e+001
1 30 53 -> 56 fr=55 (0.3957), cf=0.965, gamma=1.208, delta=0.068, M=-1.105e+001
39 53 -> ~55 fr=60 (0.4317), cf=0.952, gamma=1.193, delta=0.070, M=-1.086e+001
39 53 -> 56 fr=60 (0.4317), cf=0.952, gamma=1.193, delta=0.070, M=-1.086e+001
34 53 -> ~55 fr=48 (0.3453), cf=0.980, gamma=1.227, delta=0.064, M=-1.083e+001
34 53 -> 56 fr=48 (0.3453), cf=0.980, gamma=1.227, delta=0.064, M=-1.083e+001
25 -> ~55 fr=81 (0.5827), cf=0.910, gamma=1.140, delta=0.071, M=-1.075e+001
